customer_id,total_spent,transaction_count,first_purchase,last_purchase
CUST11115,1147.54,11,2023-01-27,2023-12-15
CUST11116,837.65,11,2023-02-18,2023-12-02
CUST11117,632.71,12,2023-02-06,2023-11-10
CUST11118,577.14,8,2023-01-08,2023-12-13
CUST11119,903.1,10,2023-03-03,2023-12-17
CUST11120,145.56,5,2023-01-18,2023-12-28
CUST11121,783.54,12,2023-01-05,2023-12-05
CUST11122,289.3,4,2023-01-30,2023-12-04
CUST11123,533.15,9,2023-03-12,2023-12-17
CUST11124,255.7,6,2023-02-09,2023-06-28
CUST11125,920.08,13,2023-02-22,2023-12-13
CUST11126,1324.16,11,2023-01-09,2023-11-13
CUST11127,497.21,12,2023-01-23,2023-11-22
CUST11128,710.37,9,2023-05-13,2023-11-15
CUST11129,205.43,5,2023-07-19,2023-12-23
CUST11130,224.18,6,2023-05-11,2023-12-31
CUST11131,524.25,11,2023-03-25,2023-12-03
CUST11132,892.19,15,2023-01-03,2023-12-13
CUST11133,994.08,13,2023-01-26,2023-11-20
CUST11134,1002.25,11,2023-01-29,2023-12-17
CUST11135,405.19,8,2023-01-31,2023-07-09
CUST11136,1335.91,10,2023-02-01,2023-12-20
CUST11137,719.57,8,2023-01-27,2023-10-02
CUST11138,753.59,10,2023-01-21,2023-12-20
CUST11139,709.09,7,2023-02-26,2023-09-04
CUST11140,422.56,9,2023-02-08,2023-12-08
CUST11141,465.91,8,2023-03-29,2023-12-10
CUST11142,1393.19,12,2023-01-04,2023-12-28
CUST11143,1277.89,12,2023-01-17,2023-12-18
CUST11144,1819.36,13,2023-01-12,2023-12-14
CUST11145,772.36,14,2023-04-26,2023-12-31
CUST11146,1366.95,16,2023-02-19,2023-12-26
CUST11147,628.88,5,2023-03-30,2023-11-08
CUST11148,499.65,8,2023-02-20,2023-12-08
CUST11149,997.63,13,2023-01-24,2023-11-17
CUST11150,633.2,11,2023-01-08,2023-11-29
CUST11151,863.43,12,2023-01-21,2023-12-10
CUST11152,1065.49,15,2023-02-28,2023-12-28
CUST11153,1471.93,16,2023-02-27,2023-12-19
CUST11154,338.44,8,2023-01-09,2023-07-31
CUST11155,718.45,5,2023-01-25,2023-10-26
CUST11156,986.87,12,2023-01-29,2023-10-02
CUST11157,988.24,15,2023-03-08,2023-12-24
CUST11158,943.34,12,2023-03-07,2024-01-01
CUST11159,449.49,11,2023-01-24,2023-12-19
CUST11160,933.24,14,2023-01-13,2023-12-22
CUST11161,722.96,10,2023-01-01,2023-12-23
CUST11162,506.07,9,2023-01-27,2023-11-16
CUST11163,1257.34,14,2023-01-01,2023-12-27
CUST11164,881.52,11,2023-01-11,2023-11-14
CUST11165,773.71,10,2023-01-03,2023-12-29
CUST11166,506.88,10,2023-01-05,2023-12-27
CUST11167,425.04,6,2023-04-04,2023-08-18
CUST11168,727.21,10,2023-02-07,2023-12-07
CUST11169,745.56,10,2023-02-01,2023-11-25
CUST11170,643.84,10,2023-02-04,2023-09-26
CUST11171,450.02,5,2023-03-21,2023-11-12
CUST11172,408.4,9,2023-01-13,2023-12-23
CUST11173,438.48,9,2023-01-12,2023-11-23
CUST11174,1234.36,8,2023-01-05,2023-12-25
CUST11175,844.28,10,2023-02-21,2023-12-21
CUST11176,1185.11,15,2023-02-06,2023-12-14
CUST11177,497.96,9,2023-02-14,2023-12-14
CUST11178,616.46,10,2023-03-02,2023-12-13
CUST11179,862.45,11,2023-02-27,2024-01-01
CUST11180,548.5,8,2023-01-23,2023-10-11
CUST11181,704.56,10,2023-05-10,2023-12-17
CUST11182,1776.94,17,2023-02-04,2023-12-27
CUST11183,589.07,8,2023-03-23,2023-10-29
CUST11184,633.76,9,2023-01-14,2023-11-13
CUST11185,952.24,10,2023-03-01,2023-11-05
CUST11186,406.25,5,2023-04-13,2023-12-04
CUST11187,323.19,5,2023-01-05,2023-07-18
CUST11188,941.87,10,2023-02-02,2023-10-29
CUST11189,951.81,10,2023-01-15,2023-11-05
CUST11190,888.41,12,2023-01-15,2023-12-08
CUST11191,378.7,9,2023-01-11,2023-11-24
CUST11192,790.41,10,2023-01-02,2023-09-28
CUST11193,1057.43,11,2023-04-08,2023-12-26
CUST11194,413.69,8,2023-01-04,2023-11-24
CUST11195,308.65,7,2023-04-19,2023-12-31
CUST11196,642.39,9,2023-02-25,2023-10-31
CUST11197,602.62,8,2023-01-15,2023-11-05
CUST11198,493.97,5,2023-03-02,2023-12-06
CUST11199,175.69,3,2023-03-27,2023-12-21
CUST11200,587.41,8,2023-03-05,2023-12-03
CUST11201,1448.23,16,2023-02-04,2023-12-09
CUST11202,1059.67,10,2023-01-20,2023-11-18
CUST11203,473.91,8,2023-02-23,2023-11-10
CUST11204,964.24,8,2023-03-23,2023-12-22
CUST11205,889.52,9,2023-01-14,2023-12-04
CUST11206,1016.98,15,2023-01-20,2023-12-14
CUST11207,863.23,12,2023-01-26,2023-12-07
CUST11208,1136.12,9,2023-01-01,2023-08-06
CUST11209,995.92,9,2023-02-15,2023-12-04
CUST11210,695.55,9,2023-01-17,2023-12-30
CUST11211,640.23,9,2023-05-03,2023-11-06
CUST11212,532.37,9,2023-02-14,2023-12-10
CUST11213,313.58,4,2023-04-06,2023-12-15
CUST11214,296.7,2,2023-06-26,2024-01-01
CUST11215,1197.11,12,2023-01-03,2023-11-08
CUST11216,672.16,10,2023-01-20,2023-12-02
CUST11217,672.59,12,2023-03-16,2023-12-30
CUST11218,1008.9,12,2023-02-19,2023-12-30
CUST11219,515.98,8,2023-02-12,2023-08-30
CUST11220,1226.16,13,2023-02-09,2023-12-31
CUST11221,475.52,6,2023-01-22,2023-10-30
CUST11222,1116.28,14,2023-01-08,2023-12-25
CUST11223,935.64,14,2023-01-18,2023-12-14
CUST11224,561.61,9,2023-02-14,2023-12-27
CUST11225,1159.05,10,2023-01-18,2023-11-20
CUST11226,844.33,13,2023-01-06,2023-12-29
CUST11227,803.31,11,2023-03-08,2023-12-30
CUST11228,464.26,8,2023-01-13,2023-12-22
CUST11229,1021.96,10,2023-02-10,2023-12-25
CUST11230,753.77,7,2023-01-16,2023-10-17
CUST11231,419.28,7,2023-03-19,2023-10-29
CUST11232,253.51,6,2023-02-16,2023-07-10
CUST11233,564.01,9,2023-01-22,2023-05-23
CUST11234,943.78,13,2023-01-20,2023-12-31
CUST11235,119.4,5,2023-01-24,2023-07-19
CUST11236,429.63,8,2023-01-30,2023-12-28
CUST11237,846.57,10,2023-01-08,2023-11-10
CUST11238,370.18,8,2023-03-01,2023-12-11
CUST11239,379.73,10,2023-03-12,2023-12-10
CUST11240,1151.05,12,2023-04-11,2023-12-28
CUST11241,628.89,10,2023-01-19,2023-12-15
CUST11242,878.67,11,2023-01-11,2023-12-28
CUST11243,588.62,9,2023-03-17,2023-12-06
CUST11244,779.07,10,2023-04-02,2023-09-28
CUST11245,385.27,5,2023-01-06,2023-10-14
CUST11246,558.43,7,2023-02-01,2023-12-26
CUST11247,1375.13,16,2023-01-14,2023-10-31
CUST11248,1088.77,12,2023-02-10,2023-12-14
CUST11249,332.58,6,2023-01-30,2023-12-19
CUST11250,700.95,9,2023-03-27,2023-11-01
CUST11251,532.74,8,2023-02-23,2023-12-15
CUST11252,1097.07,8,2023-01-12,2023-12-06
CUST11253,584.91,5,2023-01-28,2023-11-08
CUST11254,993.0,15,2023-02-11,2023-12-22
CUST11255,516.04,8,2023-04-12,2023-09-21
CUST11256,656.58,10,2023-04-07,2023-12-14
CUST11257,519.89,10,2023-03-22,2023-12-27
CUST11258,1263.67,9,2023-01-01,2023-12-08
CUST11259,781.47,11,2023-01-05,2024-01-01
CUST11260,1217.86,15,2023-01-14,2023-12-17
CUST11261,569.29,11,2023-01-07,2023-12-21
CUST11262,1038.82,13,2023-01-19,2023-12-22
CUST11263,1278.57,14,2023-02-13,2023-12-29
CUST11264,412.41,7,2023-01-06,2023-11-27
CUST11265,292.91,5,2023-02-22,2023-11-09
CUST11266,741.7,11,2023-04-20,2023-12-27
CUST11267,1665.84,18,2023-01-07,2023-12-27
CUST11268,854.46,7,2023-02-28,2023-12-03
CUST11269,776.02,10,2023-01-10,2023-10-29
CUST11270,613.64,8,2023-02-01,2023-10-21
CUST11271,795.07,13,2023-01-28,2023-11-15
CUST11272,754.2,12,2023-01-21,2023-12-26
CUST11273,394.06,4,2023-01-26,2023-12-23
CUST11274,773.39,16,2023-01-03,2023-12-27
CUST11275,624.47,9,2023-01-14,2023-12-21
CUST11276,651.37,8,2023-02-12,2023-12-31
CUST11277,601.13,8,2023-04-13,2024-01-01
CUST11278,771.3,11,2023-04-23,2023-12-31
CUST11279,1038.08,12,2023-02-14,2023-12-13
CUST11280,849.21,11,2023-01-02,2023-12-26
CUST11281,1659.43,10,2023-01-05,2023-11-10
CUST11282,893.04,9,2023-01-08,2023-10-13
CUST11283,597.91,13,2023-01-14,2023-12-12
CUST11284,1149.7,13,2023-03-14,2023-12-02
CUST11285,677.87,11,2023-01-15,2023-11-06
CUST11286,1397.3,12,2023-03-04,2023-12-20
CUST11287,780.82,7,2023-01-08,2023-11-25
CUST11288,687.85,9,2023-02-15,2023-10-06
CUST11289,873.37,9,2023-01-16,2023-10-12
CUST11290,1857.59,12,2023-02-09,2023-12-31
CUST11291,1114.1,12,2023-01-09,2023-07-27
CUST11292,1078.34,13,2023-01-20,2023-12-06
CUST11293,1145.79,12,2023-01-13,2023-12-20
CUST11294,181.18,5,2023-02-27,2023-10-12
CUST11295,876.18,8,2023-01-05,2023-11-21
CUST11296,507.77,7,2023-01-01,2023-09-12
CUST11297,989.59,15,2023-01-04,2023-09-30
CUST11298,466.8,8,2023-04-25,2024-01-01
CUST11299,631.29,7,2023-01-02,2023-12-22
CUST11300,537.38,12,2023-01-27,2023-11-03
CUST11301,1061.61,16,2023-03-18,2023-12-21
CUST11302,821.11,9,2023-02-02,2023-11-29
CUST11303,583.78,10,2023-01-26,2023-09-05
CUST11304,847.42,13,2023-04-05,2023-12-06
CUST11305,652.33,9,2023-01-07,2023-09-03
CUST11306,722.64,12,2023-01-22,2023-12-31
CUST11307,695.89,10,2023-01-09,2023-12-05
CUST11308,580.83,8,2023-02-11,2023-12-31
CUST11309,1224.18,17,2023-01-22,2023-12-27
CUST11310,1014.32,10,2023-01-05,2023-12-01
CUST11311,905.45,15,2023-02-02,2024-01-01
CUST11312,1345.59,12,2023-01-24,2023-12-25
CUST11313,858.61,10,2023-03-25,2023-11-01
CUST11314,449.36,7,2023-02-17,2023-12-01
CUST11315,373.07,5,2023-04-18,2023-10-11
CUST11316,585.72,8,2023-03-17,2023-11-30
CUST11317,476.44,9,2023-01-29,2023-10-20
CUST11318,664.88,8,2023-01-11,2023-11-20
CUST11319,899.08,12,2023-01-02,2023-12-17
CUST11320,325.33,4,2023-05-13,2023-09-15
CUST11321,757.52,8,2023-02-08,2023-11-27
CUST11322,361.83,7,2023-03-29,2023-10-23
CUST11323,571.12,11,2023-02-05,2023-12-27
CUST11324,472.54,8,2023-01-06,2023-12-07
CUST11325,890.16,12,2023-01-13,2023-11-05
CUST11326,1278.87,14,2023-01-25,2023-12-14
CUST11327,1124.63,14,2023-01-24,2023-12-02
CUST11328,275.07,8,2023-07-12,2023-10-08
CUST11329,736.76,10,2023-02-23,2023-11-25
CUST11330,663.29,9,2023-01-03,2023-12-15
CUST11331,396.24,10,2023-03-22,2023-11-30
CUST11332,623.29,5,2023-04-29,2023-12-19
CUST11333,726.71,9,2023-01-02,2023-11-10
CUST11334,1000.28,9,2023-03-29,2023-11-16
CUST11335,546.94,9,2023-03-10,2023-12-02
CUST11336,597.39,9,2023-02-23,2023-11-01
CUST11337,910.3,12,2023-01-14,2023-12-22
CUST11338,1433.42,18,2023-01-07,2023-12-21
CUST11339,1671.12,10,2023-05-08,2023-12-27
CUST11340,860.15,14,2023-01-24,2023-10-23
CUST11341,536.98,5,2023-02-18,2023-10-24
CUST11342,741.95,11,2023-02-18,2023-11-29
CUST11343,919.04,11,2023-01-11,2023-12-21
CUST11344,1207.44,9,2023-02-09,2023-12-22
CUST11345,596.63,11,2023-01-01,2023-12-01
CUST11346,544.05,6,2023-02-16,2023-12-16
CUST11347,733.92,7,2023-01-18,2023-12-19
CUST11348,815.02,13,2023-03-09,2023-12-19
CUST11349,1496.73,16,2023-02-18,2023-12-27
CUST11350,1072.23,8,2023-02-06,2023-12-30
CUST11351,677.48,11,2023-02-14,2023-12-14
CUST11352,304.16,9,2023-03-19,2023-12-08
CUST11353,563.18,10,2023-02-11,2023-11-06
CUST11354,483.2,7,2023-01-07,2023-12-12
CUST11355,1043.12,8,2023-04-17,2023-12-25
CUST11356,1314.04,14,2023-01-06,2023-12-29
CUST11357,691.3,10,2023-01-03,2023-12-21
CUST11358,488.45,8,2023-01-29,2023-11-03
CUST11359,1571.64,11,2023-01-03,2023-12-19
CUST11360,738.4,10,2023-04-20,2023-12-17
CUST11361,1142.38,15,2023-01-05,2023-12-16
CUST11362,346.77,7,2023-01-27,2023-12-13
CUST11363,801.18,14,2023-02-02,2023-12-30
CUST11364,439.5,6,2023-02-20,2023-12-30
CUST11365,568.62,8,2023-04-21,2023-12-23
CUST11366,915.65,11,2023-01-11,2023-12-11
CUST11367,671.08,8,2023-01-20,2023-11-26
CUST11368,1173.45,10,2023-03-13,2023-12-23
CUST11369,581.47,5,2023-01-14,2023-08-23
CUST11370,525.04,7,2023-03-09,2023-12-27
CUST11371,1137.15,15,2023-01-23,2023-12-20
CUST11372,989.77,10,2023-02-07,2023-12-27
CUST11373,797.17,9,2023-02-18,2023-11-19
CUST11374,1552.2,14,2023-02-01,2023-12-03
CUST11375,391.02,9,2023-05-21,2023-12-28
CUST11376,845.06,6,2023-01-21,2023-12-29
CUST11377,1118.8,12,2023-01-26,2023-12-22
CUST11378,591.6,9,2023-01-12,2023-12-05
CUST11379,1311.93,13,2023-01-08,2023-12-09
CUST11380,1417.99,10,2023-01-01,2023-11-19
CUST11381,507.9,6,2023-01-08,2023-12-28
CUST11382,1253.51,14,2023-01-06,2024-01-01
CUST11383,552.84,8,2023-02-10,2023-10-30
CUST11384,997.04,9,2023-01-30,2023-12-25
CUST11385,176.22,5,2023-01-04,2023-08-12
CUST11386,223.41,6,2023-05-08,2023-12-20
CUST11387,367.97,9,2023-02-17,2023-10-10
CUST11388,566.82,8,2023-04-07,2023-12-06
CUST11389,1537.49,12,2023-02-20,2023-12-17
CUST11390,1027.77,12,2023-01-03,2023-11-10
CUST11391,499.0,8,2023-01-12,2023-12-11
CUST11392,526.5,8,2023-03-15,2023-12-11
CUST11393,1011.2,7,2023-02-15,2023-12-19
CUST11394,990.75,10,2023-01-02,2023-12-07
CUST11395,810.94,12,2023-01-28,2023-12-30
CUST11396,413.98,10,2023-01-09,2023-11-12
CUST11397,1168.45,17,2023-01-04,2023-12-08
CUST11398,712.05,11,2023-02-09,2023-11-24
CUST11399,795.03,11,2023-01-25,2023-12-15
CUST11400,478.72,9,2023-01-18,2023-10-08
CUST11401,1239.04,11,2023-01-12,2023-12-10
CUST11402,359.42,4,2023-01-29,2023-06-22
CUST11403,962.27,11,2023-01-11,2023-12-04
CUST11404,367.6,5,2023-03-17,2023-09-09
CUST11405,448.06,8,2023-01-10,2023-10-17
CUST11406,924.94,9,2023-02-18,2023-12-10
CUST11407,1577.45,15,2023-01-02,2023-12-16
CUST11408,633.7,6,2023-03-10,2023-12-11
CUST11409,540.95,6,2023-05-20,2023-11-18
CUST11410,966.98,13,2023-01-24,2023-11-21
CUST11411,633.54,10,2023-01-04,2023-12-03
CUST11412,1207.69,16,2023-01-20,2024-01-01
CUST11413,750.01,10,2023-01-29,2023-12-20
CUST11414,827.51,13,2023-01-11,2023-12-20
CUST11415,987.04,10,2023-02-04,2023-11-25
CUST11416,954.4,13,2023-01-20,2023-12-07
CUST11417,736.57,8,2023-02-21,2023-11-20
CUST11418,477.39,7,2023-04-21,2023-11-26
CUST11419,781.57,14,2023-01-17,2023-12-26
CUST11420,429.33,10,2023-02-13,2024-01-01
CUST11421,774.59,11,2023-01-02,2023-11-15
CUST11422,598.81,9,2023-01-27,2023-12-18
CUST11423,756.44,9,2023-03-08,2023-12-22
CUST11424,791.85,8,2023-03-03,2023-12-13
CUST11425,643.3,5,2023-01-06,2023-11-08
CUST11426,951.93,16,2023-01-09,2023-12-05
CUST11427,772.64,13,2023-01-01,2023-11-21
CUST11428,869.33,7,2023-01-31,2023-10-28
CUST11429,1231.34,14,2023-01-11,2023-12-18
CUST11430,700.31,7,2023-03-14,2023-12-25
CUST11431,542.49,5,2023-08-23,2023-11-29
CUST11432,1171.46,11,2023-01-27,2023-12-22
CUST11433,285.95,7,2023-01-09,2023-12-17
CUST11434,731.08,10,2023-01-10,2023-11-23
CUST11435,836.52,10,2023-02-04,2023-12-18
CUST11436,319.38,3,2023-05-06,2023-11-25
CUST11437,535.05,11,2023-01-19,2023-12-20
CUST11438,315.31,5,2023-05-23,2023-12-31
CUST11439,731.4,12,2023-01-18,2023-12-20
CUST11440,263.03,7,2023-01-10,2023-12-25
CUST11441,888.15,14,2023-02-28,2023-12-04
CUST11442,873.26,11,2023-03-30,2024-01-01
CUST11443,223.43,5,2023-03-04,2023-08-18
CUST11444,272.52,6,2023-01-09,2023-11-17
CUST11445,871.76,8,2023-03-15,2023-11-21
CUST11446,830.85,11,2023-01-18,2023-12-22
CUST11447,903.68,10,2023-01-08,2023-11-17
CUST11448,566.31,10,2023-02-14,2023-11-19
CUST11449,1105.47,13,2023-01-31,2023-12-26
CUST11450,1274.97,14,2023-01-02,2023-12-31
CUST11451,552.83,8,2023-02-18,2023-12-07
CUST11452,979.67,13,2023-01-10,2023-12-25
CUST11453,1052.49,10,2023-03-05,2023-12-16
CUST11454,452.97,6,2023-04-20,2023-12-07
CUST11455,788.24,13,2023-02-11,2023-09-25
CUST11456,1152.03,12,2023-01-31,2023-11-28
CUST11457,926.0,13,2023-02-18,2023-12-19
CUST11458,1158.04,11,2023-01-30,2023-11-22
CUST11459,366.47,9,2023-02-21,2023-12-07
CUST11460,603.73,10,2023-01-08,2023-11-27
CUST11461,538.62,8,2023-01-18,2023-10-27
CUST11462,535.32,8,2023-03-28,2023-12-19
CUST11463,272.5,6,2023-03-16,2023-12-19
CUST11464,848.22,12,2023-02-12,2023-12-12
CUST11465,680.53,11,2023-01-24,2023-12-24
CUST11466,733.09,8,2023-01-13,2023-12-31
CUST11467,889.8,12,2023-01-06,2023-12-26
CUST11468,776.91,10,2023-03-28,2023-12-02
CUST11469,713.67,9,2023-01-07,2023-10-29
CUST11470,728.39,12,2023-03-09,2023-12-15
CUST11471,366.87,4,2023-02-21,2023-12-06
CUST11472,829.33,10,2023-01-16,2023-12-29
CUST11473,1169.99,10,2023-01-23,2023-12-28
CUST11474,847.65,9,2023-01-08,2023-11-24
CUST11475,582.5,10,2023-01-24,2023-11-27
CUST11476,805.51,13,2023-01-12,2023-12-01
CUST11477,410.38,8,2023-04-05,2023-12-22
CUST11478,613.83,13,2023-01-17,2023-12-06
CUST11479,623.92,9,2023-01-05,2023-12-11
CUST11480,608.87,12,2023-01-06,2023-11-18
CUST11481,371.44,10,2023-01-07,2023-11-26
CUST11482,730.94,12,2023-02-10,2023-12-25
CUST11483,992.75,13,2023-03-31,2023-12-21
CUST11484,773.26,10,2023-03-02,2023-12-23
CUST11485,1017.34,11,2023-01-07,2023-11-30
CUST11486,507.04,7,2023-03-14,2023-09-10
CUST11487,586.56,10,2023-01-13,2023-11-24
CUST11488,568.0,13,2023-02-11,2023-12-30
CUST11489,1088.52,9,2023-01-09,2023-11-29
CUST11490,828.6,7,2023-03-13,2023-12-14
CUST11491,224.66,5,2023-01-08,2023-06-22
CUST11492,765.05,10,2023-01-06,2023-12-21
CUST11493,926.03,12,2023-03-12,2023-12-24
CUST11494,912.95,10,2023-02-10,2023-12-31
CUST11495,703.35,9,2023-01-26,2023-12-17
CUST11496,950.08,13,2023-01-02,2023-11-13
CUST11497,610.33,7,2023-01-15,2023-12-26
CUST11498,775.62,8,2023-01-05,2023-11-02
CUST11499,432.82,11,2023-03-07,2023-10-27
CUST11500,546.27,10,2023-03-29,2023-11-04
CUST11501,432.89,7,2023-04-27,2023-12-17
CUST11502,650.24,10,2023-01-12,2023-09-03
CUST11503,690.15,9,2023-01-12,2023-12-22
CUST11504,288.1,5,2023-01-19,2023-08-24
CUST11505,1797.33,16,2023-01-15,2023-12-25
CUST11506,846.07,12,2023-01-31,2023-11-21
CUST11507,542.7,9,2023-01-16,2023-11-29
CUST11508,358.42,7,2023-01-05,2023-11-04
CUST11509,640.71,9,2023-02-04,2023-12-20
CUST11510,446.91,9,2023-02-05,2023-12-25
CUST11511,245.6,5,2023-02-19,2023-12-27
CUST11512,743.54,8,2023-02-12,2023-12-16
CUST11513,595.45,11,2023-02-02,2023-11-05
CUST11514,948.54,15,2023-01-05,2023-12-08
CUST11515,871.7,11,2023-01-16,2023-09-27
CUST11516,828.88,8,2023-02-23,2023-12-17
CUST11517,573.81,7,2023-01-31,2023-12-17
CUST11518,461.07,10,2023-02-06,2023-10-22
CUST11519,565.79,10,2023-02-28,2023-11-25
CUST11520,401.87,10,2023-01-18,2023-12-25
CUST11521,1271.02,18,2023-01-28,2023-12-22
CUST11522,974.76,10,2023-01-11,2023-12-31
CUST11523,1178.56,13,2023-01-15,2023-12-29
CUST11524,1115.76,14,2023-02-20,2023-11-11
CUST11525,1179.96,15,2023-01-05,2023-12-14
CUST11526,902.82,11,2023-01-26,2023-11-14
CUST11527,1430.93,14,2023-01-20,2023-11-20
CUST11528,1585.17,10,2023-01-09,2023-12-01
CUST11529,698.32,13,2023-01-15,2023-12-29
CUST11530,1269.59,16,2023-01-24,2023-12-25
CUST11531,704.26,7,2023-01-08,2023-10-18
CUST11532,467.6,8,2023-03-19,2023-11-25
CUST11533,735.98,9,2023-04-29,2024-01-01
CUST11534,947.52,13,2023-03-13,2023-11-08
CUST11535,984.25,12,2023-02-23,2023-10-24
CUST11536,440.02,11,2023-04-03,2023-12-14
CUST11537,333.09,10,2023-01-04,2023-12-17
CUST11538,817.85,9,2023-01-01,2023-10-14
CUST11539,657.55,10,2023-05-13,2023-12-13
CUST11540,1252.15,11,2023-02-14,2023-12-01
CUST11541,759.29,12,2023-01-28,2023-11-06
CUST11542,1107.34,17,2023-01-04,2024-01-01
CUST11543,768.81,11,2023-01-06,2023-12-26
CUST11544,1007.32,11,2023-01-27,2024-01-01
CUST11545,897.93,10,2023-02-04,2023-11-27
CUST11546,355.07,5,2023-05-16,2023-11-16
CUST11547,1450.62,13,2023-02-24,2023-12-25
CUST11548,967.24,11,2023-02-05,2023-12-25
CUST11549,833.36,13,2023-01-31,2023-12-30
CUST11550,277.88,6,2023-01-02,2023-11-16
CUST11551,460.43,8,2023-01-07,2023-11-19
CUST11552,709.87,9,2023-02-06,2024-01-01
CUST11553,520.47,13,2023-01-04,2023-08-08
CUST11554,263.24,7,2023-01-12,2023-12-15
CUST11555,1057.71,13,2023-01-04,2023-11-07
CUST11556,645.46,7,2023-03-31,2023-11-25
CUST11557,998.64,10,2023-02-04,2023-12-06
CUST11558,750.44,8,2023-01-13,2023-08-22
CUST11559,849.38,11,2023-01-09,2023-09-13
CUST11560,631.92,8,2023-01-12,2023-12-20
CUST11561,838.05,6,2023-03-13,2023-12-23
CUST11562,970.11,11,2023-01-07,2023-11-12
CUST11563,580.42,6,2023-02-14,2023-11-01
CUST11564,1031.53,10,2023-02-06,2023-11-30
CUST11565,332.39,4,2023-05-13,2023-11-22
CUST11566,1464.86,15,2023-01-22,2023-12-08
CUST11567,980.42,9,2023-02-03,2023-11-13
CUST11568,517.87,6,2023-04-03,2023-11-22
CUST11569,591.78,6,2023-02-16,2023-09-15
CUST11570,688.53,9,2023-01-12,2023-11-27
CUST11571,554.93,5,2023-01-29,2023-11-11
CUST11572,368.64,5,2023-03-13,2023-09-09
CUST11573,471.76,6,2023-01-24,2023-12-30
CUST11574,1007.6,12,2023-01-02,2023-12-01
CUST11575,655.53,10,2023-02-19,2023-12-30
CUST11576,1294.8,15,2023-01-11,2023-12-08
CUST11577,1372.38,15,2023-01-16,2023-10-13
CUST11578,748.24,8,2023-01-18,2023-12-15
CUST11579,1074.02,9,2023-02-12,2024-01-01
CUST11580,601.96,12,2023-02-06,2023-10-22
CUST11581,631.06,10,2023-02-22,2023-09-27
CUST11582,752.0,6,2023-01-16,2023-11-13
CUST11583,1717.38,14,2023-01-08,2023-12-11
CUST11584,849.92,12,2023-01-07,2023-12-14
CUST11585,524.27,10,2023-03-04,2023-12-11
CUST11586,1018.69,14,2023-02-06,2023-12-26
CUST11587,625.37,5,2023-02-02,2023-11-12
CUST11588,699.16,9,2023-01-08,2023-12-09
CUST11589,548.24,8,2023-01-25,2023-12-29
CUST11590,540.64,8,2023-03-03,2023-12-11
CUST11591,636.88,7,2023-02-03,2023-12-17
CUST11592,791.86,12,2023-01-18,2023-12-16
CUST11593,713.48,9,2023-03-19,2023-09-08
CUST11594,443.28,11,2023-01-20,2023-12-17
CUST11595,821.51,9,2023-02-04,2023-12-06
CUST11596,352.19,7,2023-03-10,2023-10-26
CUST11597,621.83,13,2023-01-14,2023-11-02
CUST11598,289.16,7,2023-01-01,2023-12-30
CUST11599,794.49,12,2023-01-11,2023-10-10
CUST11600,626.86,7,2023-05-21,2023-12-07
CUST11601,1265.52,12,2023-03-27,2023-12-20
CUST11602,947.61,13,2023-03-24,2024-01-01
CUST11603,1128.46,11,2023-04-11,2023-12-17
CUST11604,944.41,14,2023-02-10,2023-12-27
CUST11605,678.31,13,2023-01-12,2023-12-08
CUST11606,1210.28,14,2023-01-20,2023-10-02
CUST11607,1967.63,14,2023-01-26,2023-11-22
CUST11608,1240.53,14,2023-02-15,2023-12-30
CUST11609,533.91,9,2023-03-04,2023-12-29
CUST11610,1037.98,15,2023-01-01,2023-11-17
CUST11611,520.5,8,2023-01-25,2023-11-24
CUST11612,730.25,9,2023-01-28,2023-12-26
CUST11613,388.2,7,2023-01-07,2023-12-08
CUST11614,1153.49,9,2023-03-02,2023-12-04
CUST11615,135.16,3,2023-03-12,2023-05-02
CUST11616,1100.97,16,2023-01-07,2023-12-05
CUST11617,426.34,8,2023-01-23,2023-11-10
CUST11618,344.69,8,2023-01-31,2023-12-12
CUST11619,504.47,8,2023-01-02,2023-10-28
CUST11620,953.31,11,2023-01-01,2023-10-30
CUST11621,1121.84,17,2023-03-03,2023-12-14
CUST11622,1009.72,10,2023-01-02,2023-10-03
CUST11623,614.71,9,2023-02-15,2023-11-09
CUST11624,663.69,10,2023-01-05,2023-12-22
CUST11625,1310.58,13,2023-04-24,2023-11-17
CUST11626,263.85,7,2023-01-20,2023-10-19
CUST11627,603.93,10,2023-01-02,2023-11-01
CUST11628,598.87,5,2023-01-25,2023-08-23
CUST11629,164.54,3,2023-01-06,2023-07-21
CUST11630,385.02,5,2023-04-12,2023-08-20
CUST11631,744.65,11,2023-03-28,2023-12-19
CUST11632,797.73,8,2023-01-05,2023-10-27
CUST11633,433.98,5,2023-04-29,2023-09-30
CUST11634,154.6,5,2023-01-21,2023-10-21
CUST11635,714.43,8,2023-02-13,2023-10-12
CUST11636,405.23,6,2023-01-21,2023-11-21
CUST11637,710.39,8,2023-02-20,2023-11-18
CUST11638,675.34,9,2023-01-23,2023-12-08
CUST11639,588.46,14,2023-04-05,2023-12-24
CUST11640,828.21,12,2023-03-02,2023-12-28
CUST11641,93.54,4,2023-04-09,2023-11-01
CUST11642,383.85,7,2023-03-03,2023-12-19
CUST11643,465.13,9,2023-01-19,2023-12-12
CUST11644,784.55,9,2023-02-20,2023-12-03
CUST11645,511.47,8,2023-01-05,2023-12-21
CUST11646,540.8,9,2023-01-05,2023-12-10
CUST11647,792.47,8,2023-03-06,2023-11-21
