sector,date,avg_price,price_std,min_price,max_price,total_volume,volatility
Energy,2023-05-20,132.08,50.83,43.7,173.78,14742201,0.02
Energy,2023-05-21,133.41,51.77,43.35,176.31,11718237,0.01
Energy,2023-05-22,133.68,51.88,43.33,176.34,7304921,0.0
Energy,2023-05-23,134.18,51.6,44.26,176.47,7526695,0.02
Energy,2023-05-24,133.85,52.46,43.33,180.07,5256517,0.02
Energy,2023-05-25,134.02,52.08,43.54,177.98,5982787,0.01
Energy,2023-05-26,135.09,52.47,43.73,178.37,7132827,0.01
Energy,2023-05-27,133.2,51.51,43.66,176.19,6131008,0.01
Energy,2023-05-28,132.73,50.78,44.2,174.33,4624220,0.01
Energy,2023-05-29,132.31,51.04,43.0,172.04,4428957,0.02
Energy,2023-05-30,132.88,50.58,43.99,169.99,4195568,0.01
Energy,2023-05-31,132.76,50.27,44.93,171.65,3479699,0.02
Energy,2023-06-01,133.45,51.1,45.03,175.84,4062679,0.02
Energy,2023-06-02,133.91,50.35,46.16,174.27,4617289,0.02
Energy,2023-06-03,133.55,50.52,45.81,174.03,4710363,0.01
Energy,2023-06-04,134.09,50.34,46.33,173.29,3962831,0.01
Energy,2023-06-05,134.59,50.73,46.39,175.31,5087232,0.01
Energy,2023-06-06,135.52,50.71,46.85,174.51,4474277,0.01
Energy,2023-06-07,136.0,51.21,45.95,173.54,4613843,0.02
Energy,2023-06-08,135.73,51.0,45.73,171.64,4106265,0.02
Energy,2023-06-09,135.61,50.74,45.57,168.11,2973180,0.01
Energy,2023-06-10,136.25,51.16,45.97,172.63,3350849,0.01
Energy,2023-06-11,136.62,51.39,45.8,172.2,3235393,0.01
Energy,2023-06-12,136.49,51.14,46.21,172.35,2905393,0.01
Energy,2023-06-13,136.74,51.58,45.69,171.94,2876592,0.01
Energy,2023-06-14,137.51,51.97,45.84,174.94,2604079,0.02
Energy,2023-06-15,137.24,51.3,46.31,171.28,2851004,0.01
Energy,2023-06-16,137.02,50.35,48.04,171.98,2243333,0.02
Energy,2023-06-17,137.48,51.08,47.25,173.89,2192333,0.01
Energy,2023-06-18,138.45,51.18,47.95,174.41,1841428,0.01
Energy,2023-06-19,137.94,50.91,47.84,172.98,2053651,0.01
Energy,2023-06-20,138.0,51.22,47.66,174.83,1727760,0.01
Energy,2023-06-21,137.66,51.03,47.98,176.17,1977474,0.01
Energy,2023-06-22,137.37,50.57,48.69,176.22,2250554,0.01
Energy,2023-06-23,137.75,50.2,49.45,175.11,2045699,0.02
Energy,2023-06-24,137.44,50.49,48.73,175.74,2146335,0.01
Energy,2023-06-25,138.07,51.7,47.24,176.4,2486230,0.03
Energy,2023-06-26,137.48,51.55,47.31,177.18,2487383,0.01
Energy,2023-06-27,137.86,50.98,48.2,175.14,2448999,0.01
Energy,2023-06-28,137.91,51.48,47.61,176.76,2507333,0.01
Energy,2023-06-29,139.16,52.36,46.89,177.62,1569170,0.02
Energy,2023-06-30,139.86,52.6,46.66,175.51,1427065,0.02
Energy,2023-07-01,140.01,52.95,46.1,175.28,1389990,0.02
Energy,2023-07-02,139.7,52.74,45.99,173.47,1453216,0.01
Energy,2023-07-03,140.62,53.18,45.97,171.95,1360322,0.01
Energy,2023-07-04,141.29,53.19,46.5,172.2,1105179,0.01
Energy,2023-07-05,142.87,53.67,47.43,175.85,1255711,0.01
Energy,2023-07-06,142.67,53.95,46.73,175.8,971046,0.01
Energy,2023-07-07,142.71,54.03,46.61,175.86,1072760,0.0
Energy,2023-07-08,142.18,54.03,45.89,173.09,1006784,0.01
Energy,2023-07-09,142.59,54.28,46.18,176.16,873075,0.01
Energy,2023-07-10,143.0,54.19,47.07,178.82,1041376,0.01
Energy,2023-07-11,141.49,53.89,46.32,177.16,1078334,0.01
Energy,2023-07-12,141.53,53.95,46.35,178.34,978975,0.01
Energy,2023-07-13,141.19,53.7,46.34,177.84,906846,0.01
Energy,2023-07-14,141.81,54.43,45.77,180.0,1046511,0.01
Energy,2023-07-15,141.43,54.71,45.12,181.2,1274366,0.01
Energy,2023-07-16,140.34,54.24,44.7,177.12,1166846,0.02
Energy,2023-07-17,140.09,54.74,43.53,177.26,1055520,0.01
Energy,2023-07-18,140.92,55.31,43.49,179.3,1200928,0.0
Energy,2023-07-19,141.57,55.6,44.19,182.28,1383706,0.01
Energy,2023-07-20,141.5,55.33,45.19,185.43,1245408,0.02
Energy,2023-07-21,140.58,53.86,45.98,180.27,1446815,0.02
Energy,2023-07-22,140.85,53.7,46.64,181.83,1981979,0.02
Energy,2023-07-23,141.62,54.34,46.75,185.38,1350639,0.01
Energy,2023-07-24,140.82,53.87,46.97,185.08,1733858,0.01
Energy,2023-07-25,139.81,53.49,47.06,185.21,1976046,0.01
Energy,2023-07-26,138.53,52.82,48.02,187.19,2085493,0.02
Energy,2023-07-27,140.32,53.76,48.59,191.05,2249198,0.01
Energy,2023-07-28,140.17,53.25,48.69,188.75,2760064,0.01
Energy,2023-07-29,140.63,54.9,47.22,193.17,2135011,0.02
Energy,2023-07-30,139.25,55.57,45.76,194.86,1812904,0.02
Energy,2023-07-31,138.98,56.64,43.94,195.81,1646470,0.02
Energy,2023-08-01,139.27,57.3,42.98,196.38,1938064,0.01
Energy,2023-08-02,138.9,56.11,43.66,192.0,2355652,0.02
Energy,2023-08-03,139.74,57.11,43.25,195.01,2478580,0.01
Energy,2023-08-04,140.27,56.95,43.6,194.98,2772549,0.02
Energy,2023-08-05,139.62,56.49,43.88,193.52,3581677,0.01
Energy,2023-08-06,138.63,56.33,43.4,193.29,4883703,0.01
Energy,2023-08-07,138.43,56.41,42.38,191.64,2153655,0.01
Energy,2023-08-08,138.93,57.1,42.1,194.19,2319981,0.01
Energy,2023-08-09,138.89,57.11,42.39,195.07,2285259,0.0
Energy,2023-08-10,139.17,57.73,42.82,198.42,2322287,0.01
Energy,2023-08-11,138.54,56.93,43.25,195.58,2268973,0.01
Energy,2023-08-12,137.1,55.35,44.03,191.59,1334096,0.01
Energy,2023-08-13,138.24,55.89,45.19,195.48,1281309,0.01
Energy,2023-08-14,139.07,56.88,44.85,198.08,909071,0.01
Energy,2023-08-15,139.31,56.39,45.54,195.53,818447,0.02
Energy,2023-08-16,138.72,56.13,45.44,194.96,842398,0.0
Energy,2023-08-17,139.15,56.15,46.4,196.51,868489,0.02
Energy,2023-08-18,138.99,56.32,47.02,198.67,671697,0.02
Energy,2023-08-19,139.82,58.04,45.48,201.89,699735,0.02
Energy,2023-08-20,138.35,59.31,43.54,204.31,596218,0.02
Energy,2023-08-21,138.47,59.58,43.56,204.27,578958,0.01
Energy,2023-08-22,137.49,60.49,41.87,205.24,642885,0.02
Energy,2023-08-23,139.17,61.11,42.47,208.23,608960,0.01
Energy,2023-08-24,138.32,61.08,42.27,207.98,739450,0.01
Energy,2023-08-25,138.58,62.07,42.44,211.9,797219,0.01
Energy,2023-08-26,139.09,62.62,41.84,213.19,684511,0.01
Energy,2023-08-27,139.5,62.75,42.08,213.27,783922,0.01
Energy,2023-08-28,139.99,64.86,41.38,219.05,864411,0.02
Energy,2023-08-29,139.41,65.4,39.73,218.49,850435,0.02
Energy,2023-08-30,139.06,65.34,39.74,219.89,1078488,0.01
Energy,2023-08-31,139.66,66.29,40.38,223.32,1080850,0.01
Energy,2023-09-01,139.06,64.79,40.04,218.16,931990,0.01
Energy,2023-09-02,139.29,65.75,38.89,220.81,799078,0.02
Energy,2023-09-03,141.26,66.92,38.6,223.68,856546,0.01
Energy,2023-09-04,141.49,66.97,38.34,223.3,1079855,0.01
Energy,2023-09-05,140.87,67.06,38.01,222.95,1077413,0.01
Energy,2023-09-06,140.7,65.6,38.87,219.36,1356836,0.01
Energy,2023-09-07,140.21,66.23,38.76,221.32,1513224,0.01
Energy,2023-09-08,140.05,66.35,39.05,221.94,1833600,0.01
Energy,2023-09-09,138.82,65.53,39.12,220.1,2041254,0.01
Financial,2023-01-01,77.84,63.08,14.74,178.77,14140229,
Financial,2023-01-02,78.74,63.31,15.2,179.11,14192747,0.02
Financial,2023-01-03,78.85,63.13,15.56,179.12,11964425,0.01
Financial,2023-01-04,78.6,63.21,15.27,178.86,12698572,0.01
Financial,2023-01-05,78.17,62.46,15.58,177.58,10797562,0.01
Financial,2023-01-06,77.57,62.82,15.16,178.48,11118711,0.02
Financial,2023-01-07,77.44,62.18,15.19,176.92,14025034,0.01
Financial,2023-01-08,77.92,61.7,15.5,176.34,16699130,0.01
Financial,2023-01-09,77.26,61.0,15.51,175.07,11147999,0.01
Financial,2023-01-10,77.44,61.51,15.26,176.0,9842649,0.01
Financial,2023-01-11,77.51,61.4,15.23,176.16,9112865,0.01
Financial,2023-01-12,77.97,61.69,15.15,176.18,7610923,0.02
Financial,2023-01-13,78.62,61.14,14.94,175.63,7711214,0.03
Financial,2023-01-14,78.89,60.93,15.56,176.1,7826638,0.02
Financial,2023-01-15,79.36,60.98,15.33,175.7,8984733,0.02
Financial,2023-01-16,79.19,60.36,15.07,173.36,7960569,0.02
Financial,2023-01-17,78.33,57.66,14.84,166.53,6439075,0.03
Financial,2023-01-18,78.32,57.77,14.56,166.45,5409390,0.02
Financial,2023-01-19,79.04,58.02,14.22,166.0,5681407,0.03
Financial,2023-01-20,78.37,56.18,14.37,161.74,6525611,0.02
Financial,2023-01-21,78.05,55.27,13.94,158.56,6063722,0.02
Financial,2023-01-22,77.72,54.95,14.07,158.28,8702331,0.02
Financial,2023-01-23,78.49,55.04,13.84,159.07,7127926,0.03
Financial,2023-01-24,78.95,54.94,13.91,159.11,5976796,0.01
Financial,2023-01-25,79.21,54.34,14.45,158.15,5794252,0.02
Financial,2023-01-26,78.9,53.63,14.36,155.6,5430558,0.01
Financial,2023-01-27,79.95,53.53,14.33,154.95,4451264,0.02
Financial,2023-01-28,80.88,54.48,14.35,156.82,4404374,0.01
Financial,2023-01-29,81.14,54.53,14.56,155.8,2957966,0.02
Financial,2023-01-30,79.85,53.08,14.79,152.49,2904640,0.02
Financial,2023-01-31,80.68,54.28,14.85,157.04,3574073,0.02
Financial,2023-02-01,81.29,55.55,14.23,160.73,3619047,0.03
Financial,2023-02-02,81.14,55.32,14.23,159.38,3548568,0.01
Financial,2023-02-03,80.61,56.05,13.92,160.58,2419123,0.02
Financial,2023-02-04,79.77,55.34,14.2,159.55,2093243,0.02
Financial,2023-02-05,81.68,57.66,14.79,165.92,2546043,0.02
Financial,2023-02-06,80.62,57.27,14.28,165.36,2535171,0.02
Financial,2023-02-07,80.89,57.08,14.37,164.96,3090385,0.0
Financial,2023-02-08,80.76,57.57,14.83,167.59,2498384,0.03
Financial,2023-02-09,80.28,56.41,14.66,165.33,2713427,0.02
Financial,2023-02-10,79.86,56.35,14.12,164.5,2223430,0.02
Financial,2023-02-11,80.5,57.19,14.26,166.89,2987140,0.02
Financial,2023-02-12,80.95,56.76,13.73,164.41,3240122,0.03
Financial,2023-02-13,80.92,56.78,13.91,164.52,3822561,0.01
Financial,2023-02-14,81.06,56.48,14.06,163.87,2606277,0.02
Financial,2023-02-15,81.26,56.05,13.66,162.78,2325163,0.02
Financial,2023-02-16,80.43,54.23,13.8,158.21,1835873,0.02
Financial,2023-02-17,80.04,53.83,13.96,157.1,1957250,0.01
Financial,2023-02-18,78.94,53.54,13.18,155.64,1142708,0.02
Financial,2023-02-19,79.64,54.03,13.28,156.14,1582014,0.02
Financial,2023-02-20,80.27,54.93,13.37,158.59,774535,0.01
Financial,2023-02-21,80.32,54.99,12.89,157.76,816673,0.02
Financial,2023-02-22,79.96,54.54,13.11,157.39,812275,0.01
Financial,2023-02-23,80.5,55.13,12.97,158.51,868928,0.01
Financial,2023-02-24,81.43,55.46,13.3,159.71,1005556,0.01
Financial,2023-02-25,82.65,57.11,13.02,163.36,1127796,0.02
Financial,2023-02-26,84.7,58.1,12.93,165.6,1362936,0.02
Financial,2023-02-27,85.05,58.99,12.75,168.04,1386363,0.01
Financial,2023-02-28,85.35,59.42,12.92,170.16,1228179,0.02
Financial,2023-03-01,85.01,58.85,12.71,168.88,1109867,0.01
Financial,2023-03-02,84.98,59.0,13.01,168.88,1119990,0.02
Financial,2023-03-03,84.49,59.18,12.92,168.34,1436264,0.02
Financial,2023-03-04,84.69,59.72,12.94,170.13,1651121,0.02
Financial,2023-03-05,84.1,60.7,12.9,172.9,1748423,0.02
Financial,2023-03-06,84.56,59.98,13.51,170.45,2268082,0.03
Financial,2023-03-07,84.38,59.36,13.64,168.86,1836976,0.01
Financial,2023-03-08,84.98,59.85,13.9,169.53,1938614,0.02
Financial,2023-03-09,85.54,60.23,14.27,170.83,1571980,0.02
Financial,2023-03-10,85.02,59.29,14.72,168.41,1366031,0.02
Financial,2023-03-11,84.83,58.81,14.8,167.22,1208984,0.01
Financial,2023-03-12,85.59,59.9,14.43,169.26,1296377,0.02
Financial,2023-03-13,85.35,60.89,14.64,172.5,1372555,0.02
Financial,2023-03-14,85.01,61.19,14.53,173.89,1450287,0.01
Financial,2023-03-15,86.18,61.18,14.36,172.64,1466646,0.03
Financial,2023-03-16,86.71,61.41,14.89,173.29,1464325,0.02
Financial,2023-03-17,87.44,61.91,14.66,173.77,1647949,0.01
Financial,2023-03-18,88.0,62.51,14.49,174.32,1326252,0.02
Financial,2023-03-19,88.87,63.99,14.32,177.44,1186339,0.02
Financial,2023-03-20,89.38,65.0,13.95,180.2,1298691,0.02
Financial,2023-03-21,90.11,65.9,13.65,182.83,1271146,0.02
Financial,2023-03-22,89.87,66.5,13.56,183.87,1379511,0.01
Financial,2023-03-23,89.74,66.52,13.69,184.89,803188,0.01
Financial,2023-03-24,90.03,66.76,13.62,185.25,935690,0.01
Financial,2023-03-25,90.8,66.98,13.39,185.72,1228321,0.02
Financial,2023-03-26,90.35,66.4,13.56,183.17,1419688,0.02
Financial,2023-03-27,90.62,67.29,13.64,185.62,1661884,0.01
Financial,2023-03-28,90.13,67.3,13.98,186.12,1629314,0.02
Financial,2023-03-29,89.56,67.57,13.85,187.49,1186174,0.02
Financial,2023-03-30,90.14,68.58,14.11,189.81,1152518,0.02
Financial,2023-03-31,89.79,68.01,13.85,188.95,1018023,0.02
Financial,2023-04-01,89.21,67.62,13.84,187.71,920980,0.01
Financial,2023-04-02,89.25,67.43,13.86,186.59,778032,0.01
Financial,2023-04-03,89.52,68.53,13.7,189.41,821552,0.01
Financial,2023-04-04,89.59,68.62,13.77,189.2,560031,0.02
Financial,2023-04-05,89.92,68.54,13.6,188.31,618967,0.02
Financial,2023-04-06,90.45,69.04,13.87,189.66,705140,0.01
Financial,2023-04-07,90.3,68.67,14.29,188.37,667017,0.02
Financial,2023-04-08,89.49,68.47,13.84,187.77,609046,0.03
Financial,2023-04-09,90.48,69.41,13.0,189.14,669743,0.03
Financial,2023-04-10,91.45,71.47,12.7,194.53,860388,0.02
Financial,2023-04-11,91.85,71.82,12.62,194.66,818723,0.01
Financial,2023-04-12,91.71,70.36,12.61,190.93,865286,0.02
Financial,2023-04-13,91.14,69.53,12.51,189.67,867084,0.03
Financial,2023-04-14,90.96,68.43,12.58,185.54,1096739,0.02
Financial,2023-04-15,89.74,67.23,12.67,183.17,982259,0.01
Financial,2023-04-16,89.81,66.73,12.51,182.07,902970,0.02
Financial,2023-04-17,90.31,66.09,12.51,180.4,1030545,0.02
Financial,2023-04-18,90.78,65.32,12.85,177.72,1099134,0.02
Financial,2023-04-19,91.21,66.17,12.72,179.22,1495498,0.02
Financial,2023-04-20,91.22,66.36,12.59,180.34,1415752,0.01
Financial,2023-04-21,90.13,66.06,12.77,179.63,1471978,0.03
Financial,2023-04-22,89.95,65.97,12.86,178.97,1873580,0.01
Financial,2023-04-23,90.55,66.68,12.25,179.53,1974881,0.03
Financial,2023-04-24,91.42,67.16,12.09,178.94,2337438,0.03
Financial,2023-04-25,91.6,67.45,12.2,178.67,2222237,0.02
Financial,2023-04-26,92.07,68.84,12.48,183.43,2252811,0.02
Financial,2023-04-27,91.47,68.19,12.72,181.89,2137360,0.02
Financial,2023-04-28,92.01,69.66,12.83,187.46,1508580,0.02
Financial,2023-04-29,91.19,70.7,12.45,190.91,1583176,0.02
Financial,2023-04-30,91.76,72.51,12.49,196.57,1270040,0.02
Financial,2023-05-01,92.17,73.34,12.53,198.97,1266090,0.01
Financial,2023-05-02,92.0,73.52,11.99,198.95,1180252,0.02
Financial,2023-05-03,92.56,73.42,12.22,198.55,1101137,0.01
Financial,2023-05-04,92.99,73.86,12.32,199.53,1143525,0.01
Financial,2023-05-05,93.45,75.33,11.89,203.24,949280,0.02
Financial,2023-05-06,93.7,75.81,12.37,204.59,919559,0.02
Financial,2023-05-07,92.75,76.62,12.26,207.5,1176576,0.02
Financial,2023-05-08,92.96,77.03,12.26,208.13,1085380,0.01
Financial,2023-05-09,93.46,78.34,12.29,211.95,997619,0.02
Financial,2023-05-10,93.62,78.51,12.49,212.74,1155857,0.01
Financial,2023-05-11,92.32,76.55,12.62,207.42,997970,0.01
Financial,2023-05-12,92.88,77.91,12.19,211.18,1240275,0.02
Financial,2023-05-13,92.1,78.04,12.5,212.6,1123589,0.03
Financial,2023-05-14,90.43,77.34,12.13,210.46,1317472,0.01
Financial,2023-05-15,91.67,79.08,11.73,214.48,1202952,0.02
Financial,2023-05-16,91.64,79.08,11.59,214.84,1139490,0.02
Financial,2023-05-17,91.36,80.0,11.68,217.12,1023398,0.01
Financial,2023-05-18,91.08,80.23,11.7,216.98,1425362,0.02
Financial,2023-05-19,90.31,78.5,11.51,212.89,1766942,0.02
Financial,2023-05-20,90.0,77.21,11.84,209.61,2247680,0.02
Financial,2023-05-21,88.5,75.14,11.77,204.53,1481743,0.01
Financial,2023-05-22,89.42,75.29,11.68,204.67,1588612,0.02
Financial,2023-05-23,89.67,74.44,11.48,202.06,1536206,0.02
Financial,2023-05-24,88.81,73.51,11.41,199.76,1526343,0.01
Financial,2023-05-25,89.98,75.26,11.75,204.54,1498576,0.01
Financial,2023-05-26,90.0,75.87,12.3,207.54,1592074,0.03
Financial,2023-05-27,90.77,76.89,12.34,210.42,1342872,0.01
Financial,2023-05-28,90.82,76.65,12.44,209.76,1296616,0.02
Financial,2023-05-29,90.75,76.11,12.15,208.42,1379039,0.02
Financial,2023-05-30,92.14,77.42,12.41,212.24,1053221,0.01
Financial,2023-05-31,92.27,76.77,12.65,211.06,1018702,0.01
Financial,2023-06-01,92.3,76.48,12.42,209.58,1049347,0.02
Financial,2023-06-02,92.11,76.87,12.68,210.76,1168037,0.01
Financial,2023-06-03,91.79,77.39,12.77,212.39,1045841,0.01
Financial,2023-06-04,90.26,75.76,12.45,208.26,1325453,0.01
Financial,2023-06-05,90.54,76.37,12.32,209.65,1470591,0.01
Financial,2023-06-06,90.49,75.92,12.22,207.85,2008605,0.02
Financial,2023-06-07,90.31,76.93,12.19,210.76,2066293,0.02
Financial,2023-06-08,90.8,79.07,12.11,215.93,1390320,0.02
Financial,2023-06-09,92.15,80.2,12.48,218.99,1535952,0.01
Financial,2023-06-10,91.68,80.92,12.66,220.64,1699870,0.02
Financial,2023-06-11,91.8,81.77,12.63,221.73,1559285,0.02
Financial,2023-06-12,90.89,80.76,12.68,219.59,1301637,0.01
Financial,2023-06-13,90.43,80.45,12.16,219.14,1147540,0.03
Financial,2023-06-14,90.75,80.22,12.51,218.3,1344910,0.02
Financial,2023-06-15,91.33,81.63,12.74,222.17,1088734,0.02
Financial,2023-06-16,90.66,82.43,12.29,223.69,1056258,0.03
Financial,2023-06-17,89.84,82.02,12.05,222.46,1155940,0.01
Financial,2023-06-18,88.64,80.98,12.31,219.82,1513003,0.03
Financial,2023-06-19,88.83,82.14,12.44,222.4,1561059,0.02
Financial,2023-06-20,88.27,81.11,13.27,220.45,1707051,0.03
Financial,2023-06-21,88.73,80.83,13.51,219.66,1710742,0.02
Financial,2023-06-22,87.94,79.53,13.47,216.54,1658886,0.01
Financial,2023-06-23,88.15,79.47,13.81,216.6,1844813,0.01
Financial,2023-06-24,87.9,79.44,13.94,216.43,1966314,0.01
Financial,2023-06-25,87.45,80.52,13.71,218.8,2006310,0.01
Financial,2023-06-26,87.48,81.06,13.2,220.01,1215929,0.02
Financial,2023-06-27,87.38,81.38,13.67,220.91,1131077,0.02
Financial,2023-06-28,87.44,82.0,14.14,222.74,973981,0.02
Financial,2023-06-29,87.14,81.13,14.07,220.37,1016097,0.01
Financial,2023-06-30,87.13,80.46,14.12,218.9,1004387,0.01
Financial,2023-07-01,87.53,80.46,13.84,219.26,1231241,0.03
Financial,2023-07-02,87.15,81.01,13.59,220.46,1531959,0.02
Financial,2023-07-03,87.34,80.9,13.74,220.75,1782067,0.02
Financial,2023-07-04,86.56,79.15,13.92,216.25,2268897,0.02
Financial,2023-07-05,86.36,79.37,13.1,216.18,2606661,0.03
Financial,2023-07-06,85.96,79.32,13.15,215.8,2589507,0.02
Financial,2023-07-07,85.76,79.26,13.44,215.93,1965834,0.01
Financial,2023-07-08,84.63,77.5,13.1,211.05,1538832,0.02
Financial,2023-07-09,84.81,78.25,12.84,212.62,1731325,0.01
Financial,2023-07-10,85.24,79.66,12.99,216.05,1945475,0.01
Financial,2023-07-11,84.88,77.78,12.86,212.45,1932015,0.03
Financial,2023-07-12,84.58,77.38,13.35,211.67,2092373,0.02
Financial,2023-07-13,85.23,77.45,13.58,211.57,1342871,0.02
Financial,2023-07-14,84.11,75.45,14.18,207.02,1391516,0.03
Financial,2023-07-15,84.0,74.08,14.25,204.3,1542425,0.02
Financial,2023-07-16,84.2,73.45,14.31,202.79,1596532,0.01
Financial,2023-07-17,84.69,75.02,14.36,206.8,1756091,0.02
Financial,2023-07-18,83.72,73.58,14.64,203.05,2380814,0.02
Financial,2023-07-19,84.21,75.26,14.29,206.99,2873726,0.02
Financial,2023-07-20,85.43,76.49,14.57,210.38,2261893,0.03
Financial,2023-07-21,84.73,74.74,14.63,205.77,1935041,0.02
Financial,2023-07-22,85.1,76.54,14.82,210.15,1713079,0.02
Financial,2023-07-23,84.55,76.41,14.7,210.25,1296829,0.02
Financial,2023-07-24,83.69,75.96,14.79,209.06,877129,0.01
Financial,2023-07-25,83.66,76.05,15.14,209.35,986325,0.02
Financial,2023-07-26,83.47,74.56,14.77,205.88,1276348,0.02
Financial,2023-07-27,83.89,75.68,14.75,208.63,1293824,0.02
Financial,2023-07-28,83.46,74.94,14.84,206.71,1294524,0.01
Financial,2023-07-29,83.06,74.78,14.57,206.11,1789306,0.01
Financial,2023-07-30,84.04,75.12,15.17,207.81,1602665,0.02
Financial,2023-07-31,84.32,76.12,15.19,210.13,1524382,0.01
Financial,2023-08-01,85.1,76.1,15.53,210.54,1979857,0.01
Financial,2023-08-02,84.46,75.66,15.5,209.27,1707643,0.01
Financial,2023-08-03,83.3,76.51,15.2,211.19,1664553,0.03
Financial,2023-08-04,82.75,75.4,15.11,208.46,1981015,0.02
Financial,2023-08-05,82.93,77.28,15.13,212.77,1683520,0.02
Financial,2023-08-06,83.26,76.65,14.56,210.79,1263055,0.03
Financial,2023-08-07,82.58,76.01,14.59,209.5,1243350,0.02
Financial,2023-08-08,83.22,76.61,14.22,210.69,1605981,0.02
Financial,2023-08-09,82.22,75.42,14.04,207.15,1649437,0.02
Financial,2023-08-10,81.75,75.34,13.92,207.19,1517666,0.02
Financial,2023-08-11,83.41,77.37,13.67,211.96,1535186,0.02
Financial,2023-08-12,83.93,78.28,13.88,213.59,1230580,0.03
Financial,2023-08-13,83.59,79.16,13.77,215.66,1139461,0.02
Financial,2023-08-14,83.58,79.55,13.28,215.96,1252283,0.02
Financial,2023-08-15,84.26,80.78,12.75,218.74,1577979,0.02
Financial,2023-08-16,82.72,78.32,12.75,212.86,1216218,0.01
Financial,2023-08-17,83.18,78.83,12.95,214.16,1332494,0.01
Financial,2023-08-18,83.9,80.12,13.22,217.43,1308760,0.01
Financial,2023-08-19,84.29,79.58,13.44,216.07,1522787,0.02
Financial,2023-08-20,83.78,79.38,13.4,215.56,1722693,0.01
Financial,2023-08-21,83.11,79.11,13.56,214.66,1887008,0.01
Financial,2023-08-22,82.81,79.7,13.46,215.85,1946622,0.01
Financial,2023-08-23,82.53,80.59,13.23,217.57,1489798,0.02
Financial,2023-08-24,82.28,80.57,12.83,217.23,1542151,0.01
Financial,2023-08-25,82.06,80.53,12.91,217.17,1451150,0.01
Financial,2023-08-26,82.15,81.02,13.15,218.15,1245997,0.01
Financial,2023-08-27,83.2,82.89,13.66,222.65,1352143,0.02
Financial,2023-08-28,83.59,83.41,13.96,223.85,1700436,0.02
Financial,2023-08-29,83.79,83.22,13.48,223.0,1615181,0.02
Financial,2023-08-30,83.44,83.03,13.71,222.6,2242236,0.02
Financial,2023-08-31,83.33,83.33,13.98,223.51,2154051,0.01
Financial,2023-09-01,83.2,83.36,14.11,223.84,2632966,0.01
Financial,2023-09-02,82.81,83.24,13.92,223.06,2275762,0.01
Financial,2023-09-03,83.59,83.36,13.75,223.28,2280409,0.02
Financial,2023-09-04,83.14,83.4,12.93,223.07,2209013,0.03
Financial,2023-09-05,82.78,83.38,12.81,222.7,2496652,0.01
Financial,2023-09-06,82.26,82.9,12.72,221.85,2086499,0.02
Financial,2023-09-07,81.65,82.1,12.63,219.53,2173846,0.01
Financial,2023-09-08,81.26,81.56,12.55,218.62,2553840,0.02
Financial,2023-09-09,81.26,81.08,12.91,217.86,1393822,0.01
Healthcare,2023-01-01,78.82,67.21,24.15,239.4,29926642,
Healthcare,2023-01-02,79.33,68.15,23.38,242.67,29780574,0.02
Healthcare,2023-01-03,79.72,68.96,23.81,245.9,27860689,0.01
Healthcare,2023-01-04,79.86,68.94,24.54,245.82,22806968,0.02
Healthcare,2023-01-05,80.53,70.31,24.77,251.96,22459460,0.02
Healthcare,2023-01-06,80.15,70.6,24.65,251.91,22330208,0.02
Healthcare,2023-01-07,79.81,69.44,24.14,247.25,24522857,0.02
Healthcare,2023-01-08,80.75,70.36,25.01,250.04,23743581,0.02
Healthcare,2023-01-09,80.74,70.71,25.31,252.32,20917933,0.02
Healthcare,2023-01-10,79.87,69.67,25.47,249.17,21605978,0.02
Healthcare,2023-01-11,79.71,69.82,25.79,248.52,21517974,0.02
Healthcare,2023-01-12,79.68,69.32,26.7,246.42,20107478,0.02
Healthcare,2023-01-13,80.77,70.56,28.41,252.03,20386821,0.02
Healthcare,2023-01-14,81.3,71.12,28.51,253.74,18810584,0.02
Healthcare,2023-01-15,81.11,71.19,28.27,254.62,18388836,0.02
Healthcare,2023-01-16,80.34,69.55,28.68,248.7,19475949,0.02
Healthcare,2023-01-17,79.59,69.21,28.41,247.22,16660597,0.02
Healthcare,2023-01-18,78.99,69.03,27.27,245.05,16593225,0.02
Healthcare,2023-01-19,79.7,70.89,27.49,252.37,18089890,0.01
Healthcare,2023-01-20,79.6,70.18,27.08,249.52,17536111,0.02
Healthcare,2023-01-21,79.42,69.24,27.02,245.99,21222145,0.02
Healthcare,2023-01-22,79.28,68.76,26.06,243.74,27294369,0.02
Healthcare,2023-01-23,79.32,68.71,26.62,245.09,32087492,0.02
Healthcare,2023-01-24,79.68,69.22,27.03,248.0,34151368,0.01
Healthcare,2023-01-25,79.39,68.77,26.56,246.08,33616792,0.02
Healthcare,2023-01-26,79.38,68.25,27.16,244.88,42215359,0.02
Healthcare,2023-01-27,78.76,66.81,26.78,238.29,40639859,0.01
Healthcare,2023-01-28,78.95,66.67,27.55,238.18,41582392,0.02
Healthcare,2023-01-29,79.36,66.89,27.81,238.63,39241029,0.0
Healthcare,2023-01-30,79.1,66.83,27.09,238.29,42718442,0.02
Healthcare,2023-01-31,79.12,67.19,26.93,239.73,53285794,0.01
Healthcare,2023-02-01,80.05,68.62,27.42,244.97,59965566,0.01
Healthcare,2023-02-02,79.68,68.07,27.81,243.64,55859215,0.02
