user_id,signup_date,location,device_type,account_age_days,trust_score
USER11020,2023-12-18,City 1,Desktop,165,74.63
USER11021,2023-02-17,City 2,Desktop,5,56.15
USER11022,2022-10-06,City 3,Mobile,379,53.87
USER11023,2023-05-28,City 4,Tablet,78,92.47
USER11024,2023-07-07,City 5,Desktop,410,91.08
USER11025,2023-05-21,City 6,Mobile,574,65.01
USER11026,2023-03-25,City 7,Tablet,132,74.74
USER11027,2022-03-24,City 8,Tablet,601,59.33
USER11028,2023-09-05,City 9,Mobile,42,65.16
USER11029,2022-02-10,City 10,Desktop,89,49.43
USER11030,2023-03-19,City 11,Tablet,402,25.23
USER11031,2022-11-27,City 12,Mobile,296,60.05
USER11032,2023-09-11,City 13,Mobile,295,61.73
USER11033,2022-09-14,City 14,Tablet,616,84.88
USER11034,2022-01-27,City 15,Mobile,526,90.85
USER11035,2022-04-04,City 16,Desktop,691,88.84
USER11036,2022-08-23,City 17,Mobile,637,69.76
USER11037,2023-11-22,City 18,Mobile,422,59.78
USER11038,2023-08-13,City 19,Mobile,23,73.48
USER11039,2023-08-25,City 20,Mobile,575,85.09
USER11040,2022-01-22,City 1,Tablet,143,79.1
USER11041,2023-11-20,City 2,Desktop,665,68.8
USER11042,2022-10-03,City 3,Mobile,145,89.98
USER11043,2023-08-14,City 4,Mobile,225,60.36
USER11044,2022-02-11,City 5,Mobile,503,87.39
USER11045,2022-06-29,City 6,Mobile,616,36.68
USER11046,2023-04-27,City 7,Tablet,104,25.06
USER11047,2023-06-16,City 8,Tablet,39,71.16
USER11048,2023-10-30,City 9,Desktop,198,83.62
USER11049,2023-03-29,City 10,Tablet,646,92.76
USER11050,2022-10-12,City 11,Mobile,579,50.14
USER11051,2022-07-05,City 12,Tablet,391,64.87
USER11052,2023-08-23,City 13,Mobile,179,75.79
USER11053,2023-03-23,City 14,Desktop,554,61.45
USER11054,2023-10-13,City 15,Desktop,448,89.82
USER11055,2023-05-19,City 16,Tablet,500,76.34
USER11056,2022-04-04,City 17,Desktop,15,51.96
USER11057,2023-04-27,City 18,Desktop,623,94.35
USER11058,2022-12-23,City 19,Tablet,669,91.17
USER11059,2023-02-23,City 20,Desktop,289,47.84
USER11060,2022-12-08,City 1,Desktop,478,81.24
USER11061,2022-11-25,City 2,Mobile,231,73.93
USER11062,2023-11-18,City 3,Tablet,420,82.52
USER11063,2022-04-18,City 4,Desktop,157,72.0
USER11064,2022-06-14,City 5,Desktop,550,95.12
USER11065,2022-12-04,City 6,Mobile,441,65.5
USER11066,2023-02-26,City 7,Tablet,97,86.51
USER11067,2023-12-12,City 8,Mobile,411,67.87
USER11068,2023-05-23,City 9,Mobile,289,73.48
USER11069,2022-10-23,City 10,Tablet,254,84.48
USER11070,2023-11-10,City 11,Desktop,196,76.06
USER11071,2023-02-15,City 12,Desktop,598,72.79
USER11072,2023-07-18,City 13,Tablet,522,56.94
USER11073,2022-02-07,City 14,Mobile,517,87.09
USER11074,2023-04-11,City 15,Tablet,635,70.51
USER11075,2022-04-01,City 16,Desktop,118,60.59
USER11076,2022-11-19,City 17,Desktop,159,31.19
USER11077,2022-09-16,City 18,Tablet,228,83.58
USER11078,2022-11-28,City 19,Mobile,216,75.99
USER11079,2022-04-29,City 20,Desktop,696,63.88
USER11080,2023-02-18,City 1,Mobile,15,60.68
USER11081,2023-06-11,City 2,Tablet,157,71.96
USER11082,2022-01-02,City 3,Tablet,648,66.8
USER11083,2023-11-05,City 4,Desktop,261,71.49
USER11084,2023-07-10,City 5,Desktop,157,92.49
USER11085,2023-04-19,City 6,Tablet,47,73.26
USER11086,2023-02-28,City 7,Mobile,324,50.87
USER11087,2022-02-25,City 8,Mobile,685,63.4
USER11088,2022-07-12,City 9,Tablet,130,93.9
USER11089,2023-06-15,City 10,Mobile,411,82.75
USER11090,2023-01-06,City 11,Desktop,95,65.32
USER11091,2023-09-30,City 12,Tablet,627,42.61
USER11092,2023-05-26,City 13,Mobile,292,72.59
USER11093,2023-10-03,City 14,Desktop,283,80.92
USER11094,2023-03-29,City 15,Desktop,69,84.88
USER11095,2022-02-22,City 16,Tablet,660,89.23
USER11096,2022-07-28,City 17,Desktop,11,85.48
USER11097,2022-10-01,City 18,Mobile,254,78.47
USER11098,2023-07-17,City 19,Tablet,550,50.37
USER11099,2022-05-15,City 20,Desktop,134,59.34
USER11100,2022-10-22,City 1,Mobile,712,70.46
USER11101,2023-03-25,City 2,Desktop,23,53.49
USER11102,2023-12-17,City 3,Desktop,346,73.89
USER11103,2023-05-12,City 4,Tablet,302,92.28
USER11104,2022-05-05,City 5,Desktop,363,51.44
USER11105,2022-01-30,City 6,Desktop,396,93.72
USER11106,2023-10-08,City 7,Mobile,218,62.8
USER11107,2023-09-16,City 8,Desktop,141,57.99
USER11108,2022-09-03,City 9,Desktop,616,89.74
USER11109,2023-12-28,City 10,Mobile,210,92.84
USER11110,2022-06-12,City 11,Desktop,623,90.43
USER11111,2022-11-15,City 12,Tablet,616,82.56
USER11112,2023-07-19,City 13,Desktop,683,56.51
USER11113,2022-01-15,City 14,Desktop,460,40.44
USER11114,2023-07-20,City 15,Desktop,356,96.19
USER11115,2023-02-22,City 16,Desktop,324,62.31
USER11116,2022-04-06,City 17,Desktop,133,65.08
USER11117,2022-08-19,City 18,Mobile,127,85.0
USER11118,2022-04-27,City 19,Tablet,106,69.02
USER11119,2023-04-18,City 20,Mobile,604,61.37
USER11120,2022-05-01,City 1,Tablet,378,35.81
USER11121,2023-10-26,City 2,Tablet,51,77.11
USER11122,2022-06-07,City 3,Mobile,29,65.12
USER11123,2023-05-26,City 4,Mobile,462,81.2
USER11124,2022-10-26,City 5,Tablet,296,79.53
USER11125,2023-06-06,City 6,Desktop,297,69.76
USER11126,2023-12-24,City 7,Mobile,726,71.76
USER11127,2022-10-07,City 8,Tablet,407,90.16
USER11128,2023-03-02,City 9,Desktop,613,77.66
USER11129,2023-05-10,City 10,Desktop,405,63.92
USER11130,2023-04-29,City 11,Mobile,346,79.45
USER11131,2022-09-07,City 12,Mobile,622,81.78
USER11132,2023-04-13,City 13,Tablet,420,79.55
USER11133,2023-07-19,City 14,Mobile,182,51.72
USER11134,2022-05-29,City 15,Desktop,1,71.04
USER11135,2023-01-28,City 16,Mobile,567,82.58
USER11136,2022-07-15,City 17,Mobile,371,35.31
USER11137,2023-09-06,City 18,Desktop,661,17.32
USER11138,2023-06-05,City 19,Desktop,431,47.82
USER11139,2022-05-20,City 20,Mobile,309,48.81
USER11140,2022-03-13,City 1,Tablet,137,88.65
USER11141,2022-10-10,City 2,Tablet,202,80.33
USER11142,2023-03-01,City 3,Tablet,436,47.53
USER11143,2022-12-15,City 4,Tablet,313,40.49
USER11144,2023-06-04,City 5,Desktop,117,86.66
USER11145,2022-10-01,City 6,Desktop,666,59.29
USER11146,2022-01-03,City 7,Desktop,575,41.38
USER11147,2022-10-17,City 8,Desktop,244,48.17
USER11148,2022-11-02,City 9,Tablet,537,75.46
USER11149,2023-08-25,City 10,Tablet,602,65.64
USER11150,2023-08-17,City 11,Mobile,75,74.98
USER11151,2023-11-07,City 12,Desktop,386,86.08
USER11152,2023-05-17,City 13,Mobile,210,71.44
USER11153,2022-06-02,City 14,Tablet,475,90.61
USER11154,2023-04-03,City 15,Mobile,418,50.97
USER11155,2023-07-06,City 16,Mobile,347,56.92
USER11156,2023-05-11,City 17,Mobile,529,82.68
USER11157,2022-12-20,City 18,Desktop,640,61.76
USER11158,2022-12-07,City 19,Desktop,179,82.54
USER11159,2023-07-20,City 20,Tablet,182,67.64
USER11160,2023-07-11,City 1,Mobile,664,96.32
USER11161,2023-01-22,City 2,Desktop,25,76.75
USER11162,2023-04-12,City 3,Tablet,180,82.81
USER11163,2022-11-26,City 4,Desktop,710,79.89
USER11164,2022-07-13,City 5,Desktop,501,82.82
USER11165,2023-12-16,City 6,Desktop,161,75.92
USER11166,2022-09-02,City 7,Desktop,177,75.81
USER11167,2023-08-09,City 8,Tablet,285,52.93
USER11168,2023-01-28,City 9,Tablet,63,61.89
USER11169,2022-08-28,City 10,Desktop,662,48.59
USER11170,2023-02-25,City 11,Desktop,666,50.46
USER11171,2022-02-14,City 12,Mobile,156,92.38
USER11172,2022-11-22,City 13,Desktop,469,66.54
USER11173,2023-04-30,City 14,Mobile,49,93.9
USER11174,2023-12-24,City 15,Desktop,84,68.92
USER11175,2023-01-26,City 16,Tablet,361,49.36
USER11176,2023-01-31,City 17,Tablet,689,58.4
USER11177,2023-11-11,City 18,Mobile,148,77.66
USER11178,2023-10-30,City 19,Tablet,630,44.93
USER11179,2022-06-05,City 20,Tablet,342,71.9
USER11180,2023-05-23,City 1,Tablet,476,59.65
USER11181,2022-02-07,City 2,Tablet,63,48.49
USER11182,2022-05-10,City 3,Tablet,701,76.63
USER11183,2023-05-30,City 4,Mobile,360,48.43
USER11184,2023-08-28,City 5,Desktop,561,74.33
USER11185,2022-12-06,City 6,Desktop,327,67.18
USER11186,2022-04-13,City 7,Desktop,141,60.98
USER11187,2023-03-27,City 8,Tablet,215,78.17
USER11188,2022-04-13,City 9,Tablet,435,92.58
USER11189,2023-06-23,City 10,Desktop,723,62.21
USER11190,2023-04-13,City 11,Tablet,318,50.04
USER11191,2022-01-16,City 12,Desktop,32,77.93
USER11192,2022-05-28,City 13,Mobile,670,33.04
USER11193,2023-02-24,City 14,Desktop,285,87.17
USER11194,2023-11-02,City 15,Tablet,305,41.71
USER11195,2022-06-08,City 16,Desktop,429,72.51
USER11196,2022-03-18,City 17,Desktop,477,86.61
USER11197,2023-04-26,City 18,Tablet,286,95.42
USER11198,2022-09-29,City 19,Mobile,144,68.73
USER11199,2022-12-13,City 20,Mobile,424,78.52
USER11200,2023-10-01,City 1,Tablet,19,94.62
USER11201,2023-12-11,City 2,Desktop,18,66.86
USER11202,2023-02-12,City 3,Desktop,590,69.78
USER11203,2023-10-28,City 4,Tablet,371,45.31
USER11204,2022-03-24,City 5,Tablet,175,70.83
USER11205,2022-12-03,City 6,Tablet,194,77.76
USER11206,2023-11-22,City 7,Desktop,502,83.05
USER11207,2023-07-01,City 8,Mobile,113,75.56
USER11208,2023-01-25,City 9,Mobile,114,49.51
USER11209,2022-11-21,City 10,Mobile,222,72.74
USER11210,2023-10-04,City 11,Desktop,678,55.18
USER11211,2023-05-15,City 12,Mobile,644,48.23
USER11212,2023-07-09,City 13,Desktop,264,68.19
USER11213,2022-02-06,City 14,Desktop,55,82.41
USER11214,2023-09-25,City 15,Tablet,643,78.63
USER11215,2022-03-12,City 16,Desktop,458,80.38
USER11216,2022-08-29,City 17,Tablet,162,32.95
USER11217,2023-10-09,City 18,Desktop,380,69.86
USER11218,2023-12-02,City 19,Tablet,87,62.17
USER11219,2022-10-22,City 20,Tablet,55,83.92
USER11220,2022-08-21,City 1,Desktop,476,73.58
USER11221,2022-04-03,City 2,Desktop,178,37.66
USER11222,2023-03-21,City 3,Desktop,391,70.17
USER11223,2022-04-11,City 4,Desktop,349,86.32
USER11224,2023-10-11,City 5,Tablet,8,65.8
USER11225,2023-12-22,City 6,Tablet,313,38.11
USER11226,2022-04-13,City 7,Tablet,443,47.94
USER11227,2023-03-31,City 8,Desktop,328,66.22
USER11228,2022-06-20,City 9,Desktop,54,57.78
USER11229,2023-12-12,City 10,Mobile,239,74.46
USER11230,2022-11-03,City 11,Mobile,229,80.56
USER11231,2022-01-30,City 12,Mobile,579,38.3
USER11232,2022-02-17,City 13,Mobile,51,61.35
USER11233,2022-11-29,City 14,Tablet,609,86.65
USER11234,2022-02-27,City 15,Mobile,604,20.09
USER11235,2022-10-28,City 16,Tablet,264,80.75
USER11236,2023-01-03,City 17,Desktop,418,62.68
USER11237,2023-01-19,City 18,Tablet,96,86.09
USER11238,2023-03-18,City 19,Tablet,88,60.26
USER11239,2022-05-30,City 20,Tablet,78,80.85
USER11240,2022-09-08,City 1,Mobile,288,90.79
USER11241,2023-06-28,City 2,Mobile,120,68.67
USER11242,2023-02-26,City 3,Mobile,491,79.26
USER11243,2023-08-03,City 4,Desktop,452,72.42
USER11244,2023-11-30,City 5,Mobile,500,77.11
USER11245,2022-07-04,City 6,Mobile,165,72.39
USER11246,2022-06-24,City 7,Mobile,182,63.04
USER11247,2022-06-29,City 8,Desktop,469,67.73
USER11248,2022-03-22,City 9,Tablet,7,65.51
USER11249,2023-09-17,City 10,Mobile,330,94.32
USER11250,2023-01-27,City 11,Mobile,673,86.31
USER11251,2023-09-27,City 12,Desktop,151,80.72
USER11252,2023-12-01,City 13,Tablet,85,72.88
USER11253,2022-09-04,City 14,Mobile,147,89.91
USER11254,2023-05-25,City 15,Mobile,624,51.98
USER11255,2023-08-21,City 16,Desktop,381,90.84
USER11256,2022-05-27,City 17,Tablet,548,66.42
USER11257,2022-08-26,City 18,Mobile,285,80.63
USER11258,2023-04-18,City 19,Mobile,700,65.58
USER11259,2023-10-16,City 20,Tablet,82,49.81
USER11260,2022-09-18,City 1,Desktop,514,82.61
USER11261,2023-04-16,City 2,Desktop,709,98.69
USER11262,2022-09-19,City 3,Mobile,523,74.07
USER11263,2023-11-14,City 4,Mobile,386,94.41
USER11264,2022-01-10,City 5,Tablet,707,74.81
USER11265,2023-04-22,City 6,Desktop,471,92.3
USER11266,2022-10-22,City 7,Desktop,119,80.53
USER11267,2023-11-25,City 8,Tablet,396,82.74
USER11268,2023-07-14,City 9,Mobile,532,66.56
USER11269,2022-06-11,City 10,Mobile,261,38.57
USER11270,2022-03-17,City 11,Tablet,256,57.96
USER11271,2023-03-29,City 12,Mobile,226,77.82
USER11272,2022-12-20,City 13,Mobile,53,60.31
USER11273,2023-08-25,City 14,Mobile,500,65.15
USER11274,2022-11-03,City 15,Tablet,506,97.21
USER11275,2023-10-17,City 16,Desktop,364,81.91
USER11276,2023-03-11,City 17,Desktop,280,76.38
USER11277,2023-12-08,City 18,Desktop,593,70.54
USER11278,2022-09-14,City 19,Desktop,714,72.98
USER11279,2023-04-13,City 20,Tablet,158,42.38
USER11280,2022-11-06,City 1,Desktop,632,88.35
USER11281,2022-07-23,City 2,Tablet,59,71.75
USER11282,2023-01-29,City 3,Desktop,727,57.43
USER11283,2023-05-10,City 4,Mobile,128,60.03
USER11284,2022-04-20,City 5,Tablet,721,65.92
USER11285,2022-08-31,City 6,Tablet,115,95.0
USER11286,2023-01-26,City 7,Mobile,209,74.31
USER11287,2023-08-09,City 8,Tablet,526,87.61
USER11288,2023-01-03,City 9,Tablet,521,77.13
USER11289,2023-08-12,City 10,Desktop,552,72.07
USER11290,2022-10-30,City 11,Tablet,237,86.4
USER11291,2023-12-18,City 12,Tablet,281,76.74
USER11292,2022-10-30,City 13,Tablet,359,85.49
USER11293,2022-01-23,City 14,Tablet,201,46.4
USER11294,2023-11-06,City 15,Desktop,278,68.72
USER11295,2023-02-10,City 16,Tablet,235,37.05
USER11296,2022-10-09,City 17,Tablet,494,65.96
USER11297,2022-01-09,City 18,Tablet,4,85.27
USER11298,2023-08-03,City 19,Tablet,666,61.24
USER11299,2023-12-04,City 20,Desktop,442,88.51
USER11300,2022-02-20,City 1,Desktop,29,73.44
USER11301,2023-09-13,City 2,Desktop,109,81.73
USER11302,2023-05-24,City 3,Tablet,610,25.24
USER11303,2022-10-21,City 4,Mobile,727,77.48
USER11304,2022-08-24,City 5,Mobile,75,49.94
USER11305,2023-09-14,City 6,Desktop,146,90.78
USER11306,2022-12-27,City 7,Desktop,128,65.75
USER11307,2022-08-13,City 8,Desktop,42,84.42
USER11308,2023-10-14,City 9,Desktop,356,74.01
USER11309,2022-07-14,City 10,Desktop,41,52.7
USER11310,2023-09-28,City 11,Mobile,34,64.56
USER11311,2022-09-14,City 12,Desktop,17,40.39
USER11312,2023-11-26,City 13,Mobile,677,61.48
USER11313,2023-11-07,City 14,Mobile,153,71.45
USER11314,2023-11-29,City 15,Tablet,378,92.06
USER11315,2022-05-21,City 16,Mobile,588,75.77
USER11316,2023-10-06,City 17,Desktop,599,61.44
USER11317,2022-04-10,City 18,Desktop,629,70.67
USER11318,2023-10-05,City 19,Desktop,342,62.27
USER11319,2023-10-24,City 20,Tablet,27,58.62
USER11320,2022-02-10,City 1,Mobile,287,68.62
USER11321,2022-11-13,City 2,Tablet,646,66.42
USER11322,2023-03-28,City 3,Desktop,168,84.86
USER11323,2022-02-04,City 4,Desktop,610,72.48
USER11324,2023-08-17,City 5,Desktop,268,30.25
USER11325,2023-01-09,City 6,Mobile,455,69.2
USER11326,2022-05-15,City 7,Desktop,685,69.11
USER11327,2022-04-03,City 8,Desktop,401,57.47
USER11328,2022-10-30,City 9,Tablet,476,78.27
USER11329,2022-12-01,City 10,Mobile,702,57.94
USER11330,2023-03-02,City 11,Mobile,634,22.22
USER11331,2022-06-29,City 12,Tablet,558,74.06
USER11332,2022-07-25,City 13,Desktop,576,58.6
USER11333,2022-05-16,City 14,Mobile,130,28.71
USER11334,2023-07-07,City 15,Desktop,363,23.54
USER11335,2023-01-10,City 16,Tablet,705,89.03
USER11336,2023-06-28,City 17,Desktop,693,95.87
USER11337,2023-05-29,City 18,Desktop,292,71.81
USER11338,2022-10-07,City 19,Mobile,371,73.88
USER11339,2022-06-18,City 20,Mobile,29,63.3
USER11340,2022-09-21,City 1,Tablet,149,90.22
USER11341,2023-05-09,City 2,Tablet,296,59.12
USER11342,2022-10-30,City 3,Tablet,11,90.07
USER11343,2022-12-13,City 4,Desktop,512,88.53
USER11344,2022-04-28,City 5,Desktop,676,75.92
USER11345,2023-04-25,City 6,Mobile,113,74.26
USER11346,2022-03-19,City 7,Desktop,187,70.15
USER11347,2022-05-25,City 8,Mobile,227,65.53
USER11348,2022-08-20,City 9,Desktop,310,46.55
USER11349,2023-11-24,City 10,Tablet,98,34.63
USER11350,2023-11-22,City 11,Mobile,55,91.36
USER11351,2023-02-11,City 12,Tablet,623,70.61
USER11352,2023-07-25,City 13,Tablet,664,94.58
USER11353,2023-01-10,City 14,Tablet,406,76.2
USER11354,2022-04-03,City 15,Tablet,69,56.55
USER11355,2023-02-09,City 16,Desktop,312,82.3
USER11356,2022-01-15,City 17,Desktop,289,42.25
USER11357,2022-09-28,City 18,Tablet,548,79.15
USER11358,2023-07-04,City 19,Tablet,148,81.12
USER11359,2022-05-07,City 20,Tablet,467,76.99
USER11360,2023-04-11,City 1,Desktop,244,67.37
USER11361,2023-01-13,City 2,Desktop,491,75.87
USER11362,2023-11-20,City 3,Mobile,507,82.08
USER11363,2023-11-20,City 4,Mobile,365,94.25
USER11364,2022-09-26,City 5,Mobile,482,61.2
USER11365,2023-08-22,City 6,Mobile,201,59.57
USER11366,2023-01-26,City 7,Desktop,154,69.38
USER11367,2023-10-16,City 8,Mobile,450,65.31
USER11368,2023-01-16,City 9,Tablet,501,55.02
USER11369,2022-04-21,City 10,Desktop,73,95.41
USER11370,2023-11-23,City 11,Tablet,713,73.57
USER11371,2022-08-28,City 12,Desktop,296,73.83
USER11372,2023-04-28,City 13,Desktop,17,86.87
USER11373,2022-01-26,City 14,Tablet,641,76.52
USER11374,2023-09-27,City 15,Tablet,217,77.18
USER11375,2023-07-29,City 16,Desktop,61,97.73
USER11376,2022-12-02,City 17,Mobile,616,57.45
USER11377,2023-09-17,City 18,Desktop,42,62.45
USER11378,2022-08-15,City 19,Mobile,25,89.15
USER11379,2023-10-26,City 20,Mobile,39,54.6
USER11380,2022-03-06,City 1,Mobile,131,87.67
USER11381,2023-10-13,City 2,Tablet,498,57.18
USER11382,2023-04-21,City 3,Mobile,229,41.66
USER11383,2023-12-19,City 4,Mobile,108,51.65
USER11384,2022-11-06,City 5,Mobile,172,68.27
USER11385,2023-10-27,City 6,Desktop,435,50.09
USER11386,2023-02-23,City 7,Desktop,478,60.81
USER11387,2022-04-30,City 8,Mobile,102,95.0
USER11388,2022-05-24,City 9,Tablet,524,84.03
USER11389,2022-02-16,City 10,Desktop,275,86.04
USER11390,2022-02-08,City 11,Tablet,613,82.76
USER11391,2022-11-08,City 12,Mobile,44,67.36
USER11392,2023-05-20,City 13,Mobile,17,70.43
USER11393,2022-04-29,City 14,Mobile,330,64.93
USER11394,2022-04-10,City 15,Mobile,569,59.84
USER11395,2022-08-29,City 16,Mobile,497,82.72
USER11396,2023-07-05,City 17,Desktop,12,83.14
USER11397,2022-05-19,City 18,Mobile,318,88.03
USER11398,2023-02-02,City 19,Desktop,592,72.05
USER11399,2023-04-10,City 20,Desktop,216,69.4
USER11400,2023-01-15,City 1,Desktop,339,90.59
USER11401,2023-11-18,City 2,Desktop,661,84.31
USER11402,2023-12-15,City 3,Desktop,81,73.2
USER11403,2023-07-08,City 4,Desktop,727,85.47
USER11404,2023-03-06,City 5,Tablet,485,76.12
USER11405,2023-08-25,City 6,Mobile,374,49.11
USER11406,2022-06-08,City 7,Desktop,710,72.03
USER11407,2023-03-01,City 8,Mobile,200,81.0
USER11408,2023-11-02,City 9,Mobile,537,41.46
USER11409,2022-04-12,City 10,Mobile,466,56.32
USER11410,2023-05-17,City 11,Desktop,89,64.7
USER11411,2023-09-23,City 12,Desktop,268,58.09
USER11412,2023-02-22,City 13,Mobile,655,31.99
USER11413,2022-10-14,City 14,Tablet,571,68.24
USER11414,2022-02-03,City 15,Desktop,489,71.67
USER11415,2023-12-08,City 16,Mobile,538,94.97
USER11416,2023-01-15,City 17,Mobile,47,77.32
USER11417,2022-08-11,City 18,Desktop,288,89.28
USER11418,2023-03-31,City 19,Desktop,16,94.62
USER11419,2023-04-01,City 20,Mobile,711,72.51
USER11420,2022-08-30,City 1,Mobile,401,66.98
USER11421,2023-01-07,City 2,Tablet,86,83.5
USER11422,2022-04-12,City 3,Mobile,250,61.49
USER11423,2023-12-04,City 4,Desktop,391,74.85
USER11424,2023-01-12,City 5,Desktop,335,68.78
USER11425,2023-07-12,City 6,Mobile,629,81.03
USER11426,2023-10-23,City 7,Tablet,519,57.9
USER11427,2023-01-03,City 8,Mobile,137,70.91
USER11428,2022-03-04,City 9,Mobile,688,64.76
USER11429,2023-02-12,City 10,Desktop,498,63.44
USER11430,2022-10-10,City 11,Tablet,727,74.2
USER11431,2022-07-14,City 12,Mobile,477,79.95
USER11432,2022-05-06,City 13,Tablet,594,39.94
USER11433,2023-04-11,City 14,Tablet,223,95.4
USER11434,2022-04-04,City 15,Mobile,372,66.04
USER11435,2023-11-10,City 16,Desktop,402,76.67
USER11436,2022-08-06,City 17,Desktop,443,93.96
USER11437,2023-10-20,City 18,Tablet,490,64.01
USER11438,2023-10-17,City 19,Desktop,615,74.93
USER11439,2023-09-04,City 20,Desktop,273,72.51
USER11440,2022-01-22,City 1,Mobile,526,97.0
USER11441,2022-02-21,City 2,Tablet,159,93.59
USER11442,2022-12-08,City 3,Tablet,152,71.4
USER11443,2022-09-07,City 4,Mobile,620,75.88
USER11444,2022-05-09,City 5,Tablet,188,56.23
USER11445,2023-08-02,City 6,Tablet,98,55.76
USER11446,2022-07-30,City 7,Tablet,131,41.77
USER11447,2022-03-12,City 8,Mobile,171,90.56
USER11448,2023-07-22,City 9,Desktop,183,88.49
USER11449,2022-08-01,City 10,Desktop,364,79.73
USER11450,2023-08-24,City 11,Tablet,39,63.85
USER11451,2022-08-10,City 12,Desktop,527,67.52
USER11452,2022-08-27,City 13,Mobile,497,65.22
USER11453,2022-12-03,City 14,Desktop,516,74.44
USER11454,2022-06-01,City 15,Mobile,349,93.08
USER11455,2023-09-03,City 16,Tablet,397,86.81
USER11456,2022-01-03,City 17,Mobile,722,73.52
USER11457,2022-10-11,City 18,Mobile,161,97.85
USER11458,2022-05-29,City 19,Mobile,16,72.05
USER11459,2022-05-14,City 20,Tablet,493,93.79
USER11460,2023-07-08,City 1,Desktop,426,50.09
USER11461,2022-09-14,City 2,Desktop,108,74.34
USER11462,2022-06-28,City 3,Mobile,450,66.02
USER11463,2022-04-23,City 4,Mobile,311,88.05
USER11464,2023-11-08,City 5,Desktop,170,87.46
USER11465,2022-01-27,City 6,Tablet,546,57.67
USER11466,2022-05-15,City 7,Mobile,414,58.8
USER11467,2022-01-16,City 8,Desktop,251,69.2
USER11468,2023-01-02,City 9,Mobile,141,84.24
USER11469,2022-09-01,City 10,Mobile,274,68.47
USER11470,2023-08-26,City 11,Mobile,416,80.91
USER11471,2022-11-28,City 12,Tablet,608,95.58
USER11472,2022-01-17,City 13,Tablet,39,92.8
USER11473,2022-06-28,City 14,Desktop,29,83.52
USER11474,2022-09-29,City 15,Tablet,477,91.18
USER11475,2022-02-23,City 16,Tablet,318,89.44
USER11476,2022-05-10,City 17,Mobile,245,75.08
USER11477,2023-03-08,City 18,Desktop,697,83.44
USER11478,2023-06-23,City 19,Mobile,272,86.58
USER11479,2022-04-27,City 20,Mobile,440,95.24
USER11480,2022-03-07,City 1,Mobile,239,89.74
USER11481,2023-05-03,City 2,Desktop,377,34.1
USER11482,2023-04-05,City 3,Mobile,266,29.71
USER11483,2023-01-06,City 4,Tablet,359,68.32
USER11484,2023-06-10,City 5,Tablet,340,70.48
USER11485,2023-08-31,City 6,Desktop,389,86.34
USER11486,2022-04-22,City 7,Tablet,577,83.11
USER11487,2023-04-08,City 8,Mobile,689,54.22
USER11488,2023-05-31,City 9,Mobile,3,79.09
USER11489,2022-08-15,City 10,Desktop,429,65.18
USER11490,2023-09-22,City 11,Tablet,142,85.59
USER11491,2022-02-14,City 12,Mobile,376,42.83
USER11492,2023-11-06,City 13,Tablet,670,80.01
USER11493,2023-06-18,City 14,Tablet,324,69.64
USER11494,2022-11-05,City 15,Mobile,146,94.22
USER11495,2023-04-15,City 16,Mobile,293,66.87
USER11496,2023-10-21,City 17,Desktop,665,77.46
USER11497,2022-02-01,City 18,Mobile,432,91.92
USER11498,2022-03-04,City 19,Desktop,705,48.77
USER11499,2023-05-06,City 20,Tablet,585,54.19
USER11500,2023-02-16,City 1,Tablet,399,72.67
USER11501,2023-03-13,City 2,Desktop,344,72.3
USER11502,2023-12-04,City 3,Desktop,140,80.06
USER11503,2022-04-21,City 4,Tablet,187,71.21
USER11504,2023-05-18,City 5,Mobile,61,76.33
USER11505,2023-12-31,City 6,Mobile,380,42.23
USER11506,2023-03-31,City 7,Tablet,710,79.22
USER11507,2022-03-17,City 8,Desktop,440,88.32
USER11508,2022-03-24,City 9,Desktop,319,79.14
USER11509,2022-11-26,City 10,Tablet,302,82.01
USER11510,2023-09-15,City 11,Mobile,344,51.06
USER11511,2022-06-01,City 12,Desktop,11,96.44
USER11512,2022-03-09,City 13,Mobile,62,50.5
USER11513,2022-05-10,City 14,Desktop,226,60.58
USER11514,2022-10-09,City 15,Tablet,153,59.1
USER11515,2023-10-02,City 16,Desktop,711,76.0
USER11516,2023-10-11,City 17,Tablet,564,46.24
USER11517,2023-08-23,City 18,Desktop,571,65.39
USER11518,2023-07-16,City 19,Tablet,584,63.93
USER11519,2023-12-31,City 20,Tablet,660,62.18
USER11520,2022-11-29,City 1,Desktop,575,81.43
USER11521,2023-01-26,City 2,Mobile,310,72.75
USER11522,2023-09-04,City 3,Tablet,243,79.1
USER11523,2023-06-28,City 4,Mobile,493,49.72
USER11524,2022-10-29,City 5,Tablet,366,78.37
USER11525,2023-04-10,City 6,Desktop,330,82.95
USER11526,2023-06-02,City 7,Desktop,107,38.97
USER11527,2023-09-12,City 8,Tablet,226,20.21
USER11528,2023-03-17,City 9,Desktop,218,81.82
USER11529,2022-04-12,City 10,Desktop,506,36.74
USER11530,2023-12-20,City 11,Tablet,259,63.26
USER11531,2022-04-28,City 12,Tablet,517,29.51
USER11532,2023-11-02,City 13,Mobile,54,95.48
USER11533,2023-10-29,City 14,Mobile,47,92.99
USER11534,2023-07-19,City 15,Tablet,727,74.81
USER11535,2022-08-09,City 16,Mobile,689,61.25
USER11536,2023-03-17,City 17,Desktop,521,57.03
