employee_id,department,education,education_field,gender,age,tenure,marital_status,distance_from_home,job_role,salary,bonus,job_satisfaction,performance_rating,overtime,attrition,salary_category,tenure_group,age_group
EMP1376,HR,Master,Medical,Female,58,13,Divorced,8.5,HR Specialist,83163.18,2308.0,2,2,No,No,Medium,10+ years,55+
EMP1377,R&D,Bachelor,Other,Female,54,2,Married,17.3,Lab Technician,50456.56,3908.13,4,4,No,Yes,Medium,0-2 years,46-55
EMP1378,Operations,Bachelor,Medical,Female,29,0,Single,6.1,Logistics Coordinator,45872.51,2333.05,4,4,No,No,Low,,26-35
EMP1379,R&D,Bachelor,Marketing,Female,26,3,Single,0.9,Research Scientist,84431.56,2117.49,3,2,No,No,Medium,3-5 years,26-35
EMP1380,HR,PhD,Life Sciences,Male,60,1,Single,7.0,Recruiter,72407.04,3020.42,2,3,No,No,Medium,0-2 years,55+
EMP1381,Marketing,Bachelor,Medical,Male,25,1,Single,43.4,CMO,128516.57,13817.48,4,4,Yes,No,High,0-2 years,18-25
EMP1382,Finance,PhD,Other,Female,27,1,Married,15.4,Financial Analyst,114843.09,11254.09,2,5,No,No,High,0-2 years,26-35
EMP1383,R&D,Master,Marketing,Male,53,8,Married,16.7,Research Scientist,114731.42,16080.07,1,2,No,No,High,6-10 years,46-55
EMP1384,R&D,PhD,Marketing,Male,51,3,Divorced,15.0,Research Director,150833.62,29434.7,4,3,No,No,Very High,3-5 years,46-55
EMP1385,Marketing,PhD,Marketing,Female,56,1,Divorced,3.3,SEO Analyst,93392.13,1347.25,3,2,No,No,Medium,0-2 years,55+
EMP1386,HR,Bachelor,Marketing,Male,61,4,Married,8.1,HR Specialist,50745.36,3832.0,4,3,No,No,Medium,3-5 years,55+
EMP1387,R&D,Bachelor,Marketing,Female,37,6,Single,20.9,Research Scientist,79747.2,5229.71,2,3,Yes,Yes,Medium,6-10 years,36-45
EMP1388,Sales,High School,Marketing,Male,34,1,Divorced,1.6,BD Manager,74518.67,11206.13,5,5,No,No,Medium,0-2 years,26-35
EMP1389,HR,PhD,Life Sciences,Male,63,2,Divorced,4.9,CHRO,185058.34,2166.21,5,4,No,No,Very High,0-2 years,55+
EMP1390,HR,Master,Life Sciences,Female,51,0,Married,4.9,HR Manager,99215.84,4884.81,2,3,No,Yes,Medium,,46-55
EMP1391,Finance,High School,Other,Male,40,0,Married,8.5,CFO,102471.19,3381.95,1,4,No,No,High,,36-45
EMP1392,R&D,High School,Medical,Female,38,5,Single,59.0,Lab Technician,40514.13,4905.73,4,5,Yes,No,Low,3-5 years,36-45
EMP1393,Operations,High School,Technical,Male,40,1,Married,1.0,Logistics Coordinator,33647.09,5939.44,5,4,No,No,Low,0-2 years,36-45
EMP1394,Customer Service,Bachelor,Life Sciences,Male,49,3,Divorced,11.0,Service Manager,58356.67,1652.0,1,1,Yes,No,Medium,3-5 years,46-55
EMP1395,Customer Service,Bachelor,Technical,Male,47,6,Divorced,3.0,Support Specialist,47092.04,3136.05,2,3,No,Yes,Low,6-10 years,46-55
EMP1396,Customer Service,Bachelor,Other,Female,58,0,Single,52.9,Support Specialist,45162.7,5652.06,1,5,No,Yes,Low,,55+
EMP1397,Finance,Master,Medical,Female,47,4,Single,1.8,Accountant,72802.93,1196.86,2,2,No,Yes,Medium,3-5 years,46-55
EMP1398,Customer Service,PhD,Life Sciences,Male,44,1,Single,7.8,Customer Support,62450.56,10192.87,4,5,No,No,Medium,0-2 years,36-45
EMP1399,Marketing,High School,Life Sciences,Male,30,16,Married,20.1,CMO,124193.53,2871.54,1,3,No,No,High,10+ years,26-35
EMP1400,Technology,Bachelor,Medical,Female,33,3,Married,18.3,IT Support,61936.36,1969.4,4,5,Yes,No,Medium,3-5 years,26-35
EMP1401,HR,PhD,Medical,Female,22,8,Single,8.2,CHRO,184310.02,21993.83,1,2,No,Yes,Very High,6-10 years,18-25
EMP1402,Operations,High School,Technical,Male,22,3,Divorced,6.4,Operations Manager,61133.43,8723.05,2,1,Yes,Yes,Medium,3-5 years,18-25
EMP1403,Technology,PhD,Technical,Male,55,0,Divorced,7.6,DevOps,140593.44,20360.69,2,3,No,Yes,High,,46-55
EMP1404,Finance,High School,Medical,Female,53,5,Married,4.6,Financial Analyst,60616.62,248.9,1,3,Yes,Yes,Medium,3-5 years,46-55
EMP1405,HR,PhD,Life Sciences,Female,46,15,Divorced,3.4,CHRO,244626.82609999998,4028.62,2,5,No,Yes,Very High,10+ years,46-55
EMP1406,Finance,Bachelor,Marketing,Male,61,4,Married,9.9,CFO,126925.47,9137.82,3,4,Yes,No,High,3-5 years,55+
EMP1407,Finance,PhD,Other,Female,22,8,Divorced,4.7,Accountant,95011.65,15648.43,3,4,No,No,Medium,6-10 years,18-25
EMP1408,Marketing,PhD,Other,Male,37,10,Married,5.1,CMO,244626.82609999998,10767.67,4,2,No,No,Very High,6-10 years,36-45
EMP1409,Sales,High School,Technical,Male,60,1,Married,16.0,Sales Manager,68784.57,6622.91,3,1,No,No,Medium,0-2 years,55+
EMP1410,Sales,PhD,Medical,Female,26,1,Divorced,51.9,Sales Representative,82654.12,2024.15,3,1,No,No,Medium,0-2 years,26-35
EMP1411,Finance,Master,Life Sciences,Female,43,4,Divorced,13.9,CFO,188471.15,3354.45,5,5,No,No,Very High,3-5 years,36-45
EMP1412,Customer Service,High School,Life Sciences,Male,50,2,Married,1.2,Support Specialist,38780.85,1216.87,5,5,No,Yes,Low,0-2 years,46-55
EMP1413,Technology,PhD,Technical,Female,24,9,Divorced,1.2,DevOps,174337.14,3250.91,5,4,No,No,Very High,6-10 years,18-25
EMP1414,Customer Service,Master,Technical,Male,33,11,Single,45.4,Support Specialist,78463.46,4686.64,5,1,No,No,Medium,10+ years,26-35
EMP1415,R&D,High School,Marketing,Female,47,2,Married,5.3,Research Scientist,65147.57,11119.52,2,1,No,No,Medium,0-2 years,46-55
EMP1416,Finance,Bachelor,Other,Male,37,1,Divorced,1.4,Accountant,53712.62,2455.49,4,1,Yes,No,Medium,0-2 years,36-45
EMP1417,R&D,High School,Other,Female,58,7,Divorced,13.7,Research Director,93220.35,10744.41,4,2,No,No,Medium,6-10 years,55+
EMP1418,Customer Service,High School,Other,Male,43,1,Divorced,14.7,Customer Support,29697.31,487.74,3,2,No,Yes,Low,0-2 years,36-45
EMP1419,R&D,PhD,Technical,Male,50,8,Single,15.7,Research Director,166836.84,6579.35,4,5,Yes,Yes,Very High,6-10 years,46-55
EMP1420,Finance,Master,Marketing,Female,35,2,Married,4.7,Controller,124053.51,3778.1,3,4,No,No,High,0-2 years,26-35
EMP1421,Marketing,High School,Medical,Female,49,5,Single,0.2,Marketing Specialist,46039.93,3184.98,4,3,No,No,Low,3-5 years,46-55
EMP1422,Sales,High School,Technical,Female,26,0,Divorced,50.3,Sales Representative,37765.21,2118.98,1,4,Yes,Yes,Low,,26-35
EMP1423,Technology,High School,Marketing,Female,51,4,Single,4.3,Data Scientist,76139.46,8782.36,1,2,No,No,Medium,3-5 years,46-55
EMP1424,R&D,PhD,Technical,Male,26,3,Single,16.9,Research Director,172692.02,28112.95,4,2,No,Yes,Very High,3-5 years,26-35
EMP1425,Finance,High School,Medical,Male,33,4,Married,18.4,Financial Analyst,56160.65,3148.16,2,5,Yes,No,Medium,3-5 years,26-35
EMP1426,Marketing,Master,Medical,Male,37,0,Married,14.1,Content Writer,60546.25,1279.68,3,3,No,No,Medium,,36-45
EMP1427,Customer Service,PhD,Marketing,Female,47,6,Divorced,5.6,Service Manager,101908.88,13340.82,4,1,No,No,High,6-10 years,46-55
EMP1428,Sales,Bachelor,Life Sciences,Male,47,9,Single,4.7,Sales Representative,62044.88,2142.74,3,3,Yes,No,Medium,6-10 years,46-55
EMP1429,Finance,Bachelor,Medical,Female,42,1,Married,13.7,Financial Analyst,69747.67,9754.31,5,3,No,No,Medium,0-2 years,36-45
EMP1430,Technology,PhD,Medical,Male,60,0,Single,30.2,CTO,231004.71,20003.61,4,3,No,No,Very High,,55+
EMP1431,Customer Service,Master,Medical,Female,57,0,Single,44.0,Customer Support,51071.1,1773.43,2,5,No,Yes,Medium,,55+
EMP1432,Marketing,PhD,Medical,Male,54,5,Married,1.7,Marketing Specialist,91179.6,15162.39,5,2,No,No,Medium,3-5 years,46-55
EMP1433,Customer Service,PhD,Life Sciences,Female,51,4,Married,2.5,Service Manager,113561.97,21186.03,4,1,No,No,High,3-5 years,46-55
EMP1434,Operations,PhD,Other,Male,58,3,Married,43.4,Operations Manager,122177.19,4423.91,1,3,No,No,High,3-5 years,55+
EMP1435,Customer Service,PhD,Other,Male,44,1,Divorced,20.0,Customer Support,70953.4,4767.58,4,1,Yes,No,Medium,0-2 years,36-45
EMP1436,R&D,High School,Medical,Male,31,2,Married,32.2,Research Director,75931.92,10282.62,1,3,No,Yes,Medium,0-2 years,26-35
EMP1437,Customer Service,Bachelor,Life Sciences,Female,26,4,Single,3.4,Support Specialist,51339.98,2689.64,1,2,No,No,Medium,3-5 years,26-35
EMP1438,Marketing,Master,Technical,Female,57,3,Married,13.3,CMO,174152.48,14271.67,4,1,Yes,Yes,Very High,3-5 years,55+
EMP1439,Customer Service,High School,Life Sciences,Male,55,22,Married,18.1,Customer Support,47846.3,4252.58,4,4,No,No,Low,10+ years,46-55
EMP1440,Customer Service,Bachelor,Marketing,Male,52,0,Divorced,17.1,Support Specialist,49190.75,2911.67,1,2,Yes,Yes,Low,,46-55
EMP1441,HR,PhD,Technical,Female,31,5,Divorced,7.9,HR Manager,129189.86,10170.45,3,1,No,No,High,3-5 years,26-35
EMP1442,Finance,Bachelor,Other,Female,40,2,Single,0.2,CFO,125214.6,10668.47,5,3,No,No,High,0-2 years,36-45
EMP1443,HR,Bachelor,Other,Female,53,2,Divorced,13.1,HR Specialist,53785.77,1792.86,2,3,No,No,Medium,0-2 years,46-55
EMP1444,Customer Service,High School,Life Sciences,Male,22,6,Single,4.4,Service Manager,56225.54,6707.94,4,2,Yes,Yes,Medium,6-10 years,18-25
EMP1445,Finance,High School,Other,Male,26,5,Divorced,9.0,Financial Analyst,58058.69,9878.07,5,2,No,Yes,Medium,3-5 years,26-35
EMP1446,HR,Master,Life Sciences,Female,25,23,Single,47.4,HR Manager,134003.11,21197.79,5,3,Yes,No,High,10+ years,18-25
EMP1447,Customer Service,PhD,Life Sciences,Male,37,0,Single,7.6,Service Manager,96085.55,7892.83,3,1,No,Yes,Medium,,36-45
EMP1448,Technology,PhD,Life Sciences,Female,45,0,Divorced,27.5,Data Scientist,146290.57,23170.47,5,4,No,Yes,High,,36-45
EMP1449,HR,PhD,Life Sciences,Male,37,6,Single,3.1,CHRO,194260.44,17439.66,4,5,No,No,Very High,6-10 years,36-45
EMP1450,Finance,Bachelor,Life Sciences,Female,23,4,Divorced,16.7,Financial Analyst,72238.87,3812.76,5,2,No,No,Medium,3-5 years,18-25
EMP1451,HR,Bachelor,Marketing,Female,49,1,Married,56.6,HR Manager,80251.79,1877.77,4,3,No,No,Medium,0-2 years,46-55
EMP1452,Operations,PhD,Marketing,Male,53,0,Married,1.6,Logistics Coordinator,68144.04,5312.39,4,1,Yes,No,Medium,,46-55
EMP1453,Operations,Master,Marketing,Female,48,0,Divorced,0.1,Logistics Coordinator,57392.31,5492.98,1,2,No,No,Medium,,46-55
EMP1454,Technology,Bachelor,Life Sciences,Female,41,11,Married,8.5,Software Engineer,93094.03,3533.67,3,1,No,Yes,Medium,10+ years,36-45
EMP1455,Marketing,Master,Other,Male,45,1,Married,1.5,Marketing Specialist,68534.24,3830.35,2,2,No,Yes,Medium,0-2 years,36-45
EMP1456,Marketing,Bachelor,Technical,Male,33,1,Divorced,20.7,Marketing Specialist,59279.6,5334.97,1,3,Yes,No,Medium,0-2 years,26-35
EMP1457,Finance,High School,Marketing,Female,56,1,Divorced,36.9,Accountant,48553.45,5595.93,2,1,No,Yes,Low,0-2 years,55+
EMP1458,R&D,High School,Medical,Male,54,2,Divorced,8.5,Lab Technician,36468.3,3799.86,4,3,No,No,Low,0-2 years,46-55
EMP1459,Marketing,PhD,Medical,Female,54,0,Married,4.5,Content Writer,75618.42,8383.97,1,1,No,Yes,Medium,,46-55
EMP1460,Finance,High School,Life Sciences,Female,64,3,Single,8.5,Accountant,50343.17,6476.31,5,2,No,No,Medium,3-5 years,55+
EMP1461,Technology,Bachelor,Technical,Male,58,0,Divorced,19.3,DevOps,90884.11,2605.18,5,5,No,No,Medium,,55+
EMP1462,R&D,Bachelor,Marketing,Male,33,8,Divorced,0.1,Research Scientist,81480.95,3292.46,2,5,Yes,Yes,Medium,6-10 years,26-35
EMP1463,R&D,High School,Life Sciences,Male,24,1,Married,13.4,Research Scientist,66785.01,2085.65,4,4,Yes,No,Medium,0-2 years,18-25
EMP1464,Operations,High School,Other,Male,22,3,Single,14.3,Logistics Coordinator,37218.79,5419.59,2,4,No,No,Low,3-5 years,18-25
EMP1465,Customer Service,High School,Technical,Female,54,10,Single,15.2,Service Manager,55748.05,4803.99,3,3,No,No,Medium,6-10 years,46-55
EMP1466,R&D,PhD,Other,Female,61,5,Single,4.2,Research Director,152567.7,7516.43,5,1,No,No,Very High,3-5 years,55+
EMP1467,Sales,High School,Other,Female,31,3,Divorced,18.8,Account Executive,54967.58,1512.03,1,4,No,Yes,Medium,3-5 years,26-35
EMP1468,Finance,Bachelor,Medical,Male,64,1,Married,1.4,Financial Analyst,61115.52,4867.43,1,2,No,Yes,Medium,0-2 years,55+
EMP1469,R&D,High School,Marketing,Male,50,2,Married,3.3,Research Director,75064.92,3466.95,1,5,No,Yes,Medium,0-2 years,46-55
EMP1470,R&D,PhD,Life Sciences,Female,34,5,Married,31.5,Lab Technician,76300.37,10188.81,5,1,No,Yes,Medium,3-5 years,26-35
EMP1471,Sales,PhD,Other,Female,33,25,Married,20.1,Account Executive,165635.38,22499.39,4,5,No,No,Very High,10+ years,26-35
EMP1472,R&D,Bachelor,Other,Female,52,5,Married,0.2,Research Scientist,88695.56,6172.98,5,1,No,No,Medium,3-5 years,46-55
EMP1473,Customer Service,Bachelor,Life Sciences,Female,23,4,Single,4.3,Support Specialist,46679.97,3501.43,5,4,No,Yes,Low,3-5 years,18-25
EMP1474,Sales,High School,Technical,Male,56,6,Single,3.6,Sales Representative,48013.94,7952.79,1,4,Yes,No,Low,6-10 years,55+
EMP1475,Operations,Bachelor,Life Sciences,Female,44,3,Single,4.7,Logistics Coordinator,51107.98,6640.9,5,3,Yes,Yes,Medium,3-5 years,36-45
EMP1476,HR,Master,Life Sciences,Female,38,0,Single,4.3,CHRO,150569.02,19934.37,1,1,No,No,Very High,,36-45
EMP1477,R&D,Bachelor,Marketing,Male,47,4,Divorced,1.0,Research Scientist,75276.46,9919.0,4,2,No,No,Medium,3-5 years,46-55
EMP1478,R&D,Master,Medical,Female,29,15,Single,9.2,Lab Technician,78944.81,1987.15,3,4,No,No,Medium,10+ years,26-35
EMP1479,Finance,Master,Other,Male,50,0,Single,19.8,Accountant,77863.84,2241.64,1,3,No,No,Medium,,46-55
EMP1480,Customer Service,Bachelor,Medical,Female,47,5,Divorced,14.0,Service Manager,68409.53,2552.93,2,4,Yes,Yes,Medium,3-5 years,46-55
EMP1481,Finance,Master,Technical,Female,31,1,Divorced,16.8,Controller,108914.31,9697.65,3,5,Yes,No,High,0-2 years,26-35
EMP1482,HR,Bachelor,Other,Male,47,3,Divorced,1.3,HR Manager,79509.21,8346.45,4,4,No,No,Medium,3-5 years,46-55
EMP1483,R&D,Bachelor,Medical,Female,55,0,Divorced,45.4,Lab Technician,46311.53,2607.22,3,1,No,Yes,Low,,46-55
EMP1484,Customer Service,PhD,Technical,Male,62,2,Divorced,27.3,Customer Support,66700.71,12086.55,1,3,No,Yes,Medium,0-2 years,55+
EMP1485,Sales,Master,Marketing,Male,28,7,Divorced,24.5,Sales Representative,68467.7,2835.87,4,1,Yes,No,Medium,6-10 years,26-35
EMP1486,R&D,Master,Technical,Male,25,2,Divorced,26.0,Research Scientist,97588.66,16989.21,2,2,No,Yes,Medium,0-2 years,18-25
EMP1487,Operations,High School,Medical,Female,32,5,Divorced,40.5,Operations Manager,65325.52,1659.39,1,2,No,Yes,Medium,3-5 years,26-35
EMP1488,R&D,Bachelor,Life Sciences,Male,50,7,Single,11.8,Research Director,116128.31,9293.46,1,4,No,No,High,6-10 years,46-55
EMP1489,Marketing,PhD,Other,Male,57,13,Married,3.4,Content Writer,84139.17,1176.15,4,3,No,No,Medium,10+ years,55+
EMP1490,Customer Service,PhD,Marketing,Male,46,1,Married,14.4,Service Manager,106779.54,1920.73,4,3,Yes,No,High,0-2 years,46-55
EMP1491,Marketing,High School,Medical,Male,42,2,Single,20.4,CMO,96421.93,13929.5,3,3,No,No,Medium,0-2 years,36-45
EMP1492,Sales,Master,Marketing,Male,57,0,Single,20.1,Sales Representative,67110.08,5189.33,2,3,No,Yes,Medium,,55+
EMP1493,R&D,PhD,Technical,Male,31,24,Single,11.1,Lab Technician,111926.9,2051.51,3,4,No,No,High,10+ years,26-35
EMP1494,Sales,Master,Medical,Female,58,13,Single,1.1,Sales Representative,87009.68,5968.82,3,1,No,No,Medium,10+ years,55+
EMP1495,Technology,PhD,Life Sciences,Male,30,3,Married,7.0,DevOps,157011.86,5875.64,1,4,Yes,Yes,Very High,3-5 years,26-35
EMP1496,R&D,PhD,Life Sciences,Female,45,9,Married,38.0,Lab Technician,81781.13,18109.73,4,1,No,No,Medium,6-10 years,36-45
EMP1497,Marketing,Bachelor,Life Sciences,Male,56,3,Married,13.2,CMO,136320.4,21437.42,1,5,No,No,High,3-5 years,55+
EMP1498,Customer Service,Master,Life Sciences,Female,56,4,Divorced,11.6,Customer Support,52023.11,10204.99,2,5,Yes,No,Medium,3-5 years,55+
EMP1499,Marketing,PhD,Other,Female,57,0,Married,4.7,CMO,199873.57,24872.0,3,1,Yes,No,Very High,,55+
EMP1500,Sales,Bachelor,Marketing,Female,39,7,Single,6.9,Sales Representative,59758.55,6574.78,2,4,No,Yes,Medium,6-10 years,36-45
EMP1501,HR,PhD,Medical,Male,60,0,Married,33.9,CHRO,182255.86,8064.7,4,2,Yes,No,Very High,,55+
EMP1502,R&D,Bachelor,Life Sciences,Female,53,8,Divorced,16.5,Research Director,104741.02,1037.36,4,4,No,No,High,6-10 years,46-55
EMP1503,Operations,Bachelor,Other,Male,45,7,Divorced,23.2,Operations Manager,85753.77,9035.06,5,2,No,Yes,Medium,6-10 years,36-45
EMP1504,Finance,Master,Life Sciences,Male,44,6,Married,9.1,Financial Analyst,88372.15,11425.1,2,4,No,No,Medium,6-10 years,36-45
EMP1505,Customer Service,Bachelor,Life Sciences,Male,53,0,Single,14.9,Service Manager,54643.62,5798.45,1,3,No,Yes,Medium,,46-55
EMP1506,Operations,PhD,Technical,Female,58,1,Divorced,4.3,Supply Chain Analyst,102178.83,15907.64,2,3,Yes,Yes,High,0-2 years,55+
EMP1507,Operations,High School,Medical,Female,33,1,Married,18.3,Supply Chain Analyst,48719.86,2634.77,3,5,Yes,No,Low,0-2 years,26-35
EMP1508,R&D,PhD,Marketing,Male,34,2,Single,8.4,Research Director,169117.08,14963.49,4,5,No,No,Very High,0-2 years,26-35
EMP1509,HR,PhD,Technical,Male,44,0,Divorced,8.8,HR Specialist,78134.35,2432.07,4,1,No,No,Medium,,36-45
EMP1510,R&D,Bachelor,Technical,Female,46,13,Single,15.7,Research Scientist,88230.47,7926.15,2,2,No,No,Medium,10+ years,46-55
EMP1511,HR,PhD,Marketing,Male,56,4,Single,41.3,Recruiter,82992.35,12201.58,2,3,No,No,Medium,3-5 years,55+
EMP1512,Technology,Bachelor,Life Sciences,Female,62,1,Single,1.0,DevOps,87548.09,7896.17,2,4,Yes,Yes,Medium,0-2 years,55+
EMP1513,Customer Service,Master,Life Sciences,Male,51,2,Divorced,26.1,Support Specialist,57058.13,4197.11,3,1,Yes,Yes,Medium,0-2 years,46-55
EMP1514,Sales,Bachelor,Medical,Male,38,2,Single,5.2,BD Manager,103154.79,5723.46,3,4,No,No,High,0-2 years,36-45
EMP1515,Sales,Master,Life Sciences,Female,41,4,Divorced,8.8,BD Manager,133676.47,16385.0,1,3,No,No,High,3-5 years,36-45
EMP1516,Operations,High School,Technical,Male,46,3,Single,0.3,Operations Manager,60598.4,2858.37,2,3,No,No,Medium,3-5 years,46-55
EMP1517,Finance,PhD,Technical,Female,43,12,Married,5.4,Accountant,108266.65,17681.82,1,3,Yes,No,High,10+ years,36-45
EMP1518,Technology,Master,Technical,Male,34,3,Single,10.5,Data Scientist,139516.26,27450.78,5,3,Yes,No,High,3-5 years,26-35
EMP1519,Sales,High School,Marketing,Female,40,24,Single,0.9,Sales Manager,107273.44,4598.32,3,4,No,No,High,10+ years,36-45
EMP1520,Sales,Bachelor,Life Sciences,Male,57,9,Single,10.1,Account Executive,79912.02,4538.65,4,1,No,No,Medium,6-10 years,55+
EMP1521,Finance,High School,Life Sciences,Male,33,1,Single,39.3,Accountant,41338.08,1259.52,5,3,No,No,Low,0-2 years,26-35
EMP1522,Finance,Master,Life Sciences,Female,62,13,Married,1.7,CFO,227371.11,32308.35,4,5,No,No,Very High,10+ years,55+
EMP1523,Sales,PhD,Life Sciences,Female,40,0,Divorced,21.7,BD Manager,157198.79,3411.99,5,1,No,Yes,Very High,,36-45
EMP1524,Marketing,High School,Medical,Female,33,8,Single,7.9,Marketing Specialist,53051.22,4223.26,1,5,No,No,Medium,6-10 years,26-35
EMP1525,Finance,High School,Medical,Male,30,2,Single,16.0,Financial Analyst,52598.02,1687.27,1,4,No,No,Medium,0-2 years,26-35
EMP1526,Marketing,Bachelor,Technical,Male,28,10,Single,4.5,CMO,154923.25,16122.21,3,3,Yes,No,Very High,6-10 years,26-35
EMP1527,Customer Service,Bachelor,Technical,Female,49,10,Married,2.6,Support Specialist,56434.01,7288.38,4,1,No,Yes,Medium,6-10 years,46-55
EMP1528,Technology,PhD,Marketing,Female,35,8,Married,2.6,DevOps,145536.45,12827.81,5,3,Yes,No,High,6-10 years,26-35
EMP1529,Finance,Bachelor,Other,Male,52,7,Single,1.1,Accountant,61543.54,500.31,2,3,Yes,Yes,Medium,6-10 years,46-55
EMP1530,Customer Service,Master,Technical,Female,40,1,Single,3.1,Customer Support,57138.72,5982.28,2,1,Yes,Yes,Medium,0-2 years,36-45
EMP1531,HR,Master,Life Sciences,Male,37,0,Single,16.4,HR Specialist,59113.56,562.06,3,3,No,No,Medium,,36-45
EMP1532,Operations,High School,Technical,Female,26,2,Single,32.0,Logistics Coordinator,40895.09,3045.74,4,3,No,Yes,Low,0-2 years,26-35
EMP1533,Marketing,Bachelor,Technical,Female,56,0,Divorced,25.2,SEO Analyst,62149.95,5770.88,2,2,Yes,No,Medium,,55+
EMP1534,Technology,Bachelor,Medical,Male,33,5,Divorced,17.3,CTO,169335.41,4902.55,3,2,No,Yes,Very High,3-5 years,26-35
EMP1535,Marketing,High School,Life Sciences,Male,46,2,Divorced,1.8,SEO Analyst,47629.26,2306.91,3,1,No,No,Low,0-2 years,46-55
EMP1536,HR,PhD,Marketing,Male,42,18,Single,5.1,CHRO,227334.16,22528.37,4,1,No,No,Very High,10+ years,36-45
EMP1537,Technology,Bachelor,Marketing,Female,57,5,Married,5.6,DevOps,101766.49,18836.76,2,3,No,No,High,3-5 years,55+
EMP1538,Sales,Bachelor,Marketing,Male,44,8,Single,4.3,Account Executive,72357.95,13013.56,2,5,Yes,No,Medium,6-10 years,36-45
EMP1539,HR,PhD,Technical,Male,37,0,Married,10.9,HR Manager,126612.13,9998.72,2,1,Yes,Yes,High,,36-45
EMP1540,R&D,Bachelor,Marketing,Male,60,9,Single,11.5,Research Scientist,86608.26,6335.94,1,3,No,No,Medium,6-10 years,55+
EMP1541,R&D,Master,Marketing,Female,63,12,Single,6.6,Research Scientist,112177.16,3205.42,2,5,No,No,High,10+ years,55+
EMP1542,Finance,Master,Marketing,Female,60,3,Married,6.5,Financial Analyst,80804.95,2939.85,5,2,No,No,Medium,3-5 years,55+
EMP1543,Technology,PhD,Medical,Female,35,4,Divorced,26.5,DevOps,148180.1,11443.04,1,1,No,No,High,3-5 years,26-35
EMP1544,Finance,PhD,Life Sciences,Female,52,7,Single,23.4,Financial Analyst,129841.67,19297.14,1,3,No,Yes,High,6-10 years,46-55
EMP1545,Technology,Master,Medical,Male,26,0,Single,5.5,IT Support,69628.65,6096.27,1,2,No,Yes,Medium,,26-35
EMP1546,HR,Master,Life Sciences,Male,56,3,Single,36.8,HR Specialist,66932.11,3149.83,1,4,No,No,Medium,3-5 years,55+
EMP1547,Technology,Master,Medical,Female,44,2,Divorced,45.8,Data Scientist,124435.03,5733.18,3,2,Yes,No,High,0-2 years,36-45
EMP1548,Sales,Master,Life Sciences,Female,50,0,Single,5.9,Sales Manager,110954.02,6699.16,5,3,No,Yes,High,,46-55
EMP1549,Operations,PhD,Marketing,Female,64,2,Divorced,6.6,Logistics Coordinator,73991.4,2997.82,4,5,Yes,No,Medium,0-2 years,55+
EMP1550,R&D,PhD,Other,Female,32,0,Single,10.6,Research Scientist,129117.95,4005.07,2,4,Yes,No,High,,26-35
EMP1551,Operations,High School,Marketing,Male,39,0,Single,42.5,Supply Chain Analyst,48053.0,1840.68,1,4,Yes,No,Low,,36-45
EMP1552,Technology,PhD,Other,Female,33,0,Divorced,31.4,CTO,240372.38,18786.51,4,4,No,No,Very High,,26-35
EMP1553,Operations,Master,Marketing,Male,30,16,Married,1.6,Logistics Coordinator,71635.01,1682.3,3,1,Yes,No,Medium,10+ years,26-35
EMP1554,Sales,Bachelor,Medical,Female,31,3,Single,7.5,Sales Manager,98798.97,1368.34,4,3,Yes,Yes,Medium,3-5 years,26-35
EMP1555,R&D,Master,Other,Female,38,16,Single,12.1,Research Director,154868.12,13753.65,1,4,No,No,Very High,10+ years,36-45
EMP1556,Customer Service,Master,Marketing,Male,59,2,Single,10.5,Service Manager,74198.26,5247.95,5,2,No,No,Medium,0-2 years,55+
EMP1557,Technology,PhD,Technical,Female,28,1,Divorced,3.2,IT Support,92688.8,12843.93,4,5,No,Yes,Medium,0-2 years,26-35
EMP1558,R&D,High School,Other,Male,34,3,Married,29.4,Lab Technician,38887.84,6510.67,1,3,No,No,Low,3-5 years,26-35
EMP1559,Operations,Bachelor,Life Sciences,Male,61,2,Divorced,16.9,Operations Manager,71564.52,2974.67,1,2,Yes,No,Medium,0-2 years,55+
EMP1560,Customer Service,Bachelor,Medical,Female,63,0,Married,27.3,Support Specialist,44299.73,4695.66,2,1,Yes,No,Low,,55+
EMP1561,Marketing,High School,Marketing,Female,30,5,Married,29.4,SEO Analyst,55810.28,1257.33,2,4,Yes,No,Medium,3-5 years,26-35
EMP1562,R&D,Master,Marketing,Male,48,1,Single,20.7,Lab Technician,56038.63,2085.59,5,2,No,No,Medium,0-2 years,46-55
EMP1563,Marketing,PhD,Life Sciences,Male,23,4,Divorced,8.7,Content Writer,82740.58,7053.03,2,3,No,No,Medium,3-5 years,18-25
EMP1564,HR,Master,Marketing,Female,26,5,Divorced,14.1,CHRO,161979.58,15437.74,5,2,Yes,No,Very High,3-5 years,26-35
EMP1565,Customer Service,Bachelor,Marketing,Male,50,0,Divorced,2.6,Support Specialist,44270.73,1332.65,3,1,No,Yes,Low,,46-55
EMP1566,Customer Service,Bachelor,Life Sciences,Female,58,0,Single,16.8,Service Manager,59496.34,7845.31,3,5,No,No,Medium,,55+
EMP1567,R&D,Master,Life Sciences,Male,59,7,Divorced,3.0,Research Scientist,105740.27,16539.54,2,4,No,No,High,6-10 years,55+
EMP1568,HR,Bachelor,Technical,Male,40,3,Divorced,17.8,Recruiter,50105.17,3685.92,3,3,No,No,Medium,3-5 years,36-45
