transaction_id,customer_id,transaction_type,amount,date,merchant,location,is_fraudulent
TXN114851,BANK15091,Transfer,132.21,2023-10-19,Google,ATM,0
TXN114852,BANK12664,Purchase,19.91,2023-12-04,Netflix,In-Store,0
TXN114853,BANK16691,Deposit,17.58,2023-03-20,Walmart,Online,0
TXN114854,BANK15632,Payment,-67.01,2023-12-17,Spotify,ATM,0
TXN114855,BANK17588,Purchase,203.41,2023-09-13,Electric Co,Online,0
TXN114856,BANK18508,Purchase,138.99,2023-10-13,Google,Online,0
TXN114857,BANK17130,Withdrawal,-21.86,2023-12-16,Spotify,ATM,0
TXN114858,BANK13556,Deposit,84.33,2023-09-21,Water Co,ATM,0
TXN114859,BANK15447,Purchase,10.0,2023-12-28,Water Co,In-Store,0
TXN114860,BANK15924,Deposit,147.4,2023-02-28,Walmart,ATM,0
TXN114861,BANK18256,Withdrawal,-1.27,2023-11-14,Amazon,In-Store,0
TXN114862,BANK17757,Withdrawal,-0.44,2023-02-20,Walmart,Online,0
TXN114863,BANK17399,Transfer,46.79,2023-03-05,Walmart,Online,0
TXN114864,BANK14624,Purchase,11.51,2023-06-25,Spotify,Online,0
TXN114865,BANK15682,Payment,-1.62,2023-06-10,Apple,Online,0
TXN114866,BANK12088,Deposit,12.06,2023-02-23,Water Co,In-Store,0
TXN114867,BANK16832,Withdrawal,-5.81,2023-11-07,Netflix,In-Store,0
TXN114868,BANK13493,Transfer,7.37,2023-03-17,Electric Co,In-Store,0
TXN114869,BANK14923,Payment,-24.11,2023-06-26,Walmart,Online,0
TXN114870,BANK18229,Payment,-38.91,2023-01-27,Spotify,Online,1
TXN114871,BANK18563,Deposit,218.81,2023-10-29,Google,ATM,0
TXN114872,BANK18735,Purchase,27.65,2023-11-06,Water Co,Online,0
TXN114873,BANK12354,Payment,-2.03,2023-02-19,Mortgage Co,ATM,0
TXN114874,BANK13201,Transfer,11.04,2023-09-08,Walmart,ATM,0
TXN114875,BANK18093,Withdrawal,-0.08,2023-03-04,Apple,Online,0
TXN114876,BANK12442,Deposit,74.41,2023-07-05,Electric Co,Online,0
TXN114877,BANK15153,Payment,-11.41,2023-07-30,Walmart,ATM,0
TXN114878,BANK15092,Withdrawal,-56.08,2023-08-15,Mortgage Co,Online,0
TXN114879,BANK14840,Payment,-53.7,2023-10-18,Mortgage Co,ATM,0
TXN114880,BANK13042,Purchase,24.7,2023-06-17,Google,ATM,0
TXN114881,BANK12101,Transfer,71.7,2023-02-18,Netflix,In-Store,0
TXN114882,BANK15274,Transfer,13.48,2023-08-17,Walmart,ATM,0
TXN114883,BANK13319,Payment,-93.34,2023-05-06,Spotify,In-Store,0
TXN114884,BANK15356,Purchase,3.6,2023-06-28,Electric Co,ATM,0
TXN114885,BANK11912,Transfer,101.92,2023-11-09,Electric Co,In-Store,0
TXN114886,BANK11107,Purchase,40.47,2023-03-30,Amazon,In-Store,0
TXN114887,BANK17633,Payment,-7.85,2023-08-26,Water Co,In-Store,0
TXN114888,BANK18624,Withdrawal,-18.56,2023-03-11,Apple,In-Store,0
TXN114889,BANK19127,Payment,-1.82,2023-07-08,Netflix,ATM,0
TXN114890,BANK13056,Withdrawal,-0.59,2023-08-29,Google,In-Store,0
TXN114891,BANK19069,Withdrawal,-19.31,2023-12-22,Google,In-Store,0
TXN114892,BANK10413,Purchase,23.58,2023-04-22,Starbucks,ATM,0
TXN114893,BANK15425,Deposit,59.56,2023-02-23,Mortgage Co,ATM,0
TXN114894,BANK10754,Deposit,48.49,2023-01-16,Apple,ATM,0
TXN114895,BANK14088,Payment,-32.79,2023-01-26,Water Co,ATM,0
TXN114896,BANK14124,Payment,-200.91,2023-11-09,Spotify,In-Store,0
TXN114897,BANK15511,Purchase,77.94,2023-06-13,Mortgage Co,Online,0
TXN114898,BANK15988,Payment,-23.26,2023-06-16,Water Co,ATM,0
TXN114899,BANK13774,Deposit,19.75,2023-01-20,Google,ATM,0
TXN114900,BANK19077,Purchase,273.22,2023-04-18,Spotify,In-Store,0
TXN114901,BANK18638,Deposit,26.18,2023-12-21,Electric Co,Online,0
TXN114902,BANK13058,Transfer,30.35,2023-05-28,Walmart,ATM,0
TXN114903,BANK18368,Purchase,29.79,2023-11-09,Walmart,Online,0
TXN114904,BANK17728,Deposit,86.84,2023-01-12,Amazon,In-Store,0
TXN114905,BANK12602,Withdrawal,-6.03,2023-03-23,Starbucks,ATM,0
TXN114906,BANK10116,Withdrawal,-22.28,2023-09-14,Amazon,In-Store,0
TXN114907,BANK14292,Purchase,3.2,2023-01-01,Apple,In-Store,0
TXN114908,BANK17231,Payment,-6.45,2023-11-02,Walmart,Online,0
TXN114909,BANK16499,Transfer,6.55,2023-11-07,Starbucks,In-Store,0
TXN114910,BANK17746,Purchase,4.08,2023-06-10,Water Co,In-Store,0
TXN114911,BANK17129,Purchase,3.83,2023-07-31,Spotify,Online,0
TXN114912,BANK16220,Withdrawal,-51.91,2023-08-14,Google,In-Store,0
TXN114913,BANK16207,Payment,-13.74,2023-04-14,Electric Co,ATM,0
TXN114914,BANK10725,Withdrawal,-3.58,2023-08-06,Water Co,In-Store,0
TXN114915,BANK18720,Payment,-12.09,2023-03-20,Google,In-Store,0
TXN114916,BANK12105,Transfer,36.25,2023-12-04,Electric Co,ATM,0
TXN114917,BANK18852,Payment,-20.06,2023-08-08,Amazon,Online,0
TXN114918,BANK18945,Deposit,48.34,2023-02-20,Amazon,In-Store,0
TXN114919,BANK18112,Payment,-1.77,2023-09-02,Walmart,In-Store,0
TXN114920,BANK14902,Payment,-168.01,2023-02-16,Electric Co,Online,0
TXN114921,BANK15258,Purchase,27.77,2023-11-24,Google,Online,0
TXN114922,BANK18201,Withdrawal,-5.32,2023-10-22,Google,Online,0
TXN114923,BANK17319,Purchase,5.39,2023-04-09,Walmart,ATM,0
TXN114924,BANK11294,Purchase,96.67,2023-02-08,Mortgage Co,ATM,0
TXN114925,BANK12119,Payment,-1.33,2023-12-27,Walmart,Online,0
TXN114926,BANK10911,Payment,-30.12,2023-06-21,Spotify,ATM,0
TXN114927,BANK17743,Withdrawal,-0.17,2023-02-28,Netflix,In-Store,0
TXN114928,BANK15134,Purchase,1.45,2023-08-05,Starbucks,In-Store,0
TXN114929,BANK13401,Withdrawal,-2.51,2023-11-17,Walmart,Online,1
TXN114930,BANK11183,Deposit,1.85,2023-07-21,Apple,Online,0
TXN114931,BANK13524,Transfer,13.42,2023-06-07,Amazon,Online,0
TXN114932,BANK16390,Purchase,14.75,2023-01-12,Starbucks,Online,0
TXN114933,BANK19100,Payment,-3.64,2023-07-19,Mortgage Co,In-Store,0
TXN114934,BANK15896,Purchase,3.74,2023-05-11,Amazon,In-Store,0
TXN114935,BANK19898,Payment,-158.4,2023-02-14,Google,ATM,0
TXN114936,BANK13106,Purchase,21.98,2023-12-13,Walmart,ATM,0
TXN114937,BANK11683,Transfer,4.61,2023-04-12,Spotify,In-Store,0
TXN114938,BANK16085,Deposit,2.96,2023-04-16,Mortgage Co,Online,0
TXN114939,BANK12232,Withdrawal,-23.09,2023-08-02,Apple,In-Store,0
TXN114940,BANK16490,Purchase,110.54,2023-08-30,Electric Co,ATM,0
TXN114941,BANK12103,Purchase,7.97,2023-11-13,Walmart,Online,0
TXN114942,BANK11561,Payment,-51.44,2023-12-10,Google,ATM,0
TXN114943,BANK10564,Purchase,271.47,2023-12-14,Netflix,In-Store,1
TXN114944,BANK17876,Purchase,3.12,2023-08-24,Amazon,ATM,0
TXN114945,BANK14842,Withdrawal,-643.8,2023-04-04,Walmart,In-Store,0
TXN114946,BANK11346,Deposit,10.96,2023-12-10,Mortgage Co,Online,0
TXN114947,BANK14209,Purchase,15.79,2023-09-06,Electric Co,Online,0
TXN114948,BANK14314,Purchase,319.98,2023-12-20,Amazon,In-Store,0
TXN114949,BANK13602,Payment,-55.11,2023-05-26,Amazon,In-Store,0
TXN114950,BANK10062,Payment,-175.66,2023-04-21,Walmart,ATM,0
TXN114951,BANK11995,Withdrawal,-61.46,2023-07-02,Mortgage Co,ATM,0
TXN114952,BANK10249,Deposit,4.49,2023-02-09,Netflix,Online,0
TXN114953,BANK16351,Transfer,4.29,2023-02-13,Amazon,In-Store,0
TXN114954,BANK11337,Purchase,3.04,2023-04-30,Apple,In-Store,0
TXN114955,BANK14544,Deposit,11.91,2023-11-29,Google,In-Store,0
TXN114956,BANK14688,Deposit,6.68,2023-12-03,Water Co,In-Store,0
TXN114957,BANK15824,Transfer,180.31,2023-03-05,Apple,Online,0
TXN114958,BANK12332,Deposit,25.47,2023-10-18,Electric Co,Online,0
TXN114959,BANK19680,Payment,-13.45,2023-01-13,Spotify,In-Store,0
TXN114960,BANK19789,Transfer,234.68,2023-12-25,Electric Co,Online,0
TXN114961,BANK16257,Payment,-1.7,2023-08-06,Mortgage Co,Online,0
TXN114962,BANK15011,Payment,-80.49,2023-03-21,Spotify,Online,0
TXN114963,BANK15775,Withdrawal,-46.07,2023-05-21,Spotify,ATM,0
TXN114964,BANK17558,Payment,-50.05,2023-06-08,Water Co,Online,0
TXN114965,BANK15109,Purchase,25.9,2023-01-01,Electric Co,In-Store,0
TXN114966,BANK14443,Payment,-1633.53,2023-05-22,Netflix,Online,0
TXN114967,BANK13354,Payment,-2.21,2023-05-02,Starbucks,Online,0
TXN114968,BANK13498,Withdrawal,-6.5,2023-11-26,Netflix,In-Store,0
TXN114969,BANK11132,Purchase,11.02,2023-08-22,Mortgage Co,ATM,0
TXN114970,BANK19751,Purchase,2.32,2023-04-26,Walmart,Online,0
TXN114971,BANK17845,Withdrawal,-76.59,2023-10-03,Amazon,In-Store,0
TXN114972,BANK11584,Deposit,69.46,2023-02-18,Netflix,Online,0
TXN114973,BANK12006,Payment,-181.7,2023-09-10,Amazon,Online,0
TXN114974,BANK15937,Payment,-39.59,2023-11-27,Walmart,In-Store,0
TXN114975,BANK13715,Deposit,1.51,2023-09-20,Water Co,In-Store,0
TXN114976,BANK13720,Deposit,267.41,2023-05-05,Netflix,ATM,0
TXN114977,BANK13981,Deposit,6.36,2023-08-27,Spotify,ATM,0
TXN114978,BANK14532,Transfer,12.95,2023-04-04,Starbucks,In-Store,0
TXN114979,BANK19513,Deposit,113.92,2023-08-16,Google,In-Store,0
TXN114980,BANK17387,Payment,-8.74,2023-11-20,Electric Co,In-Store,0
TXN114981,BANK12697,Deposit,4.78,2023-01-28,Electric Co,Online,0
TXN114982,BANK17080,Purchase,7.03,2023-05-27,Google,Online,0
TXN114983,BANK17657,Purchase,29.62,2023-05-24,Mortgage Co,Online,0
TXN114984,BANK10466,Purchase,48.3,2023-09-10,Google,ATM,0
TXN114985,BANK11511,Withdrawal,-32.8,2023-03-14,Mortgage Co,Online,0
TXN114986,BANK10412,Transfer,14.95,2023-11-29,Apple,ATM,0
TXN114987,BANK10748,Deposit,59.65,2023-02-18,Electric Co,In-Store,0
TXN114988,BANK13375,Withdrawal,-13.09,2023-01-15,Electric Co,ATM,0
TXN114989,BANK14956,Transfer,144.71,2023-02-10,Water Co,In-Store,0
TXN114990,BANK13707,Purchase,2.93,2023-05-19,Water Co,Online,0
TXN114991,BANK14824,Purchase,240.08,2023-11-15,Apple,In-Store,0
TXN114992,BANK14940,Deposit,1.04,2023-04-17,Water Co,In-Store,0
TXN114993,BANK19826,Withdrawal,-9.62,2023-10-14,Netflix,Online,0
TXN114994,BANK19824,Withdrawal,-6.09,2023-01-07,Walmart,Online,0
TXN114995,BANK18131,Transfer,4.57,2023-01-13,Apple,Online,0
TXN114996,BANK15968,Purchase,3.62,2023-10-12,Walmart,In-Store,0
TXN114997,BANK18892,Purchase,6.22,2023-10-26,Netflix,ATM,0
TXN114998,BANK15831,Withdrawal,-58.24,2023-01-09,Spotify,In-Store,0
TXN114999,BANK19036,Transfer,1.24,2023-12-28,Google,Online,0
TXN115000,BANK16772,Deposit,336.2,2023-12-21,Starbucks,In-Store,0
TXN115001,BANK11127,Withdrawal,-11.66,2023-07-16,Apple,Online,0
TXN115002,BANK18694,Transfer,23.59,2023-07-31,Water Co,In-Store,0
TXN115003,BANK18576,Deposit,2.11,2023-01-01,Mortgage Co,In-Store,0
TXN115004,BANK18299,Purchase,1.53,2023-08-10,Mortgage Co,ATM,1
TXN115005,BANK11512,Payment,-0.81,2023-06-30,Starbucks,In-Store,0
TXN115006,BANK17801,Deposit,64.56,2023-09-10,Water Co,In-Store,0
TXN115007,BANK18384,Deposit,226.63,2023-12-16,Apple,Online,0
TXN115008,BANK16610,Purchase,1.48,2023-01-08,Mortgage Co,ATM,0
TXN115009,BANK10879,Withdrawal,-14.22,2023-09-27,Apple,Online,0
TXN115010,BANK12143,Withdrawal,-4.12,2023-09-27,Amazon,In-Store,0
TXN115011,BANK11894,Purchase,29.15,2023-05-11,Google,ATM,0
TXN115012,BANK16002,Purchase,4.18,2023-02-25,Google,In-Store,0
TXN115013,BANK19382,Transfer,14.0,2023-12-22,Netflix,In-Store,0
TXN115014,BANK19679,Payment,-99.47,2023-04-09,Amazon,Online,0
TXN115015,BANK12514,Payment,-2.39,2023-11-27,Water Co,ATM,0
TXN115016,BANK18177,Transfer,7.29,2023-07-13,Amazon,ATM,0
TXN115017,BANK19945,Purchase,60.28,2023-02-20,Amazon,Online,0
TXN115018,BANK14180,Transfer,2.69,2023-01-27,Amazon,ATM,0
TXN115019,BANK13561,Payment,-70.75,2023-07-02,Amazon,ATM,0
TXN115020,BANK17476,Deposit,66.9,2023-11-15,Spotify,In-Store,0
TXN115021,BANK17161,Withdrawal,-15.71,2023-12-01,Google,In-Store,0
TXN115022,BANK13597,Deposit,127.24,2023-11-21,Spotify,In-Store,0
TXN115023,BANK18437,Transfer,224.27,2023-01-15,Mortgage Co,Online,0
TXN115024,BANK12090,Purchase,7.95,2023-03-15,Mortgage Co,Online,0
TXN115025,BANK18045,Payment,-8.44,2023-09-28,Walmart,ATM,0
TXN115026,BANK14726,Purchase,44.73,2023-01-12,Walmart,ATM,0
TXN115027,BANK19557,Payment,-5.41,2023-03-18,Google,In-Store,0
TXN115028,BANK10737,Deposit,6.16,2023-05-17,Apple,In-Store,0
TXN115029,BANK13451,Payment,-216.73,2023-01-21,Google,ATM,0
TXN115030,BANK13512,Payment,-3.98,2023-02-19,Water Co,In-Store,0
TXN115031,BANK11925,Payment,-4.36,2023-10-26,Mortgage Co,In-Store,0
TXN115032,BANK12624,Transfer,20.05,2023-06-24,Walmart,In-Store,0
TXN115033,BANK12742,Payment,-4.32,2023-03-04,Netflix,In-Store,0
TXN115034,BANK13050,Deposit,3.92,2023-06-15,Water Co,In-Store,0
TXN115035,BANK13753,Withdrawal,-1.18,2023-09-21,Mortgage Co,Online,0
TXN115036,BANK19864,Deposit,7.15,2023-11-13,Water Co,ATM,0
TXN115037,BANK15267,Transfer,30.77,2023-03-02,Walmart,Online,0
TXN115038,BANK14326,Purchase,37.73,2023-11-01,Mortgage Co,In-Store,0
TXN115039,BANK19121,Payment,-4.15,2023-05-23,Walmart,ATM,0
TXN115040,BANK10671,Deposit,5.09,2023-07-31,Apple,In-Store,0
TXN115041,BANK17192,Purchase,44.74,2023-08-29,Amazon,In-Store,0
TXN115042,BANK10225,Payment,-184.7,2023-10-20,Water Co,Online,0
TXN115043,BANK14748,Transfer,4.74,2023-07-12,Amazon,Online,0
TXN115044,BANK17380,Withdrawal,-81.23,2023-06-13,Spotify,Online,0
TXN115045,BANK13387,Purchase,41.02,2023-02-01,Spotify,Online,0
TXN115046,BANK11927,Withdrawal,-11.16,2023-07-29,Amazon,In-Store,0
TXN115047,BANK15115,Deposit,5.94,2023-04-17,Netflix,In-Store,0
TXN115048,BANK18607,Payment,-5.87,2023-09-10,Apple,Online,0
TXN115049,BANK13577,Deposit,69.26,2023-10-05,Electric Co,Online,0
TXN115050,BANK16493,Purchase,3.75,2023-10-30,Electric Co,Online,0
TXN115051,BANK19102,Deposit,23.84,2023-06-27,Electric Co,ATM,0
TXN115052,BANK17591,Transfer,9.76,2023-03-23,Electric Co,Online,0
TXN115053,BANK15073,Transfer,7.28,2023-06-21,Starbucks,In-Store,0
TXN115054,BANK17533,Deposit,6.17,2023-03-10,Spotify,ATM,0
TXN115055,BANK17726,Deposit,86.21,2023-09-05,Spotify,Online,0
TXN115056,BANK18132,Transfer,169.32,2023-07-18,Google,ATM,0
TXN115057,BANK14191,Purchase,1.25,2023-11-03,Amazon,In-Store,0
TXN115058,BANK10104,Deposit,27.61,2023-09-11,Mortgage Co,Online,0
TXN115059,BANK17520,Transfer,219.88,2023-03-22,Electric Co,Online,0
TXN115060,BANK10294,Transfer,81.66,2023-02-09,Walmart,ATM,0
TXN115061,BANK13623,Payment,-34.12,2023-01-10,Walmart,Online,0
TXN115062,BANK16597,Transfer,5.58,2023-07-21,Electric Co,Online,0
TXN115063,BANK16307,Withdrawal,-14.01,2023-12-04,Walmart,In-Store,0
TXN115064,BANK16735,Transfer,27.83,2023-07-11,Apple,In-Store,0
TXN115065,BANK15787,Payment,-37.16,2023-05-23,Netflix,ATM,0
TXN115066,BANK16589,Purchase,477.75,2023-04-30,Apple,In-Store,0
TXN115067,BANK10205,Purchase,4.49,2023-08-12,Water Co,In-Store,0
TXN115068,BANK10061,Deposit,0.58,2023-03-31,Water Co,Online,0
TXN115069,BANK17361,Withdrawal,-70.72,2023-05-25,Amazon,ATM,0
TXN115070,BANK16187,Payment,-28.76,2023-08-31,Starbucks,ATM,0
TXN115071,BANK12281,Withdrawal,-13.03,2023-04-14,Spotify,ATM,0
TXN115072,BANK12655,Deposit,242.06,2023-05-21,Starbucks,In-Store,0
TXN115073,BANK19005,Purchase,59.05,2023-06-20,Electric Co,ATM,0
TXN115074,BANK12533,Payment,-8.07,2023-01-15,Apple,Online,0
TXN115075,BANK11968,Transfer,8.25,2023-05-15,Water Co,In-Store,0
TXN115076,BANK12965,Deposit,25.93,2023-03-03,Walmart,Online,0
TXN115077,BANK18827,Payment,-125.09,2023-01-31,Netflix,ATM,0
TXN115078,BANK12081,Deposit,5.3,2023-05-01,Water Co,ATM,0
TXN115079,BANK11981,Purchase,17.21,2023-04-01,Walmart,ATM,0
TXN115080,BANK19519,Purchase,265.06,2023-10-28,Walmart,ATM,0
TXN115081,BANK13482,Payment,-7.88,2023-04-11,Spotify,In-Store,0
TXN115082,BANK18248,Purchase,1.19,2023-05-16,Spotify,In-Store,0
TXN115083,BANK16804,Withdrawal,-45.46,2023-03-13,Google,Online,0
TXN115084,BANK18801,Deposit,26.72,2023-12-31,Apple,Online,0
TXN115085,BANK12703,Transfer,70.18,2023-04-26,Walmart,Online,0
TXN115086,BANK17876,Deposit,4.09,2023-04-21,Mortgage Co,In-Store,0
TXN115087,BANK19102,Purchase,3.64,2023-07-08,Mortgage Co,In-Store,0
TXN115088,BANK14285,Payment,-15.4,2023-07-05,Walmart,ATM,0
TXN115089,BANK17214,Purchase,4.14,2023-12-09,Google,ATM,0
TXN115090,BANK12189,Withdrawal,-17.26,2023-12-12,Walmart,In-Store,0
TXN115091,BANK16990,Purchase,6.66,2023-02-17,Netflix,In-Store,0
TXN115092,BANK14283,Deposit,34.27,2023-10-17,Mortgage Co,ATM,0
TXN115093,BANK13530,Transfer,6.4,2023-08-18,Water Co,In-Store,0
TXN115094,BANK19809,Withdrawal,-89.97,2023-08-09,Electric Co,In-Store,0
TXN115095,BANK13374,Payment,-39.24,2023-10-11,Electric Co,In-Store,0
TXN115096,BANK13236,Transfer,28.07,2023-09-04,Amazon,In-Store,0
TXN115097,BANK10181,Payment,-50.35,2023-04-30,Walmart,ATM,0
TXN115098,BANK14904,Purchase,20.98,2023-12-07,Mortgage Co,ATM,0
TXN115099,BANK15900,Payment,-3.25,2023-07-08,Apple,ATM,0
TXN115100,BANK19604,Transfer,170.74,2023-12-20,Spotify,Online,0
TXN115101,BANK17059,Withdrawal,-7.73,2023-01-23,Walmart,ATM,0
TXN115102,BANK19337,Withdrawal,-48.81,2023-05-02,Electric Co,Online,0
TXN115103,BANK12721,Transfer,10.73,2023-06-11,Walmart,ATM,0
TXN115104,BANK10601,Transfer,3.66,2023-09-19,Starbucks,Online,0
TXN115105,BANK16591,Deposit,1.61,2023-02-12,Netflix,ATM,0
TXN115106,BANK16568,Transfer,785.5,2023-06-14,Starbucks,Online,0
TXN115107,BANK16505,Transfer,1.76,2023-07-04,Water Co,Online,0
TXN115108,BANK10531,Purchase,17.23,2023-04-11,Spotify,In-Store,0
TXN115109,BANK14475,Withdrawal,-43.42,2023-06-20,Amazon,In-Store,0
TXN115110,BANK18897,Payment,-0.67,2023-06-05,Electric Co,Online,0
TXN115111,BANK15772,Transfer,14.81,2023-11-29,Mortgage Co,ATM,0
TXN115112,BANK13794,Payment,-147.41,2023-06-28,Walmart,Online,0
TXN115113,BANK11548,Transfer,90.64,2023-09-19,Apple,In-Store,0
TXN115114,BANK12977,Payment,-66.58,2023-08-17,Amazon,In-Store,0
TXN115115,BANK13315,Purchase,22.2,2023-08-13,Water Co,Online,0
TXN115116,BANK14134,Withdrawal,-3.01,2023-02-12,Apple,In-Store,0
TXN115117,BANK14335,Transfer,5.98,2023-01-30,Electric Co,ATM,0
TXN115118,BANK13368,Payment,-4.55,2023-05-24,Apple,ATM,0
TXN115119,BANK15571,Purchase,39.83,2023-05-31,Mortgage Co,ATM,0
TXN115120,BANK18536,Payment,-1.37,2023-11-13,Spotify,In-Store,0
TXN115121,BANK14540,Payment,-64.89,2023-08-21,Amazon,ATM,0
TXN115122,BANK19474,Deposit,10.84,2023-10-19,Amazon,In-Store,0
TXN115123,BANK19214,Payment,-5.94,2023-10-02,Mortgage Co,Online,0
TXN115124,BANK11500,Payment,-44.15,2023-06-21,Apple,ATM,0
TXN115125,BANK11842,Transfer,3.29,2023-10-17,Apple,ATM,0
TXN115126,BANK18533,Deposit,101.96,2023-11-27,Mortgage Co,In-Store,0
TXN115127,BANK15067,Payment,-29.47,2023-03-12,Netflix,Online,0
TXN115128,BANK17094,Deposit,17.27,2023-04-04,Electric Co,Online,0
TXN115129,BANK15758,Withdrawal,-3.16,2023-06-29,Starbucks,ATM,0
TXN115130,BANK11606,Transfer,5.27,2023-12-16,Mortgage Co,Online,0
TXN115131,BANK12523,Deposit,37.87,2023-07-11,Netflix,In-Store,0
TXN115132,BANK14282,Transfer,55.45,2023-07-05,Google,In-Store,0
TXN115133,BANK12970,Transfer,55.16,2023-04-11,Water Co,Online,0
TXN115134,BANK11939,Purchase,24.94,2023-03-06,Starbucks,In-Store,0
TXN115135,BANK10476,Transfer,64.43,2023-10-16,Netflix,Online,0
TXN115136,BANK16370,Transfer,3.39,2023-01-26,Electric Co,ATM,0
TXN115137,BANK13850,Transfer,47.73,2023-10-06,Water Co,ATM,0
TXN115138,BANK17662,Transfer,3.22,2023-12-18,Electric Co,Online,0
TXN115139,BANK19131,Purchase,17.15,2023-10-19,Starbucks,ATM,0
TXN115140,BANK11447,Withdrawal,-13.61,2023-12-19,Google,In-Store,0
TXN115141,BANK17763,Payment,-10.61,2023-11-30,Google,ATM,0
TXN115142,BANK10310,Transfer,498.56,2023-07-15,Google,ATM,0
TXN115143,BANK15028,Payment,-7.84,2023-07-16,Google,ATM,0
TXN115144,BANK19160,Withdrawal,-86.53,2023-11-05,Google,In-Store,0
TXN115145,BANK13694,Transfer,20.41,2023-12-29,Electric Co,In-Store,0
TXN115146,BANK16164,Transfer,77.8,2023-01-16,Electric Co,Online,0
TXN115147,BANK14135,Transfer,10.22,2023-03-05,Amazon,ATM,0
TXN115148,BANK18667,Purchase,3.9,2023-03-24,Walmart,ATM,0
TXN115149,BANK11553,Purchase,15.02,2023-06-18,Apple,In-Store,0
TXN115150,BANK11362,Transfer,19.13,2023-10-14,Starbucks,In-Store,0
TXN115151,BANK16730,Payment,-107.23,2023-02-06,Amazon,Online,0
TXN115152,BANK15538,Purchase,13.02,2023-08-12,Electric Co,Online,0
TXN115153,BANK19492,Purchase,12.18,2023-01-06,Mortgage Co,Online,0
TXN115154,BANK15728,Payment,-27.28,2023-06-16,Apple,In-Store,0
TXN115155,BANK15921,Transfer,8.1,2023-07-03,Spotify,Online,0
TXN115156,BANK19051,Purchase,32.58,2023-11-23,Walmart,ATM,0
TXN115157,BANK16099,Transfer,17.43,2023-05-17,Electric Co,In-Store,0
TXN115158,BANK19383,Purchase,1.79,2023-07-09,Water Co,ATM,0
TXN115159,BANK14227,Transfer,28.93,2023-08-26,Netflix,Online,0
TXN115160,BANK12734,Deposit,33.65,2023-05-19,Water Co,In-Store,0
TXN115161,BANK11200,Withdrawal,-22.11,2023-07-23,Amazon,ATM,0
TXN115162,BANK14042,Withdrawal,-23.53,2023-06-13,Amazon,Online,1
TXN115163,BANK18186,Withdrawal,-35.67,2023-06-23,Netflix,ATM,0
TXN115164,BANK19401,Payment,-14.12,2023-10-01,Mortgage Co,ATM,0
TXN115165,BANK13233,Payment,-15.95,2023-10-03,Water Co,In-Store,0
TXN115166,BANK11710,Withdrawal,-36.43,2023-07-16,Google,Online,0
TXN115167,BANK13417,Deposit,35.63,2023-08-21,Apple,Online,0
TXN115168,BANK16719,Deposit,17.08,2023-10-25,Apple,Online,0
TXN115169,BANK13169,Payment,-39.71,2023-08-26,Starbucks,In-Store,0
TXN115170,BANK16453,Deposit,38.09,2023-09-18,Amazon,Online,0
TXN115171,BANK15512,Deposit,0.43,2023-08-26,Electric Co,Online,0
TXN115172,BANK19440,Transfer,10.17,2023-10-30,Starbucks,In-Store,0
TXN115173,BANK18135,Deposit,129.58,2023-07-02,Amazon,In-Store,0
TXN115174,BANK12904,Transfer,69.26,2023-10-20,Apple,In-Store,0
TXN115175,BANK18009,Payment,-150.87,2023-04-09,Netflix,In-Store,0
TXN115176,BANK16549,Purchase,24.0,2023-05-18,Electric Co,Online,0
TXN115177,BANK17556,Deposit,179.1,2023-10-28,Netflix,ATM,0
TXN115178,BANK17006,Withdrawal,-8.71,2023-12-08,Spotify,Online,0
TXN115179,BANK18514,Deposit,5.54,2023-04-02,Apple,ATM,0
TXN115180,BANK18067,Purchase,25.26,2023-01-23,Spotify,In-Store,0
TXN115181,BANK17802,Withdrawal,-12.27,2023-11-11,Netflix,Online,0
TXN115182,BANK17997,Withdrawal,-152.6,2023-08-23,Mortgage Co,In-Store,0
TXN115183,BANK15998,Transfer,105.41,2023-09-21,Spotify,Online,0
TXN115184,BANK19305,Withdrawal,-22.87,2023-03-15,Mortgage Co,Online,0
TXN115185,BANK13434,Transfer,15.85,2023-05-15,Walmart,Online,0
TXN115186,BANK15912,Withdrawal,-21.36,2023-11-16,Water Co,In-Store,0
TXN115187,BANK19158,Purchase,39.69,2023-12-31,Apple,ATM,0
TXN115188,BANK16965,Deposit,37.92,2023-01-30,Spotify,Online,0
TXN115189,BANK11178,Withdrawal,-123.58,2023-06-05,Starbucks,In-Store,0
TXN115190,BANK13418,Transfer,138.28,2023-12-23,Walmart,In-Store,0
TXN115191,BANK15056,Payment,-1.9,2023-04-07,Netflix,Online,0
TXN115192,BANK11463,Payment,-41.4,2023-05-28,Walmart,In-Store,0
TXN115193,BANK17954,Deposit,10.46,2023-10-21,Walmart,Online,0
TXN115194,BANK14208,Withdrawal,-53.31,2023-04-17,Spotify,ATM,0
TXN115195,BANK19758,Deposit,75.8,2023-06-13,Mortgage Co,Online,0
TXN115196,BANK11195,Purchase,2.9,2023-01-21,Water Co,Online,0
TXN115197,BANK19581,Withdrawal,-45.99,2023-03-30,Google,In-Store,0
TXN115198,BANK15669,Withdrawal,-27.81,2023-03-28,Walmart,In-Store,0
TXN115199,BANK13605,Deposit,94.88,2023-10-03,Google,Online,0
TXN115200,BANK19099,Payment,-56.34,2023-01-06,Starbucks,In-Store,0
TXN115201,BANK10384,Transfer,5.73,2023-10-23,Walmart,ATM,0
