customer_id,signup_date,location,tier,loyalty_score
CUST11193,2020-08-14,New York,Basic,38.31
CUST11194,2021-02-18,Houston,Basic,53.52
CUST11195,2021-12-09,San Diego,Platinum,19.68
CUST11196,2020-09-06,Philadelphia,Gold,85.01
CUST11197,2020-11-09,Dallas,Platinum,18.56
CUST11198,2021-11-10,San Jose,Basic,67.73
CUST11199,2021-08-18,San Jose,Basic,65.99
CUST11200,2021-01-12,San Diego,Basic,43.51
CUST11201,2021-04-29,Philadelphia,Platinum,52.06
CUST11202,2021-07-20,San Diego,Silver,56.92
CUST11203,2021-06-27,Los Angeles,Silver,77.64
CUST11204,2020-12-18,Los Angeles,Gold,86.03
CUST11205,2021-03-11,Houston,Silver,24.2
CUST11206,2022-02-02,New York,Silver,96.46
CUST11207,2021-07-17,Philadelphia,Basic,75.97
CUST11208,2020-12-04,Philadelphia,Basic,65.59
CUST11209,2020-12-26,Phoenix,Platinum,39.13
CUST11210,2021-12-20,Dallas,Basic,54.51
CUST11211,2021-04-09,Dallas,Basic,58.66
CUST11212,2020-10-04,Philadelphia,Gold,16.84
CUST11213,2020-11-09,Los Angeles,Silver,57.4
CUST11214,2020-09-14,New York,Basic,69.67
CUST11215,2020-08-24,Chicago,Silver,55.01
CUST11216,2020-05-03,San Diego,Basic,82.77
CUST11217,2022-01-08,Chicago,Silver,61.81
CUST11218,2020-07-16,San Antonio,Silver,3.25
CUST11219,2020-11-19,Los Angeles,Basic,59.77
CUST11220,2020-05-02,Phoenix,Platinum,75.22
CUST11221,2022-01-30,San Jose,Basic,10.8
CUST11222,2021-07-02,Houston,Gold,68.39
CUST11223,2022-08-31,Houston,Gold,49.12
CUST11224,2022-02-19,Los Angeles,Silver,92.86
CUST11225,2021-12-07,San Antonio,Silver,26.74
CUST11226,2020-07-08,Houston,Platinum,54.99
CUST11227,2020-07-15,San Diego,Platinum,34.79
CUST11228,2020-08-09,Houston,Basic,85.21
CUST11229,2022-01-26,Philadelphia,Silver,41.84
CUST11230,2021-05-10,Los Angeles,Silver,83.99
CUST11231,2020-10-10,San Antonio,Basic,15.99
CUST11232,2022-01-11,New York,Gold,51.67
CUST11233,2021-08-26,San Jose,Gold,56.62
CUST11234,2022-09-27,Los Angeles,Silver,68.01
CUST11235,2022-02-17,San Diego,Basic,83.78
CUST11236,2021-06-21,San Diego,Platinum,55.97
CUST11237,2021-09-03,San Jose,Gold,13.0
CUST11238,2020-10-16,Dallas,Basic,31.51
CUST11239,2020-04-12,Chicago,Platinum,18.98
CUST11240,2022-05-02,San Diego,Silver,89.89
CUST11241,2020-07-17,New York,Platinum,60.72
CUST11242,2020-10-30,Dallas,Silver,38.91
CUST11243,2020-08-20,New York,Basic,57.28
CUST11244,2021-01-04,Dallas,Gold,62.83
CUST11245,2020-07-02,San Antonio,Gold,58.29
CUST11246,2020-11-05,San Jose,Basic,66.04
CUST11247,2020-01-15,San Diego,Basic,74.07
CUST11248,2021-12-26,Dallas,Silver,24.26
CUST11249,2021-06-30,Chicago,Platinum,50.53
CUST11250,2020-05-09,San Jose,Gold,60.32
CUST11251,2020-10-07,Chicago,Platinum,75.7
CUST11252,2020-02-16,Chicago,Basic,74.38
CUST11253,2022-09-24,Los Angeles,Silver,32.83
CUST11254,2020-02-25,San Antonio,Gold,19.73
CUST11255,2021-07-20,San Jose,Basic,46.31
CUST11256,2020-10-26,San Jose,Gold,61.94
CUST11257,2021-12-15,Philadelphia,Platinum,81.31
CUST11258,2022-08-24,Dallas,Silver,23.71
CUST11259,2020-05-09,San Antonio,Gold,11.18
CUST11260,2021-10-15,San Antonio,Silver,25.45
CUST11261,2022-06-08,San Jose,Gold,10.9
CUST11262,2022-02-09,Houston,Platinum,62.54
CUST11263,2021-05-17,Phoenix,Basic,59.96
CUST11264,2020-04-15,San Antonio,Gold,71.3
CUST11265,2022-06-12,Philadelphia,Basic,25.77
CUST11266,2020-01-13,Phoenix,Platinum,73.85
CUST11267,2021-08-10,San Diego,Platinum,27.79
CUST11268,2020-10-18,Chicago,Silver,64.6
CUST11269,2021-04-25,Chicago,Basic,94.6
CUST11270,2021-05-05,San Antonio,Silver,25.23
CUST11271,2021-03-27,San Jose,Basic,30.52
CUST11272,2020-12-14,Dallas,Basic,31.2
CUST11273,2020-07-07,Phoenix,Gold,34.59
CUST11274,2022-09-15,Dallas,Silver,28.96
CUST11275,2020-02-22,Philadelphia,Platinum,38.49
CUST11276,2020-09-15,Dallas,Silver,44.1
CUST11277,2022-08-21,Houston,Basic,66.76
CUST11278,2022-06-01,Houston,Basic,75.26
CUST11279,2021-05-04,Houston,Silver,71.05
CUST11280,2020-04-26,San Jose,Gold,53.21
CUST11281,2022-04-21,Phoenix,Platinum,11.64
CUST11282,2020-03-07,Philadelphia,Gold,90.52
CUST11283,2021-02-14,Chicago,Silver,54.29
CUST11284,2021-05-18,Chicago,Silver,48.73
CUST11285,2020-03-16,Dallas,Platinum,75.81
CUST11286,2021-08-13,Dallas,Silver,44.45
CUST11287,2021-10-06,Philadelphia,Basic,53.85
CUST11288,2021-12-03,Los Angeles,Silver,64.7
CUST11289,2020-02-24,Philadelphia,Platinum,78.66
CUST11290,2020-06-04,Dallas,Gold,43.54
CUST11291,2020-06-01,San Diego,Silver,57.41
CUST11292,2022-04-10,San Jose,Gold,82.68
CUST11293,2021-07-30,San Jose,Gold,53.84
CUST11294,2022-08-29,San Antonio,Basic,43.85
CUST11295,2020-11-07,Dallas,Platinum,56.86
CUST11296,2020-03-28,Phoenix,Gold,38.2
CUST11297,2020-09-11,San Antonio,Basic,62.54
CUST11298,2020-05-01,New York,Silver,62.67
CUST11299,2021-07-25,Dallas,Gold,66.63
CUST11300,2022-02-21,Los Angeles,Gold,28.1
CUST11301,2021-03-02,New York,Silver,52.29
CUST11302,2021-09-12,San Antonio,Silver,65.49
CUST11303,2021-09-02,Chicago,Basic,60.54
CUST11304,2022-03-20,New York,Silver,56.59
CUST11305,2021-09-25,New York,Silver,63.72
CUST11306,2020-08-19,Houston,Platinum,25.71
CUST11307,2022-03-05,Phoenix,Gold,39.04
CUST11308,2021-06-19,Chicago,Silver,32.93
CUST11309,2021-01-24,Phoenix,Platinum,50.39
CUST11310,2021-04-06,Phoenix,Basic,78.06
CUST11311,2022-07-19,Chicago,Basic,30.23
CUST11312,2021-03-29,New York,Platinum,53.6
CUST11313,2020-10-31,Phoenix,Basic,33.94
CUST11314,2022-05-30,Houston,Silver,25.38
CUST11315,2021-08-25,Dallas,Basic,54.89
CUST11316,2021-03-15,New York,Silver,25.4
CUST11317,2020-11-08,Philadelphia,Silver,53.64
CUST11318,2021-08-05,San Diego,Silver,61.01
CUST11319,2021-09-27,Los Angeles,Basic,30.36
CUST11320,2020-03-02,San Jose,Silver,49.77
CUST11321,2021-09-16,Dallas,Silver,86.51
CUST11322,2022-09-10,Houston,Silver,10.04
CUST11323,2022-01-27,Dallas,Basic,42.85
CUST11324,2020-04-11,San Antonio,Platinum,92.09
CUST11325,2022-08-28,Houston,Platinum,60.2
CUST11326,2022-02-20,Dallas,Gold,79.94
CUST11327,2020-07-31,Phoenix,Silver,78.33
CUST11328,2021-10-02,New York,Silver,76.31
CUST11329,2020-08-04,San Antonio,Silver,60.53
CUST11330,2020-09-27,San Antonio,Platinum,66.27
CUST11331,2021-11-07,San Antonio,Silver,32.56
CUST11332,2020-03-24,Philadelphia,Silver,44.27
CUST11333,2020-06-09,Dallas,Gold,83.07
CUST11334,2020-09-02,New York,Gold,84.61
CUST11335,2020-06-26,New York,Platinum,49.47
CUST11336,2021-07-19,Phoenix,Silver,56.64
CUST11337,2020-03-17,Houston,Gold,31.9
CUST11338,2020-06-09,San Jose,Platinum,64.58
CUST11339,2020-01-03,San Diego,Basic,11.52
CUST11340,2021-02-22,Houston,Gold,30.57
CUST11341,2021-04-06,Philadelphia,Platinum,56.77
CUST11342,2021-12-06,San Jose,Platinum,48.78
CUST11343,2021-08-31,Dallas,Silver,58.09
CUST11344,2021-04-26,San Jose,Platinum,45.73
CUST11345,2020-10-25,Houston,Platinum,10.08
CUST11346,2020-02-03,Houston,Platinum,80.46
CUST11347,2020-08-25,Phoenix,Platinum,41.81
CUST11348,2020-10-22,San Diego,Silver,49.6
CUST11349,2021-12-24,Chicago,Platinum,83.98
CUST11350,2020-10-16,Los Angeles,Basic,73.38
CUST11351,2021-12-20,Chicago,Platinum,85.3
CUST11352,2022-05-30,Chicago,Platinum,45.75
CUST11353,2021-04-09,Dallas,Basic,38.06
CUST11354,2020-03-13,Los Angeles,Gold,79.57
CUST11355,2021-12-04,San Antonio,Silver,52.69
CUST11356,2020-08-27,New York,Silver,34.76
CUST11357,2022-08-04,San Antonio,Gold,88.87
CUST11358,2020-09-27,Phoenix,Platinum,32.34
CUST11359,2022-03-17,Dallas,Platinum,44.82
CUST11360,2022-03-21,Phoenix,Gold,47.49
CUST11361,2021-10-02,Chicago,Platinum,69.0
CUST11362,2021-08-26,Chicago,Gold,29.71
CUST11363,2021-11-08,San Jose,Platinum,10.68
CUST11364,2022-04-03,Phoenix,Platinum,59.66
CUST11365,2022-08-14,New York,Basic,53.72
CUST11366,2020-07-21,Philadelphia,Gold,19.63
CUST11367,2021-03-11,San Diego,Silver,50.28
CUST11368,2020-04-27,Chicago,Platinum,19.03
CUST11369,2021-07-11,New York,Silver,64.52
CUST11370,2020-08-18,Chicago,Silver,21.54
CUST11371,2021-10-25,Philadelphia,Silver,61.38
CUST11372,2020-06-01,San Jose,Basic,68.71
CUST11373,2022-07-19,New York,Basic,51.22
CUST11374,2020-09-29,San Jose,Gold,86.53
CUST11375,2022-04-26,Phoenix,Platinum,3.79
CUST11376,2020-05-25,San Diego,Platinum,76.83
CUST11377,2020-03-14,San Jose,Platinum,55.24
CUST11378,2020-03-02,Dallas,Platinum,71.33
CUST11379,2020-06-18,Philadelphia,Gold,82.25
CUST11380,2022-03-22,Los Angeles,Platinum,47.6
CUST11381,2020-11-10,Philadelphia,Platinum,50.65
CUST11382,2021-09-01,Dallas,Gold,84.77
CUST11383,2022-02-05,Houston,Basic,37.31
CUST11384,2022-04-24,Chicago,Platinum,62.62
CUST11385,2021-08-05,Dallas,Basic,61.87
CUST11386,2022-08-01,Los Angeles,Basic,78.85
CUST11387,2020-10-22,Dallas,Platinum,11.72
CUST11388,2021-03-25,Chicago,Silver,11.79
CUST11389,2020-05-07,San Antonio,Silver,37.58
CUST11390,2021-04-24,Dallas,Platinum,47.05
CUST11391,2021-12-06,Dallas,Gold,52.54
CUST11392,2020-11-07,San Antonio,Gold,27.91
CUST11393,2021-12-17,Los Angeles,Platinum,9.08
CUST11394,2021-02-16,Philadelphia,Gold,95.41
CUST11395,2022-08-23,Houston,Basic,36.95
CUST11396,2020-10-05,Houston,Platinum,80.08
CUST11397,2021-05-27,Philadelphia,Platinum,28.57
CUST11398,2021-07-06,Philadelphia,Silver,48.1
CUST11399,2021-05-20,Philadelphia,Silver,21.43
CUST11400,2021-03-24,Phoenix,Platinum,89.38
CUST11401,2020-03-23,Houston,Basic,35.12
CUST11402,2021-09-04,San Jose,Gold,17.19
CUST11403,2020-02-10,Dallas,Basic,83.22
CUST11404,2022-06-29,San Diego,Silver,36.39
CUST11405,2021-03-18,Dallas,Gold,79.34
CUST11406,2022-01-22,New York,Platinum,49.81
CUST11407,2020-11-26,Los Angeles,Silver,8.09
CUST11408,2021-09-10,Philadelphia,Gold,83.83
CUST11409,2020-09-13,San Diego,Silver,32.87
CUST11410,2020-01-27,Houston,Silver,58.45
CUST11411,2020-04-03,San Jose,Basic,53.56
CUST11412,2020-08-22,San Jose,Basic,26.19
CUST11413,2022-09-11,Houston,Basic,78.92
CUST11414,2021-11-21,New York,Platinum,82.82
CUST11415,2022-05-06,Philadelphia,Platinum,27.61
CUST11416,2022-05-31,San Antonio,Basic,46.21
CUST11417,2021-08-12,Los Angeles,Silver,44.8
CUST11418,2021-08-24,San Antonio,Platinum,50.97
CUST11419,2022-08-31,Phoenix,Silver,48.94
CUST11420,2020-01-22,Dallas,Platinum,45.83
CUST11421,2022-02-22,Phoenix,Gold,49.22
CUST11422,2021-11-19,New York,Gold,73.95
CUST11423,2022-04-21,Dallas,Platinum,51.76
CUST11424,2020-10-02,Philadelphia,Gold,89.4
CUST11425,2021-08-13,Dallas,Platinum,31.99
CUST11426,2020-02-11,Dallas,Basic,70.87
CUST11427,2022-02-20,San Diego,Basic,47.89
CUST11428,2022-02-13,San Diego,Gold,42.58
CUST11429,2020-06-28,New York,Silver,59.18
CUST11430,2021-04-26,Phoenix,Gold,63.44
CUST11431,2021-06-15,Houston,Silver,67.35
CUST11432,2021-10-29,Philadelphia,Platinum,63.0
CUST11433,2021-03-28,Dallas,Gold,73.38
CUST11434,2022-07-27,Los Angeles,Basic,66.79
CUST11435,2020-10-11,Los Angeles,Silver,87.11
CUST11436,2020-07-04,Chicago,Platinum,59.58
CUST11437,2021-08-22,Dallas,Basic,62.93
CUST11438,2021-03-22,Dallas,Basic,43.99
CUST11439,2021-10-12,New York,Basic,37.71
CUST11440,2022-04-13,Los Angeles,Platinum,22.34
CUST11441,2021-05-18,Houston,Platinum,53.74
CUST11442,2022-09-19,Houston,Gold,17.39
CUST11443,2020-04-03,San Antonio,Platinum,72.79
CUST11444,2021-04-26,Los Angeles,Silver,44.26
CUST11445,2020-12-22,Houston,Silver,32.1
CUST11446,2021-02-22,Dallas,Gold,10.39
CUST11447,2020-12-07,San Antonio,Silver,65.83
CUST11448,2020-11-24,Los Angeles,Silver,66.42
CUST11449,2021-11-17,Chicago,Silver,56.57
CUST11450,2020-04-17,New York,Platinum,39.86
CUST11451,2022-05-28,San Diego,Silver,58.12
CUST11452,2020-06-13,Philadelphia,Basic,5.24
CUST11453,2020-12-03,New York,Platinum,47.42
CUST11454,2021-02-25,Los Angeles,Silver,76.9
CUST11455,2021-12-11,Los Angeles,Silver,14.39
CUST11456,2021-05-22,New York,Silver,16.66
CUST11457,2020-10-22,Chicago,Basic,43.81
CUST11458,2021-11-09,Phoenix,Silver,26.61
CUST11459,2022-08-25,Dallas,Silver,67.74
CUST11460,2021-02-14,Los Angeles,Gold,24.18
CUST11461,2022-04-13,San Jose,Platinum,34.23
CUST11462,2022-02-17,Houston,Platinum,38.33
CUST11463,2021-07-17,Phoenix,Basic,52.16
CUST11464,2020-02-07,San Antonio,Silver,27.98
CUST11465,2021-04-10,San Antonio,Basic,55.47
CUST11466,2020-03-31,San Diego,Gold,25.95
CUST11467,2020-11-18,San Antonio,Basic,41.37
CUST11468,2020-09-15,San Antonio,Platinum,21.31
CUST11469,2020-11-27,Philadelphia,Basic,78.23
CUST11470,2020-04-28,New York,Gold,64.15
CUST11471,2022-09-20,San Antonio,Basic,35.56
CUST11472,2022-03-02,Los Angeles,Gold,89.54
CUST11473,2021-02-17,Dallas,Basic,35.12
CUST11474,2022-06-04,New York,Silver,43.69
CUST11475,2021-06-10,San Jose,Platinum,30.44
CUST11476,2022-04-24,Los Angeles,Platinum,21.98
CUST11477,2020-01-02,San Jose,Basic,20.67
CUST11478,2021-11-04,New York,Basic,90.89
CUST11479,2022-06-09,Los Angeles,Basic,54.08
CUST11480,2021-07-09,Philadelphia,Gold,34.07
CUST11481,2021-04-18,Dallas,Basic,30.09
CUST11482,2021-02-27,Los Angeles,Basic,46.93
CUST11483,2020-02-25,Phoenix,Basic,78.84
CUST11484,2020-07-11,Phoenix,Silver,19.21
CUST11485,2021-06-14,San Jose,Basic,27.99
CUST11486,2021-01-05,Los Angeles,Platinum,44.83
CUST11487,2021-09-29,Phoenix,Gold,71.17
CUST11488,2022-02-13,San Diego,Platinum,13.17
CUST11489,2021-05-25,San Antonio,Platinum,63.93
CUST11490,2021-10-02,San Antonio,Gold,89.67
CUST11491,2021-03-28,New York,Platinum,7.19
CUST11492,2022-02-17,San Diego,Gold,81.35
CUST11493,2020-02-22,Chicago,Gold,92.94
CUST11494,2020-07-27,Dallas,Gold,46.12
CUST11495,2020-09-30,Houston,Gold,82.91
CUST11496,2021-07-16,Chicago,Silver,77.18
CUST11497,2020-05-14,San Antonio,Gold,54.27
CUST11498,2022-08-07,Dallas,Platinum,71.9
CUST11499,2020-10-21,Phoenix,Platinum,15.03
CUST11500,2021-03-24,Chicago,Basic,32.34
CUST11501,2022-06-20,Phoenix,Gold,65.71
CUST11502,2021-12-16,Philadelphia,Gold,12.79
CUST11503,2021-05-11,New York,Basic,31.64
CUST11504,2020-05-04,Dallas,Basic,31.63
CUST11505,2020-01-30,Dallas,Platinum,66.75
CUST11506,2022-09-23,Chicago,Platinum,69.72
CUST11507,2021-10-07,Los Angeles,Silver,70.89
CUST11508,2021-09-15,New York,Basic,7.96
CUST11509,2022-03-29,New York,Basic,38.23
CUST11510,2020-09-02,San Jose,Gold,45.15
CUST11511,2021-12-27,San Jose,Silver,93.08
CUST11512,2020-06-11,San Antonio,Gold,56.16
CUST11513,2020-11-14,Dallas,Platinum,59.85
CUST11514,2021-07-18,Dallas,Platinum,43.04
CUST11515,2020-01-15,Los Angeles,Platinum,81.1
CUST11516,2021-07-19,Phoenix,Silver,66.51
CUST11517,2021-02-21,Houston,Basic,48.16
CUST11518,2020-04-05,Philadelphia,Gold,65.73
CUST11519,2020-08-18,Houston,Basic,59.53
CUST11520,2022-05-11,San Antonio,Gold,78.74
CUST11521,2022-07-23,Dallas,Basic,71.33
CUST11522,2020-04-26,Chicago,Gold,28.42
CUST11523,2021-04-17,Chicago,Platinum,68.38
CUST11524,2022-08-27,Chicago,Silver,36.15
CUST11525,2020-04-30,Houston,Platinum,45.68
CUST11526,2021-10-25,San Jose,Platinum,74.87
CUST11527,2022-05-02,Phoenix,Basic,54.68
CUST11528,2020-06-06,Houston,Gold,40.77
CUST11529,2021-05-25,Los Angeles,Platinum,27.61
CUST11530,2022-08-13,Chicago,Platinum,57.09
CUST11531,2022-01-03,San Jose,Basic,33.91
CUST11532,2020-10-25,New York,Platinum,50.26
CUST11533,2021-06-05,Dallas,Gold,80.17
CUST11534,2021-12-23,San Diego,Silver,21.55
CUST11535,2020-10-06,Dallas,Silver,35.56
CUST11536,2021-03-01,Los Angeles,Basic,79.55
CUST11537,2022-05-04,Phoenix,Silver,36.12
CUST11538,2021-05-09,Los Angeles,Platinum,25.8
CUST11539,2021-04-28,Phoenix,Basic,38.52
CUST11540,2020-09-06,Los Angeles,Gold,75.0
CUST11541,2021-04-12,Houston,Platinum,50.65
CUST11542,2021-07-18,San Jose,Silver,32.87
CUST11543,2020-05-28,San Diego,Platinum,62.11
CUST11544,2021-01-27,Philadelphia,Basic,80.4
CUST11545,2020-07-14,Philadelphia,Platinum,44.94
CUST11546,2022-08-01,Chicago,Silver,28.25
CUST11547,2021-09-05,Houston,Silver,62.8
CUST11548,2021-06-04,Los Angeles,Silver,43.8
CUST11549,2022-02-03,Phoenix,Silver,30.13
CUST11550,2022-06-19,San Jose,Basic,29.22
CUST11551,2020-05-19,Los Angeles,Basic,34.17
CUST11552,2022-06-03,Houston,Platinum,65.51
CUST11553,2020-03-12,Philadelphia,Basic,53.26
CUST11554,2020-10-09,San Diego,Silver,83.01
CUST11555,2022-03-02,San Diego,Gold,76.44
CUST11556,2022-03-19,Philadelphia,Platinum,27.36
CUST11557,2022-05-24,San Jose,Gold,22.42
CUST11558,2021-02-28,Phoenix,Silver,23.5
CUST11559,2020-12-14,San Jose,Gold,38.94
CUST11560,2022-08-14,Chicago,Platinum,73.55
CUST11561,2022-03-17,San Jose,Basic,91.15
CUST11562,2021-06-03,San Jose,Silver,57.49
CUST11563,2020-09-30,Philadelphia,Platinum,29.52
CUST11564,2022-04-20,Philadelphia,Basic,67.48
CUST11565,2020-01-03,San Antonio,Gold,68.42
CUST11566,2020-10-16,Chicago,Silver,80.97
CUST11567,2022-01-13,New York,Basic,49.63
CUST11568,2020-11-01,Philadelphia,Gold,6.51
CUST11569,2022-05-07,Houston,Platinum,10.1
CUST11570,2021-08-24,Houston,Platinum,31.9
CUST11571,2021-08-16,San Antonio,Platinum,36.16
CUST11572,2021-11-06,Phoenix,Silver,72.9
CUST11573,2021-05-16,Philadelphia,Silver,25.79
CUST11574,2022-06-05,Chicago,Gold,76.71
CUST11575,2020-06-01,Philadelphia,Basic,57.79
CUST11576,2021-04-02,San Diego,Gold,37.21
CUST11577,2021-07-05,San Diego,Basic,63.49
CUST11578,2021-05-10,San Diego,Basic,61.06
CUST11579,2020-12-19,Philadelphia,Basic,73.12
CUST11580,2020-12-06,Phoenix,Gold,57.59
CUST11581,2021-07-19,San Diego,Silver,63.18
CUST11582,2022-02-20,Dallas,Basic,18.85
CUST11583,2021-07-10,Los Angeles,Gold,68.14
CUST11584,2021-01-21,Chicago,Silver,53.6
CUST11585,2021-04-11,San Jose,Gold,70.15
CUST11586,2022-08-13,Los Angeles,Platinum,37.42
CUST11587,2020-11-25,Phoenix,Basic,75.76
CUST11588,2022-06-09,Chicago,Gold,64.21
CUST11589,2020-07-12,Dallas,Basic,54.69
CUST11590,2021-12-15,Houston,Silver,27.01
CUST11591,2020-09-01,Phoenix,Platinum,37.54
CUST11592,2021-08-08,Los Angeles,Platinum,63.98
CUST11593,2021-01-27,Los Angeles,Gold,57.29
CUST11594,2020-08-27,New York,Gold,39.83
CUST11595,2022-05-26,Dallas,Silver,10.65
CUST11596,2022-03-05,New York,Silver,25.72
CUST11597,2021-02-24,San Jose,Basic,70.27
CUST11598,2020-02-14,San Jose,Platinum,28.53
CUST11599,2020-11-21,San Antonio,Basic,79.94
CUST11600,2022-02-01,San Jose,Platinum,94.54
CUST11601,2021-04-29,Houston,Gold,46.36
CUST11602,2021-12-23,New York,Silver,71.54
CUST11603,2022-07-24,Dallas,Gold,60.13
CUST11604,2022-04-10,Phoenix,Silver,66.64
CUST11605,2021-01-25,Dallas,Platinum,85.48
CUST11606,2021-01-30,Dallas,Platinum,45.08
CUST11607,2021-11-10,San Diego,Silver,3.04
CUST11608,2022-03-22,Chicago,Gold,69.12
CUST11609,2022-04-20,Philadelphia,Silver,78.75
CUST11610,2021-10-29,San Antonio,Basic,13.94
CUST11611,2020-06-04,Houston,Gold,87.1
CUST11612,2021-05-22,San Jose,Gold,93.13
CUST11613,2022-09-14,Phoenix,Basic,66.49
CUST11614,2020-02-07,Chicago,Gold,16.51
CUST11615,2020-05-09,San Diego,Platinum,58.9
CUST11616,2021-05-29,Dallas,Silver,28.62
CUST11617,2022-09-15,Dallas,Platinum,84.38
CUST11618,2021-08-27,Los Angeles,Gold,21.99
CUST11619,2020-12-05,San Antonio,Platinum,78.6
CUST11620,2022-06-09,Philadelphia,Basic,51.32
CUST11621,2020-04-12,Dallas,Gold,48.55
CUST11622,2022-06-14,New York,Silver,33.31
CUST11623,2022-05-15,Houston,Silver,45.91
CUST11624,2021-03-26,San Jose,Silver,44.0
CUST11625,2020-04-12,Chicago,Basic,7.45
CUST11626,2021-06-22,Dallas,Silver,74.27
CUST11627,2022-07-21,Chicago,Platinum,51.64
CUST11628,2021-04-12,San Diego,Platinum,67.04
CUST11629,2020-01-16,Chicago,Gold,70.37
CUST11630,2022-01-09,Chicago,Silver,70.38
CUST11631,2020-05-27,San Jose,Basic,60.73
CUST11632,2021-02-23,San Jose,Platinum,64.55
CUST11633,2022-06-10,Chicago,Gold,81.21
CUST11634,2021-11-01,San Diego,Platinum,59.84
CUST11635,2022-09-20,Philadelphia,Platinum,58.76
CUST11636,2020-06-07,New York,Gold,62.28
CUST11637,2020-03-17,Houston,Platinum,94.31
CUST11638,2021-04-25,San Diego,Platinum,91.67
CUST11639,2022-03-11,Houston,Basic,14.23
CUST11640,2022-09-19,Los Angeles,Gold,82.16
CUST11641,2020-09-28,Phoenix,Gold,21.49
CUST11642,2020-12-12,Philadelphia,Silver,52.11
CUST11643,2021-09-30,Houston,Platinum,23.45
CUST11644,2021-12-10,New York,Basic,37.03
CUST11645,2021-02-11,Houston,Silver,11.83
CUST11646,2021-10-27,Dallas,Gold,69.24
CUST11647,2020-03-23,Philadelphia,Basic,67.89
CUST11648,2022-05-22,San Antonio,Gold,94.91
CUST11649,2020-12-02,San Diego,Platinum,65.0
CUST11650,2022-05-22,San Diego,Silver,12.52
CUST11651,2021-11-21,New York,Silver,72.21
CUST11652,2022-05-29,New York,Platinum,32.68
CUST11653,2021-06-30,Philadelphia,Platinum,54.03
CUST11654,2021-01-24,Los Angeles,Gold,21.9
CUST11655,2022-09-04,Dallas,Silver,87.14
CUST11656,2020-11-20,Phoenix,Silver,38.13
CUST11657,2021-10-03,Phoenix,Silver,31.91
CUST11658,2022-01-05,San Jose,Silver,81.83
CUST11659,2022-06-27,Dallas,Basic,35.53
CUST11660,2022-02-16,San Jose,Gold,76.71
CUST11661,2021-05-14,Chicago,Basic,47.33
CUST11662,2022-06-12,San Antonio,Silver,41.44
CUST11663,2021-07-08,San Antonio,Platinum,16.36
CUST11664,2020-02-06,Philadelphia,Platinum,75.95
CUST11665,2021-09-24,San Jose,Silver,91.13
CUST11666,2020-03-11,Los Angeles,Basic,50.05
CUST11667,2020-08-28,Dallas,Basic,83.75
CUST11668,2021-10-08,Phoenix,Gold,26.92
CUST11669,2021-12-01,San Antonio,Platinum,55.26
CUST11670,2022-08-01,Houston,Silver,32.54
CUST11671,2020-10-21,Dallas,Basic,75.57
CUST11672,2020-08-20,San Antonio,Basic,38.34
CUST11673,2022-02-03,Philadelphia,Gold,58.8
CUST11674,2020-04-02,Philadelphia,Platinum,73.47
CUST11675,2021-03-20,San Diego,Silver,86.95
CUST11676,2020-04-10,San Diego,Platinum,85.34
CUST11677,2022-02-17,San Jose,Silver,10.35
CUST11678,2021-10-10,New York,Basic,68.37
CUST11679,2021-12-21,Dallas,Basic,54.86
CUST11680,2022-06-12,Chicago,Silver,55.71
CUST11681,2020-04-12,San Diego,Platinum,65.38
CUST11682,2021-03-30,Chicago,Platinum,24.66
CUST11683,2020-06-19,Houston,Gold,68.79
CUST11684,2021-12-11,Los Angeles,Silver,33.91
CUST11685,2020-11-02,Dallas,Platinum,18.0
CUST11686,2022-07-14,Phoenix,Basic,73.32
CUST11687,2020-01-30,Houston,Platinum,75.35
CUST11688,2020-02-17,Chicago,Platinum,78.72
CUST11689,2020-11-28,Chicago,Gold,44.96
CUST11690,2022-03-26,Chicago,Platinum,84.18
CUST11691,2020-02-27,Philadelphia,Gold,66.89
CUST11692,2020-10-27,San Jose,Basic,76.03
CUST11693,2021-01-02,Los Angeles,Basic,77.25
CUST11694,2021-01-18,Houston,Basic,40.98
CUST11695,2021-03-17,San Antonio,Basic,37.75
CUST11696,2020-05-29,Philadelphia,Basic,58.7
CUST11697,2020-09-07,Los Angeles,Platinum,87.77
CUST11698,2021-06-27,San Diego,Silver,52.4
CUST11699,2021-02-25,San Diego,Basic,54.63
CUST11700,2021-08-02,San Diego,Platinum,66.51
CUST11701,2021-11-29,Houston,Gold,37.76
CUST11702,2022-03-22,San Jose,Basic,82.37
CUST11703,2020-07-03,Chicago,Silver,38.94
CUST11704,2020-06-23,San Antonio,Platinum,71.91
CUST11705,2020-06-28,New York,Platinum,73.1
CUST11706,2020-03-21,Houston,Platinum,71.37
CUST11707,2021-09-16,New York,Gold,64.49
CUST11708,2022-06-10,Chicago,Silver,29.45
CUST11709,2021-01-26,San Jose,Basic,84.77
CUST11710,2021-09-26,San Jose,Gold,2.94
CUST11711,2021-11-30,Chicago,Basic,51.26
CUST11712,2020-09-03,Chicago,Silver,63.13
CUST11713,2021-05-24,Dallas,Platinum,55.33
CUST11714,2022-07-23,New York,Basic,39.53
CUST11715,2021-08-20,San Jose,Platinum,64.18
CUST11716,2020-05-26,Chicago,Platinum,69.81
CUST11717,2020-08-25,New York,Basic,75.37
CUST11718,2021-04-17,Chicago,Basic,69.73
