user_id,join_date,location,review_count,helpfulness_score
USER5634,2020-07-09,City 5,9,1.75
USER5635,2022-06-03,City 6,16,4.31
USER5636,2020-07-16,City 7,17,1.53
USER5637,2022-02-02,City 8,14,3.79
USER5638,2020-09-23,City 9,10,1.51
USER5639,2023-02-13,City 10,11,2.63
USER5640,2020-05-02,City 11,12,4.52
USER5641,2023-04-16,City 12,10,4.26
USER5642,2023-02-24,City 13,18,2.4
USER5643,2023-02-24,City 14,15,4.19
USER5644,2021-11-06,City 15,8,4.25
USER5645,2023-10-04,City 1,11,2.39
USER5646,2020-09-07,City 2,12,3.62
USER5647,2022-04-21,City 3,9,2.01
USER5648,2021-12-25,City 4,15,3.44
USER5649,2023-09-24,City 5,12,3.48
USER5650,2022-05-16,City 6,14,2.9
USER5651,2020-04-15,City 7,16,3.38
USER5652,2021-08-12,City 8,14,2.63
USER5653,2023-05-14,City 9,15,1.49
USER5654,2021-10-01,City 10,17,1.02
USER5655,2021-12-21,City 11,15,3.51
USER5656,2020-07-31,City 12,20,2.5
USER5657,2023-03-29,City 13,15,0.83
USER5658,2022-11-05,City 14,16,3.25
USER5659,2021-03-11,City 15,13,4.94
USER5660,2020-11-12,City 1,17,2.86
USER5661,2023-09-06,City 2,14,3.95
USER5662,2022-09-14,City 3,11,3.89
USER5663,2021-04-04,City 4,14,4.3
USER5664,2020-08-09,City 5,19,2.23
USER5665,2021-12-18,City 6,15,3.16
USER5666,2023-02-13,City 7,16,2.96
USER5667,2022-01-22,City 8,12,1.01
USER5668,2020-08-23,City 9,18,4.2
USER5669,2021-07-24,City 10,20,2.87
USER5670,2023-03-21,City 11,13,1.31
USER5671,2021-04-08,City 12,14,3.3
USER5672,2022-05-28,City 13,15,2.23
USER5673,2023-02-22,City 14,14,2.94
USER5674,2023-06-27,City 15,21,3.22
USER5675,2023-06-10,City 1,14,2.22
USER5676,2023-10-14,City 2,26,3.57
USER5677,2023-08-09,City 3,17,3.37
USER5678,2023-02-14,City 4,13,2.42
USER5679,2020-02-23,City 5,16,4.47
USER5680,2023-06-01,City 6,11,2.63
USER5681,2023-09-09,City 7,13,1.6
USER5682,2023-11-21,City 8,13,4.34
USER5683,2021-07-01,City 9,18,2.67
USER5684,2020-02-29,City 10,17,3.89
USER5685,2021-01-04,City 11,11,3.52
USER5686,2021-07-13,City 12,15,2.43
USER5687,2023-12-10,City 13,15,4.28
USER5688,2021-09-24,City 14,18,4.74
USER5689,2021-11-26,City 15,18,2.29
USER5690,2021-12-19,City 1,19,4.63
USER5691,2020-01-13,City 2,10,3.53
USER5692,2021-01-06,City 3,16,3.09
USER5693,2020-10-20,City 4,11,1.83
USER5694,2023-03-05,City 5,21,1.22
USER5695,2023-09-08,City 6,16,4.08
USER5696,2022-03-31,City 7,21,4.4
USER5697,2020-05-22,City 8,16,3.04
USER5698,2020-10-17,City 9,15,4.21
USER5699,2023-07-20,City 10,12,0.97
USER5700,2020-03-03,City 11,13,2.18
USER5701,2020-07-06,City 12,11,4.26
USER5702,2022-12-22,City 13,21,3.06
USER5703,2021-03-16,City 14,11,3.51
USER5704,2022-02-09,City 15,17,2.78
USER5705,2022-05-09,City 1,19,3.39
USER5706,2022-07-18,City 2,19,3.28
USER5707,2021-11-29,City 3,17,3.83
USER5708,2020-11-18,City 4,23,1.85
USER5709,2022-01-27,City 5,13,1.64
USER5710,2021-09-30,City 6,11,1.67
USER5711,2021-10-26,City 7,11,4.14
USER5712,2023-03-08,City 8,12,1.3
USER5713,2023-05-06,City 9,18,2.71
USER5714,2020-06-22,City 10,9,2.31
USER5715,2020-04-17,City 11,13,4.01
USER5716,2020-11-14,City 12,12,2.99
USER5717,2020-11-18,City 13,13,3.76
USER5718,2023-06-19,City 14,21,1.02
USER5719,2020-04-11,City 15,12,2.05
USER5720,2023-10-12,City 1,8,3.83
USER5721,2020-06-16,City 2,12,2.82
USER5722,2021-07-11,City 3,14,2.55
USER5723,2022-06-26,City 4,19,2.91
USER5724,2023-09-17,City 5,13,3.19
USER5725,2022-05-18,City 6,12,2.84
USER5726,2022-09-21,City 7,18,1.56
USER5727,2023-05-28,City 8,18,3.57
USER5728,2022-06-24,City 9,19,3.97
USER5729,2022-04-28,City 10,16,2.09
USER5730,2021-07-13,City 11,20,2.56
USER5731,2021-03-17,City 12,18,3.37
USER5732,2022-11-15,City 13,17,4.39
USER5733,2020-08-21,City 14,12,2.82
USER5734,2021-12-07,City 15,13,2.99
USER5735,2022-05-30,City 1,16,2.96
USER5736,2020-08-15,City 2,14,2.96
USER5737,2021-08-03,City 3,17,3.1
USER5738,2023-10-20,City 4,23,3.19
USER5739,2023-10-21,City 5,15,2.59
USER5740,2023-04-29,City 6,17,4.87
USER5741,2022-09-23,City 7,12,3.23
USER5742,2022-12-15,City 8,17,4.63
USER5743,2023-09-28,City 9,11,2.35
USER5744,2021-09-23,City 10,14,3.61
USER5745,2020-04-03,City 11,19,3.31
USER5746,2021-03-27,City 12,16,3.6
USER5747,2022-03-20,City 13,19,2.48
USER5748,2023-05-12,City 14,25,3.81
USER5749,2020-04-22,City 15,15,1.76
USER5750,2020-01-16,City 1,10,3.17
USER5751,2021-02-22,City 2,16,2.38
USER5752,2021-09-09,City 3,13,2.27
USER5753,2021-03-08,City 4,17,1.78
USER5754,2020-10-08,City 5,11,3.3
USER5755,2021-06-07,City 6,12,3.28
USER5756,2021-08-15,City 7,21,4.01
USER5757,2021-11-02,City 8,20,3.94
USER5758,2020-09-02,City 9,13,1.57
USER5759,2020-01-16,City 10,8,4.26
USER5760,2022-10-15,City 11,8,4.39
USER5761,2022-05-31,City 12,12,4.16
USER5762,2020-12-25,City 13,12,1.8
USER5763,2020-09-21,City 14,11,1.87
USER5764,2022-02-17,City 15,26,4.07
USER5765,2022-12-26,City 1,12,2.11
USER5766,2023-12-12,City 2,13,1.78
USER5767,2021-04-16,City 3,12,4.18
USER5768,2022-10-21,City 4,12,2.84
USER5769,2023-02-18,City 5,17,2.78
USER5770,2023-09-30,City 6,10,2.25
USER5771,2021-12-26,City 7,20,4.62
USER5772,2020-05-27,City 8,8,1.85
USER5773,2022-03-24,City 9,13,2.65
USER5774,2020-03-27,City 10,19,3.02
USER5775,2022-06-12,City 11,16,2.93
USER5776,2020-02-08,City 12,10,3.59
USER5777,2022-07-30,City 13,12,2.5
USER5778,2020-06-08,City 14,8,0.86
USER5779,2021-10-03,City 15,13,3.67
USER5780,2023-03-25,City 1,7,4.39
USER5781,2022-05-29,City 2,14,4.69
USER5782,2023-03-20,City 3,16,3.04
USER5783,2022-04-08,City 4,13,4.53
USER5784,2023-12-24,City 5,21,2.75
USER5785,2023-08-04,City 6,11,3.85
USER5786,2022-05-05,City 7,18,4.22
USER5787,2021-08-15,City 8,15,3.48
USER5788,2020-08-23,City 9,13,2.07
USER5789,2022-04-09,City 10,14,1.14
USER5790,2020-02-12,City 11,14,3.32
USER5791,2021-10-27,City 12,10,2.02
USER5792,2020-12-17,City 13,24,3.36
USER5793,2023-06-19,City 14,16,3.25
USER5794,2022-07-31,City 15,15,3.85
USER5795,2023-11-13,City 1,12,3.29
USER5796,2022-01-11,City 2,13,3.87
USER5797,2020-06-29,City 3,10,4.04
USER5798,2022-06-13,City 4,11,1.62
USER5799,2020-08-04,City 5,11,0.97
USER5800,2021-05-13,City 6,19,1.08
USER5801,2022-06-11,City 7,16,2.59
USER5802,2023-04-21,City 8,13,1.61
USER5803,2022-03-31,City 9,13,3.09
USER5804,2022-12-09,City 10,16,4.6
USER5805,2020-06-10,City 11,19,4.08
USER5806,2022-03-21,City 12,17,2.25
USER5807,2021-09-27,City 13,12,3.33
USER5808,2021-11-26,City 14,19,1.91
USER5809,2021-03-29,City 15,18,3.96
USER5810,2021-11-13,City 1,14,2.58
USER5811,2020-12-10,City 2,9,4.86
USER5812,2020-06-05,City 3,22,2.15
USER5813,2022-11-11,City 4,12,3.19
USER5814,2023-07-20,City 5,12,1.85
USER5815,2020-08-21,City 6,15,3.18
USER5816,2022-12-22,City 7,18,3.51
USER5817,2022-11-10,City 8,15,4.53
USER5818,2021-02-01,City 9,18,3.12
USER5819,2021-12-16,City 10,19,3.36
USER5820,2021-12-20,City 11,13,2.57
USER5821,2023-08-14,City 12,16,3.93
USER5822,2020-10-29,City 13,15,3.88
USER5823,2021-04-28,City 14,6,1.73
USER5824,2020-07-29,City 15,16,1.93
USER5825,2020-10-26,City 1,19,3.9
USER5826,2021-06-08,City 2,12,3.65
USER5827,2021-02-08,City 3,18,3.49
USER5828,2020-12-21,City 4,16,3.7
USER5829,2023-05-18,City 5,11,2.96
USER5830,2020-11-09,City 6,19,3.1
USER5831,2023-09-04,City 7,18,1.22
USER5832,2020-06-03,City 8,18,3.3
USER5833,2020-12-28,City 9,17,2.86
USER5834,2023-07-10,City 10,22,4.36
USER5835,2022-10-08,City 11,8,3.74
USER5836,2022-08-08,City 12,19,1.1
USER5837,2023-02-28,City 13,18,4.23
USER5838,2023-04-01,City 14,13,3.97
USER5839,2022-07-08,City 15,22,3.51
USER5840,2023-10-26,City 1,16,3.6
USER5841,2023-03-02,City 2,13,2.4
USER5842,2023-08-09,City 3,18,2.61
USER5843,2023-07-25,City 4,17,2.52
USER5844,2023-07-03,City 5,13,3.39
USER5845,2021-10-23,City 6,14,2.32
USER5846,2023-07-08,City 7,13,3.41
USER5847,2021-10-09,City 8,22,4.02
USER5848,2020-11-05,City 9,7,4.44
USER5849,2022-06-19,City 10,10,2.91
USER5850,2020-05-19,City 11,14,3.72
USER5851,2022-08-18,City 12,12,3.92
USER5852,2022-06-24,City 13,17,4.25
USER5853,2023-07-17,City 14,18,1.19
USER5854,2021-09-12,City 15,18,1.27
USER5855,2021-07-16,City 1,17,3.96
USER5856,2023-04-26,City 2,14,1.8
USER5857,2020-04-25,City 3,13,3.09
USER5858,2021-12-21,City 4,12,2.91
USER5859,2022-11-05,City 5,11,1.69
USER5860,2020-05-31,City 6,14,3.83
USER5861,2021-09-27,City 7,10,4.47
USER5862,2022-08-03,City 8,15,2.38
USER5863,2022-07-14,City 9,15,2.4
USER5864,2020-03-18,City 10,16,2.31
USER5865,2020-04-26,City 11,10,4.23
USER5866,2022-01-25,City 12,15,1.38
USER5867,2021-08-10,City 13,13,4.24
USER5868,2020-06-06,City 14,19,3.01
USER5869,2023-08-13,City 15,14,2.52
USER5870,2020-07-03,City 1,19,4.71
USER5871,2023-06-13,City 2,16,2.74
USER5872,2023-05-01,City 3,11,2.62
USER5873,2022-11-04,City 4,16,2.64
USER5874,2022-02-26,City 5,15,1.64
USER5875,2022-08-05,City 6,11,4.3
USER5876,2023-04-03,City 7,14,2.18
USER5877,2023-02-09,City 8,6,2.3
USER5878,2020-03-25,City 9,17,3.97
USER5879,2022-07-10,City 10,11,2.99
USER5880,2023-03-16,City 11,12,4.27
USER5881,2023-08-27,City 12,13,1.96
USER5882,2021-01-20,City 13,19,2.98
USER5883,2021-10-20,City 14,13,4.05
USER5884,2023-05-24,City 15,19,2.21
USER5885,2022-09-01,City 1,11,2.77
USER5886,2022-10-23,City 2,15,3.42
USER5887,2020-11-04,City 3,19,1.23
USER5888,2020-05-06,City 4,14,3.74
USER5889,2022-07-11,City 5,19,2.39
USER5890,2020-07-30,City 6,14,4.04
USER5891,2021-12-04,City 7,22,1.37
USER5892,2020-06-21,City 8,22,4.41
USER5893,2022-10-30,City 9,15,4.75
USER5894,2023-08-16,City 10,15,3.17
USER5895,2020-12-19,City 11,10,3.58
USER5896,2020-03-21,City 12,18,2.32
USER5897,2021-05-22,City 13,14,1.38
USER5898,2023-12-20,City 14,17,2.45
USER5899,2022-06-15,City 15,13,0.89
USER5900,2022-06-18,City 1,14,2.51
USER5901,2022-12-09,City 2,19,2.13
USER5902,2022-12-06,City 3,13,4.21
USER5903,2023-06-02,City 4,9,1.41
USER5904,2020-11-21,City 5,14,3.8
USER5905,2022-01-15,City 6,17,3.95
USER5906,2022-02-02,City 7,14,1.88
USER5907,2021-08-02,City 8,11,3.99
USER5908,2022-03-04,City 9,16,4.11
USER5909,2022-04-17,City 10,15,2.85
USER5910,2021-11-23,City 11,24,1.74
USER5911,2023-10-22,City 12,21,2.92
USER5912,2023-05-09,City 13,16,2.31
USER5913,2020-04-17,City 14,18,3.32
USER5914,2023-07-16,City 15,17,2.98
USER5915,2023-08-18,City 1,15,2.78
USER5916,2021-11-16,City 2,14,2.52
USER5917,2020-05-14,City 3,21,3.29
USER5918,2021-11-06,City 4,20,4.24
USER5919,2020-07-12,City 5,15,2.42
USER5920,2023-02-16,City 6,16,3.08
USER5921,2023-10-21,City 7,26,3.13
USER5922,2022-03-02,City 8,18,2.12
USER5923,2021-08-04,City 9,17,3.93
USER5924,2021-05-31,City 10,23,4.02
USER5925,2023-09-06,City 11,19,3.82
USER5926,2023-05-19,City 12,16,1.88
USER5927,2020-11-03,City 13,17,2.25
USER5928,2021-11-13,City 14,23,4.62
USER5929,2020-06-15,City 15,16,1.23
USER5930,2023-04-08,City 1,13,3.33
USER5931,2023-09-21,City 2,14,1.52
USER5932,2020-10-16,City 3,11,3.42
USER5933,2021-12-17,City 4,8,3.65
USER5934,2021-09-27,City 5,9,1.64
USER5935,2023-09-05,City 6,17,2.49
USER5936,2023-12-01,City 7,10,1.2
USER5937,2023-09-18,City 8,28,0.5
USER5938,2022-03-13,City 9,12,4.18
USER5939,2020-09-21,City 10,22,2.27
USER5940,2023-05-03,City 11,6,4.62
USER5941,2023-12-22,City 12,16,3.33
USER5942,2020-06-22,City 13,13,3.95
USER5943,2021-09-26,City 14,16,4.55
USER5944,2023-02-18,City 15,12,2.6
USER5945,2022-02-10,City 1,13,3.62
USER5946,2023-08-10,City 2,11,3.73
USER5947,2021-11-03,City 3,9,2.4
USER5948,2020-09-18,City 4,13,2.45
USER5949,2023-10-04,City 5,8,0.56
USER5950,2023-12-10,City 6,18,3.52
USER5951,2023-11-04,City 7,15,3.21
USER5952,2022-12-14,City 8,13,3.43
USER5953,2020-07-10,City 9,15,3.21
USER5954,2023-08-16,City 10,16,3.25
USER5955,2023-10-05,City 11,18,2.11
USER5956,2022-05-17,City 12,10,4.26
USER5957,2022-11-07,City 13,13,3.81
USER5958,2022-01-11,City 14,17,4.86
USER5959,2020-02-07,City 15,17,4.06
USER5960,2022-01-12,City 1,17,2.89
USER5961,2021-09-24,City 2,12,3.95
USER5962,2021-01-04,City 3,14,1.98
USER5963,2021-03-14,City 4,17,2.28
USER5964,2021-11-30,City 5,17,0.89
USER5965,2022-09-22,City 6,14,1.61
USER5966,2021-01-28,City 7,18,3.97
USER5967,2021-04-08,City 8,17,3.17
USER5968,2020-10-08,City 9,17,2.42
USER5969,2020-11-13,City 10,20,4.5
USER5970,2020-06-07,City 11,15,2.08
USER5971,2021-08-28,City 12,14,2.81
USER5972,2020-07-26,City 13,13,0.7
USER5973,2022-11-05,City 14,20,3.48
USER5974,2023-01-10,City 15,22,3.85
USER5975,2022-12-14,City 1,19,1.87
USER5976,2020-03-18,City 2,18,4.23
USER5977,2023-09-17,City 3,19,3.04
USER5978,2021-11-20,City 4,12,3.01
USER5979,2023-06-19,City 5,18,4.02
USER5980,2020-09-25,City 6,20,1.7
USER5981,2023-05-08,City 7,13,3.15
USER5982,2022-02-10,City 8,16,1.68
USER5983,2020-11-11,City 9,17,1.79
USER5984,2020-11-28,City 10,14,2.21
USER5985,2021-01-05,City 11,18,3.33
USER5986,2023-11-19,City 12,17,2.48
USER5987,2023-07-03,City 13,16,3.79
USER5988,2020-12-05,City 14,11,3.09
USER5989,2022-06-15,City 15,10,3.18
USER5990,2020-03-30,City 1,20,0.93
USER5991,2022-04-21,City 2,18,2.86
USER5992,2022-01-16,City 3,15,2.37
USER5993,2023-10-17,City 4,13,4.35
USER5994,2021-05-01,City 5,12,3.08
USER5995,2022-06-28,City 6,16,3.63
USER5996,2023-06-04,City 7,15,3.22
USER5997,2021-08-06,City 8,12,3.52
USER5998,2022-07-08,City 9,25,4.49
USER5999,2021-04-24,City 10,21,3.47
USER6000,2022-12-29,City 11,16,3.96
USER6001,2021-05-04,City 12,8,3.4
USER6002,2021-09-25,City 13,16,4.28
USER6003,2022-08-18,City 14,21,4.23
USER6004,2021-02-01,City 15,10,4.74
USER6005,2022-01-23,City 1,12,1.45
USER6006,2023-10-21,City 2,19,3.25
USER6007,2023-03-14,City 3,12,2.25
USER6008,2022-06-21,City 4,12,4.01
USER6009,2022-08-03,City 5,17,4.94
USER6010,2021-07-31,City 6,16,3.21
USER6011,2022-02-21,City 7,18,2.23
USER6012,2022-10-26,City 8,17,3.39
USER6013,2022-12-16,City 9,13,3.26
USER6014,2022-05-07,City 10,9,4.04
USER6015,2020-11-27,City 11,22,2.08
USER6016,2021-02-12,City 12,9,4.53
USER6017,2023-05-23,City 13,9,4.36
USER6018,2020-10-10,City 14,18,2.74
USER6019,2021-05-27,City 15,12,3.16
USER6020,2020-04-16,City 1,15,2.5
USER6021,2023-08-06,City 2,24,3.34
USER6022,2022-09-11,City 3,15,2.09
USER6023,2022-01-30,City 4,15,3.8
USER6024,2023-02-09,City 5,16,2.18
USER6025,2020-07-29,City 6,12,3.14
USER6026,2023-12-27,City 7,13,4.17
USER6027,2022-11-22,City 8,14,0.82
USER6028,2020-09-12,City 9,16,2.92
USER6029,2021-08-06,City 10,13,1.58
USER6030,2020-06-20,City 11,14,2.96
USER6031,2020-11-24,City 12,17,4.06
USER6032,2021-07-12,City 13,10,4.31
USER6033,2022-07-09,City 14,10,3.92
USER6034,2022-11-17,City 15,17,3.0
USER6035,2020-10-28,City 1,15,3.44
USER6036,2022-06-14,City 2,16,3.55
USER6037,2020-07-06,City 3,14,4.03
USER6038,2021-03-30,City 4,20,2.66
USER6039,2022-07-12,City 5,9,3.13
USER6040,2021-12-16,City 6,16,1.97
USER6041,2020-02-24,City 7,8,3.01
USER6042,2022-04-29,City 8,9,4.35
USER6043,2020-04-19,City 9,15,3.05
USER6044,2022-03-22,City 10,17,2.43
USER6045,2022-10-25,City 11,13,2.02
USER6046,2022-02-04,City 12,16,1.95
USER6047,2021-04-27,City 13,13,1.23
USER6048,2022-03-01,City 14,15,0.62
USER6049,2020-06-16,City 15,17,2.82
USER6050,2022-02-06,City 1,13,1.67
USER6051,2021-04-04,City 2,17,2.22
USER6052,2020-02-27,City 3,17,3.77
USER6053,2021-10-14,City 4,18,2.58
USER6054,2020-07-21,City 5,14,3.1
USER6055,2023-08-24,City 6,12,1.27
USER6056,2021-11-17,City 7,13,4.66
USER6057,2020-10-26,City 8,13,3.78
USER6058,2020-10-08,City 9,10,2.12
USER6059,2020-03-19,City 10,13,2.68
USER6060,2021-08-10,City 11,14,3.78
USER6061,2022-08-25,City 12,17,2.67
USER6062,2023-11-26,City 13,17,1.88
USER6063,2020-10-11,City 14,10,3.88
USER6064,2023-12-15,City 15,16,4.26
USER6065,2022-08-18,City 1,14,3.28
USER6066,2022-07-07,City 2,10,4.53
USER6067,2023-06-14,City 3,11,3.97
USER6068,2020-01-11,City 4,16,4.05
USER6069,2020-06-11,City 5,20,3.4
USER6070,2020-02-08,City 6,13,0.82
USER6071,2021-06-08,City 7,15,4.25
USER6072,2021-03-17,City 8,14,2.98
USER6073,2020-11-02,City 9,10,2.9
USER6074,2023-01-28,City 10,14,3.05
USER6075,2023-05-31,City 11,18,4.51
USER6076,2022-12-16,City 12,19,1.86
USER6077,2022-05-16,City 13,15,2.92
USER6078,2020-08-15,City 14,10,3.88
USER6079,2021-08-13,City 15,27,2.2
USER6080,2021-05-01,City 1,18,2.52
USER6081,2021-09-08,City 2,14,3.54
USER6082,2020-09-06,City 3,17,3.43
USER6083,2020-04-07,City 4,12,3.87
USER6084,2021-05-03,City 5,14,4.28
USER6085,2022-05-09,City 6,14,4.01
USER6086,2023-08-01,City 7,16,2.58
USER6087,2023-06-29,City 8,14,2.23
USER6088,2022-07-25,City 9,14,4.68
USER6089,2020-05-08,City 10,16,3.44
USER6090,2020-08-15,City 11,19,0.66
USER6091,2022-10-20,City 12,19,3.22
USER6092,2023-05-07,City 13,19,3.96
USER6093,2023-01-02,City 14,15,3.93
USER6094,2020-02-03,City 15,11,3.52
USER6095,2023-07-18,City 1,16,1.94
USER6096,2022-11-21,City 2,18,3.56
USER6097,2023-03-23,City 3,11,2.5
USER6098,2021-05-10,City 4,8,1.53
USER6099,2020-10-21,City 5,10,1.89
USER6100,2021-08-19,City 6,11,4.02
USER6101,2022-05-29,City 7,15,2.54
USER6102,2020-01-04,City 8,14,1.84
USER6103,2023-06-13,City 9,10,4.09
USER6104,2021-12-23,City 10,7,3.48
USER6105,2021-05-07,City 11,16,2.44
USER6106,2023-03-14,City 12,20,1.39
USER6107,2022-05-03,City 13,25,2.81
USER6108,2021-01-18,City 14,9,3.29
USER6109,2023-09-22,City 15,11,3.13
USER6110,2023-09-30,City 1,17,4.21
USER6111,2020-06-24,City 2,23,4.33
USER6112,2022-12-08,City 3,12,3.99
USER6113,2022-01-08,City 4,11,4.42
USER6114,2020-05-18,City 5,10,2.55
USER6115,2022-12-13,City 6,12,2.5
USER6116,2023-01-19,City 7,23,3.54
USER6117,2022-11-05,City 8,14,2.69
USER6118,2022-11-05,City 9,8,2.61
USER6119,2023-02-08,City 10,17,4.17
USER6120,2020-02-11,City 11,14,4.7
USER6121,2022-03-10,City 12,14,3.22
USER6122,2022-08-20,City 13,13,3.3
USER6123,2020-03-30,City 14,16,4.51
USER6124,2023-07-25,City 15,13,1.98
USER6125,2022-03-03,City 1,12,2.99
USER6126,2022-02-03,City 2,11,2.79
USER6127,2021-06-03,City 3,17,2.08
USER6128,2020-02-03,City 4,15,2.74
USER6129,2022-01-01,City 5,8,2.67
USER6130,2020-05-18,City 6,13,3.73
USER6131,2021-12-07,City 7,11,2.57
USER6132,2021-05-08,City 8,11,3.87
USER6133,2023-09-07,City 9,13,4.16
USER6134,2023-07-10,City 10,14,2.57
USER6135,2020-07-31,City 11,20,1.81
USER6136,2023-04-06,City 12,17,3.17
USER6137,2021-11-11,City 13,14,3.48
USER6138,2020-09-30,City 14,14,1.98
USER6139,2020-03-31,City 15,17,2.83
USER6140,2021-12-22,City 1,10,2.79
USER6141,2023-01-23,City 2,23,3.88
USER6142,2021-11-24,City 3,11,3.53
USER6143,2023-08-09,City 4,17,1.9
USER6144,2020-12-24,City 5,14,2.64
USER6145,2023-11-03,City 6,16,3.62
USER6146,2022-08-09,City 7,10,2.53
USER6147,2023-11-25,City 8,16,4.21
USER6148,2022-09-07,City 9,11,4.09
USER6149,2023-07-17,City 10,18,4.34
USER6150,2021-01-08,City 11,12,4.05
USER6151,2020-10-03,City 12,16,3.97
USER6152,2020-05-09,City 13,18,3.73
USER6153,2022-07-26,City 14,15,1.69
USER6154,2020-03-16,City 15,12,4.8
USER6155,2021-08-23,City 1,16,1.17
USER6156,2021-02-16,City 2,12,2.14
USER6157,2020-03-30,City 3,15,3.85
USER6158,2021-02-12,City 4,18,3.71
USER6159,2020-03-26,City 5,11,2.93
USER6160,2021-10-08,City 6,9,2.51
USER6161,2021-09-27,City 7,16,2.03
USER6162,2022-11-21,City 8,15,3.59
USER6163,2022-03-26,City 9,11,4.31
USER6164,2023-01-17,City 10,20,2.8
USER6165,2022-08-27,City 11,21,2.55
USER6166,2021-06-02,City 12,19,4.06
USER6167,2020-03-15,City 13,16,3.69
USER6168,2023-08-17,City 14,12,3.2
USER6169,2021-01-26,City 15,12,3.89
USER6170,2021-08-08,City 1,16,4.24
USER6171,2022-01-01,City 2,14,3.78
USER6172,2020-04-07,City 3,8,3.92
USER6173,2023-09-04,City 4,11,1.95
USER6174,2021-11-10,City 5,11,3.36
USER6175,2021-07-13,City 6,14,2.49
USER6176,2020-09-11,City 7,17,4.8
USER6177,2022-01-23,City 8,22,3.14
USER6178,2022-06-13,City 9,14,4.11
USER6179,2022-03-30,City 10,17,4.47
USER6180,2022-06-19,City 11,18,3.2
USER6181,2022-03-02,City 12,20,1.18
USER6182,2021-11-25,City 13,12,3.82
USER6183,2021-01-17,City 14,12,3.73
USER6184,2022-10-13,City 15,15,1.94
USER6185,2023-11-18,City 1,12,3.82
USER6186,2022-10-15,City 2,18,4.38
USER6187,2022-01-22,City 3,14,2.67
USER6188,2022-11-29,City 4,22,0.93
USER6189,2021-06-30,City 5,18,3.47
USER6190,2020-06-18,City 6,14,2.28
USER6191,2022-05-19,City 7,17,0.72
USER6192,2020-06-10,City 8,16,1.42
USER6193,2022-05-31,City 9,15,2.27
USER6194,2023-05-18,City 10,14,2.69
USER6195,2021-01-04,City 11,18,3.57
USER6196,2023-01-22,City 12,14,3.79
USER6197,2021-08-24,City 13,11,3.84
USER6198,2021-10-19,City 14,21,3.05
USER6199,2020-07-29,City 15,20,1.75
USER6200,2020-06-12,City 1,24,3.89
USER6201,2021-11-02,City 2,13,2.13
USER6202,2023-09-15,City 3,15,3.04
USER6203,2021-08-28,City 4,12,4.33
USER6204,2021-09-19,City 5,13,4.58
USER6205,2022-07-02,City 6,10,4.54
USER6206,2023-05-19,City 7,23,2.03
USER6207,2022-05-22,City 8,13,2.32
USER6208,2020-12-07,City 9,17,4.7
USER6209,2023-11-13,City 10,10,3.12
USER6210,2022-06-28,City 11,13,3.83
USER6211,2021-12-20,City 12,23,0.99
USER6212,2022-07-04,City 13,20,4.07
USER6213,2020-03-27,City 14,17,2.58
USER6214,2021-12-23,City 15,17,3.8
USER6215,2023-06-13,City 1,20,3.09
USER6216,2022-06-09,City 2,15,2.8
USER6217,2021-07-16,City 3,14,3.59
USER6218,2023-08-02,City 4,19,2.97
USER6219,2020-04-27,City 5,11,2.98
USER6220,2020-06-02,City 6,15,2.13
USER6221,2023-10-06,City 7,14,2.01
USER6222,2023-07-29,City 8,19,3.05
USER6223,2022-04-11,City 9,17,2.46
USER6224,2022-01-14,City 10,13,2.92
USER6225,2022-11-16,City 11,18,2.8
USER6226,2023-10-23,City 12,14,4.38
USER6227,2020-11-23,City 13,17,2.14
USER6228,2020-03-04,City 14,12,2.78
USER6229,2020-10-19,City 15,23,3.81
USER6230,2023-05-29,City 1,18,2.39
USER6231,2023-10-20,City 2,10,4.19
USER6232,2022-06-16,City 3,13,2.66
USER6233,2020-03-12,City 4,13,3.77
USER6234,2020-09-15,City 5,14,3.59
USER6235,2020-05-17,City 6,15,3.93
USER6236,2021-04-28,City 7,12,4.4
USER6237,2023-08-14,City 8,17,1.09
USER6238,2022-01-20,City 9,14,3.53
USER6239,2022-01-11,City 10,19,3.94
USER6240,2022-02-23,City 11,19,4.45
USER6241,2023-03-07,City 12,14,0.88
USER6242,2020-03-07,City 13,12,2.15
USER6243,2023-05-24,City 14,15,3.24
USER6244,2020-11-10,City 15,14,3.71
USER6245,2023-10-22,City 1,13,3.91
USER6246,2022-07-10,City 2,11,1.74
USER6247,2022-01-29,City 3,11,4.57
USER6248,2022-01-31,City 4,21,2.6
USER6249,2022-06-28,City 5,18,1.94
USER6250,2020-06-06,City 6,10,4.64
USER6251,2023-03-21,City 7,14,4.22
USER6252,2020-10-08,City 8,15,3.41
USER6253,2022-12-20,City 9,13,2.29
USER6254,2022-01-21,City 10,18,1.51
USER6255,2022-03-26,City 11,12,3.86
USER6256,2021-10-05,City 12,11,3.71
USER6257,2023-08-23,City 13,14,3.37
USER6258,2021-07-24,City 14,13,4.03
USER6259,2021-05-26,City 15,17,2.68
USER6260,2020-08-20,City 1,18,1.91
USER6261,2020-02-23,City 2,20,4.8
USER6262,2021-01-16,City 3,17,2.52
USER6263,2022-10-19,City 4,12,3.67
USER6264,2022-11-26,City 5,13,3.63
USER6265,2022-03-03,City 6,12,3.38
USER6266,2023-02-24,City 7,8,3.86
USER6267,2020-08-29,City 8,16,2.83
USER6268,2021-06-20,City 9,14,2.53
