transaction_id,customer_id,product_id,date,quantity,region,discount,price,total_amount
TXN59335,CUST14323,PROD1104,2023-08-12,3,North,1.96,11.78,34.65
TXN59336,CUST13360,PROD1087,2023-08-06,5,West,18.73,41.12,167.09
TXN59337,CUST12609,PROD1091,2023-12-14,2,West,23.71,15.27,23.3
TXN59338,CUST12247,PROD1022,2023-01-22,5,West,3.27,29.71,143.69
TXN59339,CUST13536,PROD1076,2023-01-24,4,East,2.22,13.4,52.41
TXN59340,CUST11535,PROD1111,2023-06-26,1,East,6.34,23.3,21.82
TXN59341,CUST11212,PROD1044,2023-12-10,4,West,0.9,11.72,46.46
TXN59342,CUST10079,PROD1174,2023-09-18,3,West,0.57,8.44,25.18
TXN59343,CUST11377,PROD1002,2023-09-06,4,North,9.95,30.2,108.78
TXN59344,CUST10540,PROD1000,2023-12-10,1,East,2.62,6.69,6.51
TXN59345,CUST11363,PROD1001,2023-06-04,2,East,10.63,58.21,104.04
TXN59346,CUST11632,PROD1136,2023-10-27,5,West,5.58,22.85,107.87
TXN59347,CUST14027,PROD1131,2023-11-19,2,North,1.72,24.03,47.23
TXN59348,CUST11215,PROD1138,2023-11-05,4,East,1.96,25.37,99.49
TXN59349,CUST10119,PROD1191,2023-11-28,3,East,6.29,38.27,107.59
TXN59350,CUST12943,PROD1133,2023-06-07,4,South,12.02,18.79,66.13
TXN59351,CUST12693,PROD1167,2023-07-02,1,South,3.16,40.95,39.66
TXN59352,CUST10012,PROD1120,2023-05-05,1,East,0.3,16.61,16.56
TXN59353,CUST11705,PROD1164,2023-02-20,3,West,1.05,57.18,169.74
TXN59354,CUST11784,PROD1107,2023-02-24,2,West,17.44,31.44,51.91
TXN59355,CUST10016,PROD1076,2023-01-15,1,East,10.88,13.4,11.94
TXN59356,CUST10499,PROD1190,2023-03-21,1,North,14.32,64.14,54.96
TXN59357,CUST10168,PROD1027,2023-10-27,3,East,0.12,130.65,391.48
TXN59358,CUST10148,PROD1078,2023-01-03,2,East,3.49,4.23,8.16
TXN59359,CUST14493,PROD1061,2023-04-16,4,East,1.62,17.27,67.96
TXN59360,CUST14251,PROD1117,2023-07-25,5,West,0.91,33.76,167.26
TXN59361,CUST13087,PROD1113,2023-07-21,3,East,10.8,26.69,71.42
TXN59362,CUST12037,PROD1042,2023-09-15,2,East,0.41,65.64,130.74
TXN59363,CUST12389,PROD1040,2023-05-22,5,West,13.52,7.63,32.99
TXN59364,CUST13303,PROD1045,2023-01-04,3,South,1.06,36.43,108.13
TXN59365,CUST13714,PROD1129,2023-09-04,4,South,7.86,20.76,76.51
TXN59366,CUST11960,PROD1094,2023-06-08,4,East,1.51,9.1,35.85
TXN59367,CUST14863,PROD1083,2023-03-04,2,East,10.08,22.05,39.65
TXN59368,CUST10911,PROD1109,2023-11-13,2,South,3.68,5.47,10.54
TXN59369,CUST10039,PROD1148,2023-12-06,4,North,5.18,16.12,61.14
TXN59370,CUST10027,PROD1185,2023-10-15,4,South,0.31,10.7,42.67
TXN59371,CUST14228,PROD1175,2023-05-03,3,West,2.61,4.55,13.29
TXN59372,CUST14268,PROD1048,2023-09-19,2,North,5.11,9.43,17.9
TXN59373,CUST14683,PROD1020,2023-08-14,5,West,1.1,9.92,49.05
TXN59374,CUST14654,PROD1193,2023-08-20,4,West,2.59,19.96,77.77
TXN59375,CUST10737,PROD1071,2023-05-06,5,East,4.58,22.83,108.92
TXN59376,CUST10993,PROD1144,2023-03-05,2,West,1.26,98.14,193.81
TXN59377,CUST12065,PROD1059,2023-09-29,2,East,0.26,65.1,129.86
TXN59378,CUST10975,PROD1090,2023-09-04,1,West,10.54,18.55,16.59
TXN59379,CUST13327,PROD1073,2023-10-16,4,South,2.73,19.98,77.74
TXN59380,CUST10021,PROD1137,2023-10-06,2,South,4.59,13.05,24.9
TXN59381,CUST10189,PROD1142,2023-08-13,2,East,0.09,29.61,59.17
TXN59382,CUST14748,PROD1018,2023-10-03,4,North,2.16,32.52,127.27
TXN59383,CUST10756,PROD1184,2023-02-05,1,North,1.99,21.09,20.67
TXN59384,CUST13149,PROD1011,2023-02-08,1,West,12.43,45.02,39.42
TXN59385,CUST14650,PROD1184,2023-02-23,1,East,4.46,21.09,20.15
TXN59386,CUST11247,PROD1126,2023-04-21,1,West,4.91,16.24,15.44
TXN59387,CUST11925,PROD1051,2023-04-05,3,West,4.31,19.76,56.73
TXN59388,CUST11137,PROD1036,2023-08-13,4,East,5.21,11.16,42.31
TXN59389,CUST14050,PROD1118,2023-10-11,4,West,2.73,19.34,75.25
TXN59390,CUST11651,PROD1106,2023-12-03,4,South,0.46,25.45,101.33
TXN59391,CUST13741,PROD1182,2023-06-30,1,North,12.02,27.32,24.04
TXN59392,CUST14767,PROD1018,2023-11-18,1,East,3.52,32.52,31.38
TXN59393,CUST14357,PROD1151,2023-10-10,2,North,6.56,29.88,55.84
TXN59394,CUST14728,PROD1172,2023-12-11,3,North,3.11,8.88,25.81
TXN59395,CUST13766,PROD1155,2023-04-06,4,West,0.49,4.71,18.75
TXN59396,CUST10366,PROD1184,2023-02-08,3,West,3.5,21.09,61.06
TXN59397,CUST13180,PROD1010,2023-01-17,4,East,6.67,16.4,61.22
TXN59398,CUST10072,PROD1060,2023-08-06,1,South,9.69,7.0,6.32
TXN59399,CUST14438,PROD1114,2023-03-23,1,South,9.16,16.72,15.19
TXN59400,CUST12759,PROD1120,2023-07-28,4,East,0.03,16.61,66.42
TXN59401,CUST12459,PROD1115,2023-02-11,5,South,2.65,9.03,43.95
TXN59402,CUST14450,PROD1063,2023-03-07,1,South,8.27,9.3,8.53
TXN59403,CUST10673,PROD1022,2023-07-16,2,North,0.57,29.71,59.08
TXN59404,CUST14486,PROD1024,2023-03-17,1,West,3.56,7.95,7.67
TXN59405,CUST13483,PROD1002,2023-05-25,2,West,8.22,30.2,55.44
TXN59406,CUST13932,PROD1043,2023-01-11,3,East,5.78,23.98,67.78
TXN59407,CUST12113,PROD1081,2023-09-14,1,South,9.44,32.76,29.67
TXN59408,CUST13182,PROD1176,2023-12-10,1,East,0.99,48.11,47.63
TXN59409,CUST12006,PROD1049,2023-11-16,3,North,2.06,9.97,29.29
TXN59410,CUST10332,PROD1116,2023-03-28,2,North,0.69,23.83,47.33
TXN59411,CUST10415,PROD1168,2023-12-15,5,East,5.55,22.91,108.19
TXN59412,CUST10188,PROD1081,2023-07-14,2,North,7.51,32.76,60.6
TXN59413,CUST14888,PROD1148,2023-01-16,4,South,7.2,16.12,59.84
TXN59414,CUST14829,PROD1056,2023-03-17,4,North,1.56,5.87,23.11
TXN59415,CUST14219,PROD1053,2023-12-12,4,North,8.1,10.11,37.16
TXN59416,CUST12271,PROD1084,2023-07-25,3,West,7.33,2.47,6.87
TXN59417,CUST11795,PROD1139,2023-12-11,2,East,6.08,18.03,33.87
TXN59418,CUST12040,PROD1080,2023-03-25,1,East,0.94,77.16,76.43
TXN59419,CUST13559,PROD1029,2023-05-31,4,East,8.5,7.9,28.91
TXN59420,CUST10972,PROD1177,2023-11-11,2,South,0.65,4.44,8.82
TXN59421,CUST10792,PROD1088,2023-11-26,1,West,0.91,19.5,19.32
TXN59422,CUST12001,PROD1170,2023-10-06,2,West,1.75,34.02,66.85
TXN59423,CUST13650,PROD1017,2023-09-12,3,South,1.62,56.58,166.99
TXN59424,CUST10675,PROD1160,2023-03-13,4,North,6.15,20.26,76.06
TXN59425,CUST10787,PROD1075,2023-06-06,5,West,5.81,51.76,243.76
TXN59426,CUST14287,PROD1147,2023-10-29,4,North,5.43,8.44,31.93
TXN59427,CUST10697,PROD1070,2023-06-12,4,East,0.95,35.25,139.66
TXN59428,CUST12607,PROD1010,2023-09-15,3,South,6.49,16.4,46.01
TXN59429,CUST10757,PROD1170,2023-01-29,1,East,8.41,34.02,31.16
TXN59430,CUST14949,PROD1005,2023-08-09,4,North,2.67,80.42,313.09
TXN59431,CUST14548,PROD1126,2023-11-08,1,West,6.27,16.24,15.22
TXN59432,CUST13025,PROD1067,2023-07-05,1,North,7.73,11.57,10.68
TXN59433,CUST12122,PROD1110,2023-04-19,3,North,7.07,24.8,69.14
TXN59434,CUST12701,PROD1121,2023-01-06,4,North,1.97,29.03,113.83
TXN59435,CUST14106,PROD1034,2023-03-14,3,South,3.11,15.79,45.9
TXN59436,CUST11159,PROD1058,2023-01-25,3,West,4.12,4.0,11.51
TXN59437,CUST14696,PROD1150,2023-11-24,5,South,5.58,27.45,129.59
TXN59438,CUST12531,PROD1117,2023-04-21,3,South,10.07,33.76,91.08
TXN59439,CUST11229,PROD1197,2023-04-17,5,East,1.71,41.37,203.31
TXN59440,CUST10148,PROD1159,2023-02-03,1,South,6.31,30.03,28.14
TXN59441,CUST11549,PROD1133,2023-12-13,1,South,7.64,18.79,17.35
TXN59442,CUST12128,PROD1137,2023-06-23,2,South,1.7,13.05,25.66
TXN59443,CUST10098,PROD1020,2023-06-04,2,North,3.87,9.92,19.07
TXN59444,CUST10560,PROD1026,2023-03-02,1,East,4.46,9.94,9.5
TXN59445,CUST12973,PROD1134,2023-04-29,4,East,0.09,7.67,30.65
TXN59446,CUST11666,PROD1129,2023-10-17,2,West,0.76,20.76,41.2
TXN59447,CUST12653,PROD1036,2023-04-13,3,South,5.85,11.16,31.52
TXN59448,CUST11959,PROD1024,2023-09-20,2,West,21.73,7.95,12.44
TXN59449,CUST12275,PROD1193,2023-07-01,1,West,6.55,19.96,18.65
TXN59450,CUST13382,PROD1191,2023-01-16,4,East,4.19,38.27,146.67
TXN59451,CUST13367,PROD1192,2023-04-20,1,East,4.02,21.58,20.71
TXN59452,CUST10245,PROD1012,2023-08-24,4,West,14.33,12.26,42.01
TXN59453,CUST13657,PROD1112,2023-10-18,2,East,0.12,19.04,38.03
TXN59454,CUST12634,PROD1096,2023-09-11,3,North,0.6,11.12,33.16
TXN59455,CUST13072,PROD1197,2023-01-06,3,East,2.63,41.37,120.85
TXN59456,CUST14708,PROD1195,2023-04-08,1,South,6.31,37.09,34.75
TXN59457,CUST14974,PROD1174,2023-06-14,4,East,7.01,8.44,31.39
TXN59458,CUST14892,PROD1008,2023-06-04,2,East,17.16,51.91,86.0
TXN59459,CUST12051,PROD1082,2023-10-27,4,West,6.42,48.77,182.56
TXN59460,CUST12321,PROD1170,2023-02-24,4,East,2.01,34.02,133.34
TXN59461,CUST14767,PROD1196,2023-07-05,4,South,0.74,11.07,43.95
TXN59462,CUST12239,PROD1147,2023-09-12,2,South,4.85,8.44,16.06
TXN59463,CUST13313,PROD1093,2023-06-14,4,West,0.68,18.59,73.85
TXN59464,CUST13538,PROD1081,2023-02-27,3,East,6.56,32.76,91.83
TXN59465,CUST13617,PROD1137,2023-05-14,1,East,3.54,13.05,12.59
TXN59466,CUST11214,PROD1168,2024-01-01,5,West,3.33,22.91,110.74
TXN59467,CUST10439,PROD1162,2023-01-07,4,West,1.08,30.85,122.07
TXN59468,CUST10782,PROD1175,2023-05-20,3,West,10.29,4.55,12.25
TXN59469,CUST10479,PROD1175,2023-05-11,3,West,0.45,4.55,13.59
TXN59470,CUST14509,PROD1118,2023-06-05,1,West,7.12,19.34,17.96
TXN59471,CUST11130,PROD1197,2023-06-20,1,North,0.39,41.37,41.21
TXN59472,CUST12187,PROD1011,2023-11-23,5,South,0.15,45.02,224.76
TXN59473,CUST10131,PROD1064,2023-04-16,5,East,1.32,88.18,435.08
TXN59474,CUST11140,PROD1036,2023-09-09,5,West,0.94,11.16,55.28
TXN59475,CUST14416,PROD1094,2023-07-22,2,East,17.96,9.1,14.93
TXN59476,CUST10750,PROD1057,2023-02-01,2,North,2.55,20.03,39.04
TXN59477,CUST14153,PROD1177,2023-12-06,3,West,6.05,4.44,12.51
TXN59478,CUST11246,PROD1112,2023-02-01,1,West,8.83,19.04,17.36
TXN59479,CUST11128,PROD1119,2023-07-30,4,East,0.93,46.87,185.74
TXN59480,CUST11822,PROD1104,2023-08-31,1,West,6.74,11.78,10.99
TXN59481,CUST14205,PROD1151,2023-08-23,2,North,1.28,29.88,59.0
TXN59482,CUST13659,PROD1183,2023-05-03,3,South,7.77,16.3,45.1
TXN59483,CUST14886,PROD1104,2023-04-20,4,West,2.19,11.78,46.09
TXN59484,CUST12367,PROD1122,2023-01-04,5,South,4.3,5.67,27.13
TXN59485,CUST10009,PROD1183,2023-07-18,5,West,12.37,16.3,71.42
TXN59486,CUST11222,PROD1063,2023-07-26,2,North,3.35,9.3,17.98
TXN59487,CUST13203,PROD1033,2023-07-07,3,East,5.09,76.98,219.19
TXN59488,CUST11152,PROD1095,2023-06-26,1,East,0.44,31.61,31.47
TXN59489,CUST10275,PROD1069,2023-08-04,2,East,5.82,18.41,34.68
TXN59490,CUST14348,PROD1150,2023-04-04,1,West,3.84,27.45,26.4
TXN59491,CUST12839,PROD1100,2023-02-17,4,West,2.19,6.71,26.25
TXN59492,CUST14102,PROD1097,2023-03-14,1,North,2.15,15.6,15.26
TXN59493,CUST10573,PROD1007,2023-07-14,4,West,11.45,20.49,72.58
TXN59494,CUST14070,PROD1124,2023-02-19,3,South,13.5,16.74,43.44
TXN59495,CUST12146,PROD1001,2023-04-07,2,East,4.92,58.21,110.69
TXN59496,CUST12660,PROD1045,2023-08-27,1,South,4.78,36.43,34.69
TXN59497,CUST11113,PROD1140,2023-02-12,3,East,16.44,17.92,44.92
TXN59498,CUST13830,PROD1162,2023-07-22,3,West,9.02,30.85,84.2
TXN59499,CUST11862,PROD1120,2023-06-04,1,East,1.56,16.61,16.35
TXN59500,CUST12936,PROD1054,2023-01-10,5,North,2.92,28.42,137.95
TXN59501,CUST11578,PROD1192,2023-05-07,5,South,5.42,21.58,102.05
TXN59502,CUST13371,PROD1126,2023-03-21,4,East,1.22,16.24,64.17
TXN59503,CUST12552,PROD1032,2023-05-18,3,West,5.85,26.68,75.36
TXN59504,CUST11308,PROD1053,2023-10-15,2,West,3.72,10.11,19.47
TXN59505,CUST11820,PROD1140,2023-08-21,2,South,2.94,17.92,34.79
TXN59506,CUST12821,PROD1007,2023-11-17,3,East,4.03,20.49,58.99
TXN59507,CUST13722,PROD1092,2023-12-20,5,South,1.08,30.54,151.05
TXN59508,CUST10142,PROD1116,2023-04-12,3,West,3.3,23.83,69.13
TXN59509,CUST10068,PROD1029,2023-06-27,4,West,8.23,7.9,29.0
TXN59510,CUST12413,PROD1039,2023-08-25,3,West,6.89,11.95,33.38
TXN59511,CUST10714,PROD1029,2023-01-14,1,South,1.15,7.9,7.81
TXN59512,CUST11306,PROD1103,2023-01-22,5,South,4.07,21.68,103.99
TXN59513,CUST10775,PROD1189,2023-01-19,1,North,2.87,29.07,28.24
TXN59514,CUST14587,PROD1111,2023-08-26,1,North,0.07,23.3,23.28
TXN59515,CUST11142,PROD1046,2023-02-05,3,South,13.48,19.46,50.51
TXN59516,CUST14519,PROD1154,2023-02-18,3,West,1.67,64.29,189.65
TXN59517,CUST12719,PROD1098,2023-08-09,2,West,8.16,13.86,25.46
TXN59518,CUST10878,PROD1172,2023-10-23,1,East,9.54,8.88,8.03
TXN59519,CUST14497,PROD1098,2023-02-12,3,West,5.04,13.86,39.48
TXN59520,CUST10951,PROD1133,2023-08-20,2,East,3.2,18.79,36.38
TXN59521,CUST13429,PROD1161,2023-05-23,1,East,9.94,18.5,16.66
TXN59522,CUST10568,PROD1196,2023-02-21,2,North,4.82,11.07,21.07
TXN59523,CUST11447,PROD1176,2023-10-15,5,East,2.57,48.11,234.37
TXN59524,CUST12681,PROD1046,2023-08-13,4,West,1.04,19.46,77.03
TXN59525,CUST12834,PROD1122,2023-09-18,1,North,4.28,5.67,5.43
TXN59526,CUST14624,PROD1058,2023-08-05,3,West,5.92,4.0,11.29
TXN59527,CUST10146,PROD1067,2023-02-16,5,South,22.45,11.57,44.86
TXN59528,CUST12349,PROD1043,2023-11-25,2,North,7.6,23.98,44.32
TXN59529,CUST13256,PROD1134,2023-12-27,4,West,1.41,7.67,30.25
TXN59530,CUST10937,PROD1144,2023-05-24,1,South,1.05,98.14,97.11
TXN59531,CUST10259,PROD1015,2023-10-10,4,North,5.34,23.0,87.09
TXN59532,CUST10498,PROD1167,2023-08-13,5,West,1.66,40.95,201.35
TXN59533,CUST13806,PROD1067,2023-04-15,4,South,7.64,11.57,42.74
TXN59534,CUST14928,PROD1043,2023-02-17,1,East,11.91,23.98,21.12
TXN59535,CUST11416,PROD1101,2023-05-26,5,North,10.18,20.61,92.56
TXN59536,CUST11794,PROD1138,2023-12-04,2,North,6.69,25.37,47.35
TXN59537,CUST10453,PROD1083,2023-08-07,1,West,0.47,22.05,21.95
TXN59538,CUST12166,PROD1189,2023-01-03,4,North,5.35,29.07,110.06
TXN59539,CUST13493,PROD1175,2023-03-02,1,East,14.37,4.55,3.9
TXN59540,CUST13345,PROD1074,2023-01-26,5,West,1.02,6.73,33.31
TXN59541,CUST10192,PROD1074,2023-05-11,4,North,11.61,6.73,23.79
TXN59542,CUST10440,PROD1100,2023-08-16,2,East,0.01,6.71,13.42
TXN59543,CUST10698,PROD1000,2023-07-06,3,North,7.37,6.69,18.59
TXN59544,CUST11046,PROD1161,2023-09-07,2,East,4.91,18.5,35.18
TXN59545,CUST14600,PROD1167,2023-07-06,1,East,5.26,40.95,38.8
TXN59546,CUST11984,PROD1161,2023-04-10,3,North,15.69,18.5,46.79
TXN59547,CUST14279,PROD1183,2023-02-08,5,South,3.28,16.3,78.83
TXN59548,CUST11174,PROD1169,2023-06-09,4,North,5.43,34.42,130.2
TXN59549,CUST13754,PROD1103,2023-11-25,4,East,10.46,21.68,77.65
TXN59550,CUST10709,PROD1129,2023-05-01,5,South,14.85,20.76,88.39
TXN59551,CUST10242,PROD1134,2023-01-06,1,East,5.05,7.67,7.28
TXN59552,CUST10735,PROD1147,2023-12-05,2,South,3.13,8.44,16.35
TXN59553,CUST11439,PROD1084,2023-02-10,3,South,9.95,2.47,6.67
TXN59554,CUST11642,PROD1129,2023-08-29,5,North,7.55,20.76,95.96
TXN59555,CUST11041,PROD1154,2023-02-02,1,East,6.66,64.29,60.01
TXN59556,CUST14651,PROD1155,2023-02-25,1,North,3.28,4.71,4.56
TXN59557,CUST13499,PROD1061,2023-01-21,3,South,3.62,17.27,49.93
TXN59558,CUST10562,PROD1037,2023-07-20,5,South,1.6,13.18,64.85
TXN59559,CUST12874,PROD1018,2023-06-20,2,West,5.35,32.52,61.56
TXN59560,CUST10733,PROD1159,2023-09-15,2,West,10.37,30.03,53.83
TXN59561,CUST11024,PROD1019,2023-04-07,5,West,12.01,42.24,185.83
TXN59562,CUST10240,PROD1171,2023-09-28,4,South,3.13,14.3,55.41
TXN59563,CUST12166,PROD1189,2023-06-29,2,North,1.27,29.07,57.4
TXN59564,CUST14361,PROD1058,2023-03-13,4,East,2.41,4.0,15.61
TXN59565,CUST13065,PROD1048,2023-08-18,5,North,2.57,9.43,45.94
TXN59566,CUST10094,PROD1187,2023-08-23,1,North,1.78,10.39,10.21
TXN59567,CUST14077,PROD1008,2023-12-08,5,North,2.18,51.91,253.89
TXN59568,CUST13517,PROD1071,2023-03-15,1,North,2.54,22.83,22.25
TXN59569,CUST13565,PROD1076,2023-10-07,5,East,1.2,13.4,66.2
TXN59570,CUST12663,PROD1032,2023-04-05,4,North,1.76,26.68,104.84
TXN59571,CUST11838,PROD1024,2023-09-21,4,East,0.0,7.95,31.8
TXN59572,CUST12118,PROD1122,2023-10-18,5,South,6.85,5.67,26.41
TXN59573,CUST12556,PROD1154,2023-09-08,1,South,12.35,64.29,56.35
TXN59574,CUST13127,PROD1083,2023-06-24,5,West,6.84,22.05,102.71
TXN59575,CUST10376,PROD1053,2023-09-14,1,North,5.23,10.11,9.58
TXN59576,CUST12502,PROD1076,2023-11-17,4,East,2.72,13.4,52.14
TXN59577,CUST11455,PROD1176,2023-07-08,3,North,5.64,48.11,136.19
TXN59578,CUST11182,PROD1136,2023-06-19,2,West,17.75,22.85,37.59
TXN59579,CUST13602,PROD1199,2023-02-18,4,East,6.3,28.93,108.43
TXN59580,CUST13432,PROD1088,2023-03-10,5,East,0.3,19.5,97.21
TXN59581,CUST11792,PROD1106,2023-03-25,5,South,15.04,25.45,108.11
TXN59582,CUST12456,PROD1064,2023-05-17,1,North,7.64,88.18,81.44
TXN59583,CUST13136,PROD1089,2023-05-25,2,North,13.31,10.83,18.78
TXN59584,CUST10206,PROD1191,2023-11-08,4,West,5.67,38.27,144.4
TXN59585,CUST10877,PROD1003,2023-05-23,2,South,6.91,70.54,131.33
TXN59586,CUST10721,PROD1072,2023-09-25,2,West,1.43,10.95,21.59
TXN59587,CUST12727,PROD1079,2023-12-19,4,North,11.72,13.39,47.28
TXN59588,CUST11938,PROD1106,2023-09-16,1,South,1.42,25.45,25.09
TXN59589,CUST10056,PROD1043,2023-09-09,1,West,2.75,23.98,23.32
TXN59590,CUST12997,PROD1066,2023-01-30,1,West,1.97,16.19,15.87
TXN59591,CUST14089,PROD1006,2023-12-25,3,East,2.49,12.36,36.16
TXN59592,CUST11679,PROD1198,2023-10-30,2,South,16.08,9.49,15.93
TXN59593,CUST12532,PROD1079,2023-04-20,3,North,8.32,13.39,36.83
TXN59594,CUST14028,PROD1175,2023-05-24,1,South,7.73,4.55,4.2
TXN59595,CUST11219,PROD1196,2023-07-26,4,North,1.7,11.07,43.53
TXN59596,CUST12125,PROD1193,2023-08-20,2,East,11.39,19.96,35.37
TXN59597,CUST11924,PROD1166,2023-05-31,4,West,0.45,20.38,81.15
TXN59598,CUST12864,PROD1074,2023-11-24,5,North,10.3,6.73,30.18
TXN59599,CUST14573,PROD1024,2023-05-18,2,West,1.03,7.95,15.74
TXN59600,CUST13455,PROD1103,2023-09-17,4,West,8.49,21.68,79.36
TXN59601,CUST10680,PROD1055,2023-05-25,1,West,10.39,31.1,27.87
TXN59602,CUST14023,PROD1023,2023-12-23,3,North,4.36,49.36,141.62
TXN59603,CUST13357,PROD1108,2023-08-12,4,North,1.03,66.9,264.84
TXN59604,CUST14380,PROD1185,2023-11-01,5,East,2.72,10.7,52.04
TXN59605,CUST11385,PROD1168,2023-01-04,1,North,7.08,22.91,21.29
TXN59606,CUST11336,PROD1183,2023-11-01,5,South,2.14,16.3,79.76
TXN59607,CUST12603,PROD1184,2023-04-12,3,North,1.79,21.09,62.14
TXN59608,CUST10831,PROD1192,2023-11-30,5,South,2.56,21.58,105.14
TXN59609,CUST11033,PROD1098,2023-07-13,4,East,0.01,13.86,55.43
TXN59610,CUST13758,PROD1196,2023-12-07,4,East,0.17,11.07,44.2
TXN59611,CUST11501,PROD1192,2023-05-05,1,South,5.72,21.58,20.35
TXN59612,CUST13229,PROD1073,2023-07-18,3,South,3.55,19.98,57.81
TXN59613,CUST13711,PROD1024,2023-07-25,3,North,1.77,7.95,23.43
TXN59614,CUST10031,PROD1124,2023-03-30,2,North,6.13,16.74,31.43
TXN59615,CUST14172,PROD1014,2023-02-01,2,South,0.9,34.51,68.4
TXN59616,CUST13211,PROD1013,2023-07-06,4,West,3.24,41.72,161.47
TXN59617,CUST13426,PROD1015,2023-08-19,5,South,0.06,23.0,114.93
TXN59618,CUST13173,PROD1056,2023-12-21,5,South,3.79,5.87,28.24
TXN59619,CUST12876,PROD1056,2023-01-09,1,East,5.62,5.87,5.54
TXN59620,CUST13278,PROD1112,2023-05-17,3,West,1.15,19.04,56.46
TXN59621,CUST11250,PROD1150,2023-03-27,4,South,1.26,27.45,108.42
TXN59622,CUST11065,PROD1004,2023-08-20,5,West,14.61,2.81,12.0
TXN59623,CUST12261,PROD1065,2023-10-07,2,West,9.08,11.55,21.0
TXN59624,CUST10627,PROD1112,2023-08-20,4,North,3.72,19.04,73.33
TXN59625,CUST13620,PROD1068,2023-08-16,1,North,13.74,11.49,9.91
TXN59626,CUST13348,PROD1032,2023-03-02,4,North,11.37,26.68,94.59
TXN59627,CUST14471,PROD1029,2023-02-02,5,East,1.16,7.9,39.04
TXN59628,CUST13620,PROD1033,2023-04-06,1,South,3.45,76.98,74.32
TXN59629,CUST14183,PROD1191,2023-08-25,2,West,12.75,38.27,66.78
TXN59630,CUST12208,PROD1010,2023-09-19,2,South,3.21,16.4,31.75
TXN59631,CUST12403,PROD1108,2023-02-05,5,North,6.86,66.9,311.55
TXN59632,CUST13877,PROD1172,2023-07-14,1,East,1.38,8.88,8.76
TXN59633,CUST13826,PROD1101,2023-03-01,2,West,8.81,20.61,37.59
TXN59634,CUST10659,PROD1005,2023-04-12,1,South,1.6,80.42,79.13
TXN59635,CUST11307,PROD1095,2023-02-22,4,North,1.71,31.61,124.28
TXN59636,CUST14736,PROD1172,2023-07-17,3,West,0.25,8.88,26.57
TXN59637,CUST10492,PROD1193,2023-09-15,3,South,0.92,19.96,59.33
TXN59638,CUST11701,PROD1128,2023-10-03,3,North,2.17,7.89,23.16
TXN59639,CUST12962,PROD1006,2023-11-24,2,South,10.09,12.36,22.23
TXN59640,CUST10123,PROD1177,2023-10-13,5,West,12.42,4.44,19.44
TXN59641,CUST10299,PROD1137,2023-02-23,3,East,1.36,13.05,38.62
TXN59642,CUST13381,PROD1196,2023-04-20,5,North,7.85,11.07,51.01
TXN59643,CUST10891,PROD1083,2023-11-02,3,North,14.76,22.05,56.39
TXN59644,CUST14180,PROD1107,2023-10-16,4,North,7.06,31.44,116.88
TXN59645,CUST12484,PROD1151,2023-01-24,3,East,1.26,29.88,88.51
TXN59646,CUST14100,PROD1001,2023-02-28,5,East,8.8,58.21,265.44
TXN59647,CUST14633,PROD1192,2023-12-18,2,West,2.25,21.58,42.19
TXN59648,CUST13959,PROD1033,2023-08-15,4,South,10.07,76.98,276.91
TXN59649,CUST12468,PROD1185,2023-09-19,5,East,0.8,10.7,53.07
TXN59650,CUST11192,PROD1143,2023-07-11,1,North,0.4,35.39,35.25
TXN59651,CUST11028,PROD1170,2023-06-16,3,West,5.96,34.02,95.98
TXN59652,CUST11927,PROD1148,2023-08-05,4,East,18.32,16.12,52.67
TXN59653,CUST12565,PROD1024,2023-07-16,2,West,13.96,7.95,13.68
TXN59654,CUST12227,PROD1160,2023-06-19,1,West,16.19,20.26,16.98
TXN59655,CUST11716,PROD1127,2023-08-22,3,North,0.37,9.4,28.1
TXN59656,CUST12519,PROD1013,2023-03-22,4,North,0.87,41.72,165.43
TXN59657,CUST10439,PROD1128,2023-01-19,5,South,6.17,7.89,37.02
TXN59658,CUST12516,PROD1129,2023-01-11,3,South,7.95,20.76,57.33
TXN59659,CUST13434,PROD1128,2023-08-19,4,West,7.9,7.89,29.07
TXN59660,CUST13099,PROD1002,2023-12-28,3,North,1.81,30.2,88.96
TXN59661,CUST14486,PROD1112,2023-02-14,4,South,1.84,19.04,74.76
TXN59662,CUST11248,PROD1036,2023-11-20,5,West,1.11,11.16,55.18
TXN59663,CUST10904,PROD1070,2023-03-23,3,East,4.43,35.25,101.07
TXN59664,CUST11235,PROD1038,2023-01-24,4,South,1.02,6.57,26.01
TXN59665,CUST10711,PROD1015,2023-09-15,1,South,9.68,23.0,20.77
TXN59666,CUST12754,PROD1122,2023-02-05,2,South,1.44,5.67,11.18
TXN59667,CUST13545,PROD1084,2023-04-28,4,South,12.6,2.47,8.64
TXN59668,CUST12070,PROD1060,2023-05-07,4,North,1.11,7.0,27.69
TXN59669,CUST14952,PROD1004,2023-12-18,4,East,0.4,2.81,11.2
TXN59670,CUST12918,PROD1193,2023-03-31,3,South,9.99,19.96,53.9
TXN59671,CUST11340,PROD1143,2023-05-26,2,East,7.58,35.39,65.41
TXN59672,CUST12923,PROD1177,2023-02-28,3,South,3.87,4.44,12.8
TXN59673,CUST12103,PROD1113,2023-03-19,4,West,7.62,26.69,98.62
TXN59674,CUST14709,PROD1118,2023-06-13,4,West,2.32,19.34,75.57
