customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
BANK12986,637,France,Male,67,4,6540.47,4,1,1,23577.34,0
BANK12987,659,Spain,Male,21,0,285.97,4,0,1,45104.03,0
BANK12988,536,France,Male,76,0,3606.74,4,1,0,12961.67,1
BANK12989,850,Spain,Female,63,0,478.68,1,0,0,49775.24,0
BANK12990,801,United States,Male,68,1,15790.84,2,1,1,53110.32,0
BANK12991,710,Germany,Male,78,1,1402.81,1,0,1,50412.32,1
BANK12992,657,Germany,Male,30,6,13487.11,1,1,0,54447.65,0
BANK12993,628,France,Female,74,4,8979.09,3,1,1,58601.61,0
BANK12994,554,Spain,Male,79,0,4007.72,2,1,1,35023.25,1
BANK12995,657,United Kingdom,Female,72,4,2049.66,1,0,1,46966.28,0
BANK12996,675,Germany,Male,35,3,9757.76,2,1,1,52562.75,0
BANK12997,525,Spain,Female,60,0,829.0,1,0,0,27839.97,1
BANK12998,683,Spain,Male,45,0,992.1,4,1,1,20964.5,0
BANK12999,634,United States,Female,55,0,1272.67,1,1,1,44706.67,1
BANK13000,459,United Kingdom,Female,58,0,4552.75,2,1,0,49239.75,0
BANK13001,563,Germany,Male,61,5,1886.76,1,1,0,57063.61,1
BANK13002,608,United States,Female,36,1,22632.46,2,1,1,36622.58,0
BANK13003,838,United Kingdom,Female,63,7,1085.27,2,1,0,38139.99,0
BANK13004,705,Germany,Female,64,4,8189.45,3,1,1,37734.31,0
BANK13005,516,United States,Male,60,1,503.72,3,1,1,29304.08,0
BANK13006,698,United Kingdom,Male,55,5,2180.5,1,0,1,50018.46,0
BANK13007,495,Germany,Female,63,0,1397.0,1,1,1,46780.59,1
BANK13008,758,United Kingdom,Male,20,0,18825.77,5,1,1,34943.73,0
BANK13009,602,Spain,Female,36,2,130.34,4,1,0,37232.15,0
BANK13010,640,France,Male,37,1,6394.73,2,1,0,34129.87,0
BANK13011,782,France,Female,42,1,1423.25,1,1,1,78881.48,1
BANK13012,521,Spain,Female,28,3,8336.62,1,1,0,46069.72,0
BANK13013,510,United Kingdom,Female,78,5,1864.2,3,0,1,20814.27,0
BANK13014,591,Spain,Female,73,1,1036.87,5,0,1,36371.16,0
BANK13015,753,France,Female,34,1,5905.19,3,1,1,31452.09,0
BANK13016,498,France,Male,78,2,1489.18,1,1,1,37456.37,1
BANK13017,366,United Kingdom,Female,77,3,3323.25,3,0,1,29428.17,1
BANK13018,604,France,Female,76,0,705.13,5,1,1,53206.34,1
BANK13019,705,Spain,Male,66,7,6447.62,2,1,0,34845.34,0
BANK13020,770,United Kingdom,Male,72,3,2611.42,5,1,0,37619.19,0
BANK13021,603,Spain,Male,52,2,757.49,3,1,0,40488.5,0
BANK13022,608,United Kingdom,Male,31,7,6766.14,1,1,0,37816.2,1
BANK13023,765,France,Female,76,7,545.52,1,1,1,21142.12,0
BANK13024,463,Germany,Female,56,0,4276.22,1,0,0,25408.33,1
BANK13025,611,United Kingdom,Female,74,0,4675.9,3,1,0,25945.68,0
BANK13026,669,United Kingdom,Male,36,4,13321.4,3,1,0,40401.89,0
BANK13027,694,Germany,Female,20,9,818.37,2,1,1,28694.73,0
BANK13028,599,France,Male,51,3,5297.15,1,1,0,27118.15,0
BANK13029,653,Spain,Male,75,1,2396.38,5,1,1,33010.08,0
BANK13030,401,United States,Male,66,3,2560.92,1,0,1,45108.36,0
BANK13031,584,Germany,Female,58,0,3484.02,1,1,0,33125.51,0
BANK13032,695,United States,Male,39,18,1331.46,1,1,0,37341.78,0
BANK13033,551,France,Male,55,1,3091.9,1,1,0,33635.49,1
BANK13034,655,United Kingdom,Male,73,8,5805.3,5,1,0,100944.49,0
BANK13035,694,United Kingdom,Female,44,1,3054.27,1,1,0,36699.96,1
BANK13036,615,France,Female,38,7,217.19,1,1,0,30780.85,0
BANK13037,667,Spain,Male,58,1,1490.86,3,0,0,13757.46,0
BANK13038,553,Spain,Female,48,4,2165.16,3,1,1,34825.33,0
BANK13039,629,France,Female,44,9,2190.36,1,1,1,69276.84,0
BANK13040,711,France,Male,54,3,422.38,1,1,1,20476.99,0
BANK13041,665,France,Female,19,3,2985.28,1,1,1,26474.08,1
BANK13042,591,France,Male,71,0,5887.45,4,1,1,87164.18,0
BANK13043,672,France,Female,64,1,249.48,3,0,1,20488.85,0
BANK13044,721,France,Female,26,6,6949.99,5,0,1,49931.86,0
BANK13045,445,United Kingdom,Female,36,0,15517.17,1,0,1,32870.45,1
BANK13046,765,United States,Female,59,4,46.91,2,1,1,22757.0,0
BANK13047,616,Spain,Male,53,3,1076.45,3,1,1,45681.81,0
BANK13048,692,United States,Female,27,0,3920.7,1,1,1,14662.32,0
BANK13049,769,United Kingdom,Female,76,0,1229.82,3,0,1,51478.18,0
BANK13050,512,Germany,Male,57,1,7232.9,2,0,1,26854.7,1
BANK13051,579,United States,Male,71,0,1870.81,2,1,0,22324.98,0
BANK13052,621,Germany,Female,62,7,1738.05,3,1,0,61659.7,0
BANK13053,571,United Kingdom,Male,56,4,4.62,2,1,0,33398.0,1
BANK13054,823,Spain,Female,24,1,1574.42,4,1,1,51428.8,0
BANK13055,564,Germany,Male,21,1,1227.4,5,1,1,70796.77,0
BANK13056,594,United Kingdom,Female,32,3,2102.19,3,1,0,24560.56,1
BANK13057,670,France,Male,29,1,798.83,2,1,0,13512.32,0
BANK13058,529,Spain,Female,65,0,4515.01,4,1,1,45342.96,1
BANK13059,610,France,Male,23,1,1363.91,1,1,1,32816.45,0
BANK13060,681,Spain,Male,77,6,8911.55,1,0,0,44190.39,1
BANK13061,616,Spain,Female,26,0,1674.27,2,1,0,72232.22,0
BANK13062,640,United States,Male,52,1,1184.12,3,1,1,16959.99,0
BANK13063,597,Spain,Female,25,9,292.13,4,1,0,28691.98,0
BANK13064,498,United States,Female,24,0,6733.57,5,1,1,40469.04,0
BANK13065,682,Germany,Male,21,6,3548.5,4,1,1,37490.83,0
BANK13066,825,Spain,Female,75,1,603.97,5,1,1,30394.21,0
BANK13067,651,Germany,Female,30,0,1250.87,2,1,0,59727.08,0
BANK13068,672,Spain,Female,36,0,33300.85,2,1,1,11750.3,0
BANK13069,719,United States,Male,79,0,8200.23,2,1,0,19194.25,0
BANK13070,523,France,Female,24,0,2152.91,3,1,1,47576.79,0
BANK13071,820,Spain,Female,27,0,3910.49,2,0,0,30121.29,0
BANK13072,670,United Kingdom,Female,42,1,2689.42,3,0,0,50549.68,1
BANK13073,813,France,Male,61,0,185.34,4,0,1,69831.89,1
BANK13074,576,United States,Female,75,3,7540.66,1,1,0,19740.99,1
BANK13075,831,United Kingdom,Female,52,5,6311.3,1,1,1,31077.18,0
BANK13076,727,Germany,Female,75,6,2628.02,2,1,0,21847.05,0
BANK13077,705,United States,Female,42,2,9350.67,5,0,1,47567.0,0
BANK13078,673,France,Female,46,8,3825.78,1,0,0,24912.44,0
BANK13079,625,Germany,Male,73,0,337.16,5,1,1,65980.79,1
BANK13080,770,Germany,Male,29,0,1501.52,5,0,1,27983.06,0
BANK13081,664,United States,Female,68,1,3097.37,1,1,1,27121.27,1
BANK13082,453,France,Female,64,4,546.0,4,1,1,52373.62,0
BANK13083,538,United States,Male,57,6,4232.44,1,1,1,36134.57,0
BANK13084,631,United Kingdom,Male,29,2,642.4,2,1,0,51090.65,0
BANK13085,680,United Kingdom,Male,69,1,1118.89,2,1,1,21857.63,0
BANK13086,644,Spain,Female,23,3,11220.81,5,1,1,35660.99,0
BANK13087,771,Germany,Female,77,0,42905.67,2,1,1,61284.47,0
BANK13088,454,Spain,Male,27,1,3995.35,2,1,1,35998.78,1
BANK13089,664,France,Female,19,2,4833.3,3,1,0,19707.11,0
BANK13090,468,United Kingdom,Female,73,0,7983.38,2,0,1,72864.59,1
BANK13091,725,Spain,Male,62,0,5955.93,2,1,0,22351.41,1
BANK13092,640,United Kingdom,Female,42,4,1007.32,5,0,0,26439.36,0
BANK13093,691,United Kingdom,Female,24,2,2652.35,1,1,1,21123.25,0
BANK13094,563,United Kingdom,Male,57,1,3829.84,2,0,1,54643.2,0
BANK13095,777,United States,Male,40,1,2229.19,1,1,0,114727.57,1
BANK13096,754,Spain,Female,65,9,968.57,4,0,0,33603.4,0
BANK13097,708,Germany,Female,28,1,6661.18,1,1,1,80669.91,0
BANK13098,637,Spain,Female,75,0,1108.51,1,0,0,87174.9,0
BANK13099,707,Germany,Male,53,1,1508.81,4,1,1,37954.38,0
BANK13100,579,Spain,Female,66,3,1688.0,2,1,0,33527.66,1
BANK13101,735,Spain,Female,65,0,882.37,3,1,1,31437.0,0
BANK13102,814,United Kingdom,Female,68,1,9470.68,4,0,1,38701.0,0
BANK13103,757,Germany,Female,40,1,4715.95,2,1,1,78805.54,0
BANK13104,577,Germany,Female,76,1,9001.42,1,1,0,38938.88,1
BANK13105,686,Germany,Male,60,1,3403.42,1,1,0,32781.58,0
BANK13106,520,Spain,Female,24,3,3665.3,3,1,0,35913.44,0
BANK13107,707,Germany,Male,44,8,4787.45,1,1,1,44113.77,0
BANK13108,695,Spain,Female,30,7,2317.48,3,1,1,30196.81,0
BANK13109,463,United States,Female,68,3,3431.69,2,1,0,32342.66,1
BANK13110,533,United Kingdom,Female,34,2,3958.38,2,1,0,28067.72,0
BANK13111,621,France,Male,49,5,15346.08,1,1,1,24287.38,0
BANK13112,619,United States,Female,43,5,10723.98,2,1,0,45747.66,1
BANK13113,529,Germany,Female,74,5,691.98,1,0,1,24574.38,1
BANK13114,688,United Kingdom,Female,77,0,210.79,2,1,1,35399.06,0
BANK13115,675,United Kingdom,Male,39,0,5702.39,4,1,1,31756.29,0
BANK13116,630,United Kingdom,Male,30,12,252.25,1,0,1,52143.7,0
BANK13117,574,United Kingdom,Female,78,9,311.24,5,1,0,32194.51,0
BANK13118,754,Germany,Male,29,2,867.38,2,0,0,45823.13,0
BANK13119,815,United Kingdom,Female,24,14,2167.06,1,0,1,19125.82,0
BANK13120,601,France,Male,18,4,2854.61,5,1,1,58568.19,0
BANK13121,588,France,Male,50,2,3663.37,2,1,1,45362.77,0
BANK13122,699,United Kingdom,Male,69,1,24325.01,3,0,0,60863.32,1
BANK13123,614,Spain,Male,72,2,2432.56,1,0,0,40680.28,1
BANK13124,636,Germany,Male,31,2,1390.33,2,0,1,39978.75,0
BANK13125,723,France,Male,76,15,4281.3,3,1,0,30038.87,1
BANK13126,459,France,Female,64,2,1211.32,1,1,0,40046.95,1
BANK13127,781,France,Female,60,5,14112.55,3,0,0,23176.47,1
BANK13128,657,United States,Female,73,5,1500.49,3,1,0,26280.49,0
BANK13129,608,United States,Female,75,0,22993.03,1,1,0,27634.92,1
BANK13130,641,France,Female,58,0,2712.17,4,1,0,31689.24,1
BANK13131,646,Spain,Male,34,3,8374.84,1,0,0,12787.98,0
BANK13132,476,Germany,Female,21,0,5224.6,1,1,0,22911.6,1
BANK13133,799,Germany,Male,69,3,13552.33,5,1,1,19567.85,1
BANK13134,654,France,Male,68,0,4909.84,1,1,1,67535.77,0
BANK13135,694,France,Female,56,1,4352.02,4,1,0,23376.22,0
BANK13136,745,Germany,Female,18,0,5290.03,3,0,1,24731.95,0
BANK13137,547,Spain,Male,58,0,7719.79,3,1,1,34537.09,1
BANK13138,697,United States,Male,62,0,11455.34,3,1,1,39091.39,0
BANK13139,623,United States,Male,41,10,1551.79,1,1,1,42561.6,0
BANK13140,734,France,Female,51,1,1121.27,3,1,1,28078.52,0
BANK13141,437,Germany,Male,51,6,174.77,5,1,1,33816.37,0
BANK13142,640,United States,Female,41,10,2310.81,1,1,1,65686.41,0
BANK13143,589,Spain,Female,76,7,9360.02,2,1,1,35026.42,0
BANK13144,693,France,Female,79,1,362.09,2,0,0,37816.7,0
BANK13145,697,United Kingdom,Female,32,4,3866.58,1,0,1,52137.98,0
BANK13146,579,France,Male,34,0,5933.75,3,1,0,49578.4,0
BANK13147,578,United Kingdom,Male,30,0,9065.52,3,1,1,17602.94,0
BANK13148,638,France,Female,24,6,4378.51,1,1,1,42159.08,0
BANK13149,560,Germany,Male,26,0,1030.94,3,0,0,36548.66,1
BANK13150,734,Germany,Female,61,10,16696.22,2,1,0,71293.73,0
BANK13151,613,Germany,Male,52,3,497.18,1,1,1,23504.45,0
BANK13152,359,Germany,Male,40,1,7326.68,4,0,1,25118.07,1
BANK13153,612,Spain,Female,71,0,452.68,1,1,0,30715.41,0
BANK13154,546,Spain,Female,64,3,774.03,2,1,1,49641.57,0
BANK13155,486,United Kingdom,Male,56,2,11424.49,2,1,1,57625.03,0
BANK13156,526,Spain,Male,40,3,6993.35,3,1,1,32008.02,0
BANK13157,660,France,Female,43,1,2274.66,1,1,0,46683.68,0
BANK13158,782,Germany,Female,18,0,5090.57,4,0,1,28365.23,0
BANK13159,681,United States,Male,31,1,3055.51,5,1,1,35696.34,0
BANK13160,589,United States,Female,49,1,344.27,2,0,1,43954.21,0
BANK13161,695,United States,Female,68,0,6385.01,1,1,1,77940.91,0
BANK13162,604,France,Male,65,0,7203.87,4,1,1,54567.09,0
BANK13163,580,United States,Female,27,1,10699.84,5,1,0,57876.32,1
BANK13164,534,United States,Male,18,3,3889.58,3,0,0,32267.74,1
BANK13165,474,United Kingdom,Female,22,2,5591.09,2,1,1,18174.4,1
BANK13166,611,France,Male,20,0,2881.72,1,1,0,90819.55,0
BANK13167,665,France,Female,66,2,1920.3,1,1,0,18839.99,1
BANK13168,640,United States,Female,67,3,2652.59,1,1,1,30653.21,1
BANK13169,608,France,Male,75,2,12138.04,1,1,1,33858.06,0
BANK13170,555,United Kingdom,Female,70,2,896.66,5,0,1,60281.69,0
BANK13171,710,United Kingdom,Male,44,1,1428.42,3,1,0,57618.76,0
BANK13172,518,Germany,Male,68,0,4659.44,1,1,1,28383.74,1
BANK13173,727,United Kingdom,Female,71,1,618.08,2,1,1,39258.8,0
BANK13174,549,Germany,Male,74,1,11121.85,1,1,1,27171.62,1
BANK13175,574,United States,Female,39,2,241.94,3,1,1,26418.67,0
BANK13176,503,Germany,Female,35,5,7038.86,2,1,0,48200.84,0
BANK13177,599,Germany,Female,33,1,2339.85,1,1,1,20457.81,0
BANK13178,747,United States,Female,19,3,262.6,1,1,1,39693.66,1
BANK13179,701,Germany,Male,64,5,9255.25,3,0,1,28066.53,0
BANK13180,747,United Kingdom,Male,30,0,5114.65,2,0,1,15236.05,0
BANK13181,702,United States,Male,62,6,44.49,2,1,0,33279.17,1
BANK13182,539,France,Male,33,0,1556.68,4,0,0,53560.76,1
BANK13183,616,Germany,Female,25,6,2169.67,3,0,1,40473.36,0
BANK13184,571,United Kingdom,Male,60,0,1947.31,2,1,1,22466.58,0
BANK13185,783,France,Male,25,1,3449.18,5,0,0,38614.73,0
BANK13186,530,United States,Female,71,2,3741.22,1,1,0,18182.62,1
BANK13187,739,United States,Female,27,7,2527.15,1,1,1,86025.09,0
BANK13188,739,United States,Female,72,0,2015.62,5,1,1,38316.54,0
BANK13189,832,United Kingdom,Female,50,4,3510.02,4,1,1,46773.56,0
BANK13190,609,France,Female,48,3,170.97,1,1,1,64470.22,0
BANK13191,721,United States,Female,29,0,5181.03,5,1,0,38677.46,0
BANK13192,850,United Kingdom,Male,26,1,4656.8,1,0,1,38447.51,0
BANK13193,588,Spain,Female,54,1,1637.11,4,1,0,25525.83,0
BANK13194,496,United Kingdom,Female,26,1,989.3,1,1,0,15660.44,0
BANK13195,461,Spain,Female,65,4,378.93,1,0,1,27155.8,0
BANK13196,721,France,Female,35,7,4425.7,2,1,0,38465.07,0
BANK13197,461,United States,Female,47,3,4207.08,4,1,0,37645.29,0
BANK13198,612,United States,Male,49,10,3810.54,4,1,0,40366.9,0
BANK13199,693,Germany,Female,57,0,21208.98,5,0,0,22356.22,0
BANK13200,668,United States,Female,40,0,3791.57,2,1,1,27636.7,0
BANK13201,692,France,Male,28,6,6396.91,2,0,1,52602.56,0
BANK13202,672,United Kingdom,Male,79,6,599.09,1,1,0,39244.23,1
BANK13203,777,France,Female,37,0,1776.03,1,0,0,20831.36,1
BANK13204,554,United States,Female,36,1,1611.0,2,1,0,57220.48,0
BANK13205,582,United Kingdom,Female,53,5,4289.82,4,1,1,68912.01,0
BANK13206,572,France,Male,69,0,2008.46,4,1,0,24757.62,1
BANK13207,733,United States,Male,43,0,5123.09,1,1,1,35749.74,1
BANK13208,740,United States,Female,27,3,5857.36,3,0,0,33213.86,1
BANK13209,695,United States,Female,41,12,171.35,4,0,0,23076.07,0
BANK13210,768,Germany,Male,30,4,5104.89,2,1,0,35803.42,1
BANK13211,532,Germany,Male,78,4,620.95,3,1,0,42234.37,1
BANK13212,816,Germany,Female,69,1,3128.71,2,0,1,39563.95,0
BANK13213,802,United Kingdom,Female,63,3,6483.67,5,0,0,81010.61,0
BANK13214,723,France,Female,70,0,6075.93,1,0,1,24481.0,1
BANK13215,828,United Kingdom,Female,51,14,1782.11,2,1,0,23088.0,1
BANK13216,484,United Kingdom,Female,46,1,1589.78,1,1,1,56186.52,0
BANK13217,597,United States,Female,53,3,2901.12,4,1,1,53380.29,0
BANK13218,576,Spain,Male,24,6,1045.38,1,1,0,15403.65,0
BANK13219,722,Spain,Male,68,0,18384.56,2,1,1,25571.79,0
BANK13220,544,United States,Male,47,11,2114.97,3,0,0,17746.37,1
BANK13221,725,Spain,Female,79,1,12819.31,2,1,1,54289.05,1
BANK13222,787,United Kingdom,Female,34,1,11944.25,2,0,1,52789.12,0
BANK13223,719,France,Female,65,0,2269.46,1,1,1,35535.5,0
BANK13224,678,Germany,Male,30,5,1465.72,1,1,0,56921.87,0
BANK13225,551,United Kingdom,Female,73,6,7366.58,5,1,0,47588.54,0
BANK13226,565,United Kingdom,Female,41,0,1302.79,3,0,1,42171.79,0
BANK13227,774,France,Male,71,0,3682.85,4,1,1,29632.23,0
BANK13228,727,Spain,Female,72,7,586.54,2,1,1,20403.5,0
BANK13229,646,France,Male,48,0,2438.25,1,0,1,32428.97,0
BANK13230,608,United Kingdom,Female,75,2,406.89,1,1,0,36081.5,0
BANK13231,447,United States,Male,44,2,1666.46,1,1,0,45461.57,0
BANK13232,542,United States,Male,67,6,5472.51,4,0,1,39290.1,0
BANK13233,841,United Kingdom,Female,38,2,23726.28,3,0,1,35538.67,0
BANK13234,521,United States,Male,61,1,1470.56,2,1,0,40539.73,1
BANK13235,668,Spain,Male,72,10,3205.82,4,1,0,24221.19,0
BANK13236,750,France,Male,74,0,2971.45,2,1,1,29515.58,0
BANK13237,524,Germany,Female,18,0,1017.65,5,1,1,50454.34,0
BANK13238,668,France,Male,32,0,4708.93,1,1,1,30454.9,0
BANK13239,743,Germany,Male,20,11,6449.56,5,1,0,32701.86,0
BANK13240,651,United Kingdom,Female,23,3,796.27,4,0,1,44786.12,0
BANK13241,850,United Kingdom,Female,31,0,7076.03,2,1,0,26821.34,0
BANK13242,483,Germany,Female,72,3,6022.56,3,1,1,29928.05,1
BANK13243,755,United States,Male,55,1,1099.14,4,1,0,18007.61,0
BANK13244,632,United Kingdom,Female,50,10,5234.1,2,1,1,56043.78,0
BANK13245,727,Spain,Female,69,0,2501.67,1,1,1,59911.5,0
BANK13246,694,Spain,Female,55,3,5714.98,5,0,1,52798.24,0
BANK13247,576,Spain,Female,25,2,3426.86,2,1,1,38902.73,1
BANK13248,672,Spain,Male,43,0,246.67,2,1,0,22681.79,0
BANK13249,464,Germany,Female,32,6,7731.54,1,1,1,29924.55,1
BANK13250,710,United States,Female,31,0,4055.15,1,0,1,25489.2,0
BANK13251,679,Germany,Male,65,3,6451.19,4,0,1,26272.94,0
BANK13252,713,United Kingdom,Female,37,4,673.79,2,1,1,31095.63,0
BANK13253,755,Spain,Female,72,2,6387.6,5,1,1,30529.79,0
BANK13254,686,Spain,Female,65,0,2669.33,3,1,0,55674.42,0
BANK13255,664,Spain,Female,76,11,8028.9,5,0,1,36900.88,0
BANK13256,561,United Kingdom,Female,36,0,4571.04,1,0,1,62176.9,1
BANK13257,578,France,Male,73,2,2191.77,1,1,1,27170.72,0
BANK13258,768,Germany,Male,50,4,1127.71,2,0,1,42074.74,0
BANK13259,793,United States,Female,53,8,8462.04,1,0,0,33114.16,1
BANK13260,626,United Kingdom,Female,41,2,4107.09,3,0,0,44331.63,0
BANK13261,654,France,Male,27,0,21897.38,3,0,1,50752.87,0
BANK13262,559,France,Female,69,5,2337.94,2,1,1,57138.22,0
BANK13263,767,United States,Female,67,0,5787.34,1,1,0,31453.86,1
BANK13264,716,United Kingdom,Male,51,0,4875.18,1,1,1,36194.88,1
BANK13265,844,France,Male,53,7,5074.78,1,1,0,52598.43,1
BANK13266,562,Spain,Female,64,2,6677.63,3,1,0,77326.94,1
BANK13267,612,United States,Female,78,0,748.93,1,1,1,37516.68,1
BANK13268,673,Spain,Female,53,2,3988.58,5,1,0,33792.16,1
BANK13269,714,United States,Female,33,0,3557.88,3,1,1,34768.78,0
BANK13270,628,Germany,Male,32,0,2096.78,4,0,0,16408.56,0
BANK13271,562,Germany,Male,35,0,2864.84,2,1,0,41227.89,0
BANK13272,738,United Kingdom,Male,24,4,3657.49,5,1,1,28167.85,0
BANK13273,722,France,Male,64,4,1935.1,3,0,1,23167.62,0
BANK13274,558,Spain,Male,39,2,1734.75,2,1,0,45527.89,0
BANK13275,785,France,Female,49,0,6702.26,1,1,1,35197.28,0
BANK13276,767,Germany,Male,60,4,346.31,4,0,0,51434.77,0
BANK13277,663,Spain,Female,36,1,1876.84,2,1,0,35866.8,1
BANK13278,657,United Kingdom,Male,57,2,5302.41,1,1,0,22407.13,0
BANK13279,705,France,Male,73,6,1170.85,1,1,1,38766.78,0
BANK13280,563,United States,Female,18,1,4246.35,1,1,1,16821.73,1
BANK13281,653,United States,Male,52,2,1798.86,2,0,0,49517.37,0
BANK13282,434,Spain,Female,22,9,9267.15,3,1,1,63126.21,1
BANK13283,737,United States,Male,67,1,2153.83,2,1,1,32376.92,0
BANK13284,493,United States,Female,29,2,1303.69,3,1,1,39262.28,1
BANK13285,800,Germany,Male,29,2,3776.22,2,1,0,62090.53,0
BANK13286,616,United Kingdom,Male,38,0,728.95,1,0,1,36086.75,0
BANK13287,628,United States,Female,76,4,7984.68,1,1,1,18360.35,1
BANK13288,587,United States,Female,75,3,5697.61,4,1,0,63759.03,0
BANK13289,621,France,Male,36,0,7359.46,1,0,0,29632.44,1
BANK13290,791,Spain,Male,26,0,2544.79,4,1,1,33114.03,0
BANK13291,401,Germany,Female,60,20,9009.15,1,1,1,69002.25,0
BANK13292,777,Spain,Male,66,2,3401.63,3,1,1,97121.3,0
BANK13293,683,France,Female,65,0,497.44,3,1,1,27132.71,0
BANK13294,529,France,Male,53,1,1268.2,1,1,1,54039.5,0
BANK13295,542,France,Female,59,2,6207.56,3,1,0,40696.95,1
BANK13296,817,United States,Male,71,0,11337.17,2,1,0,73973.03,0
BANK13297,555,Spain,Male,64,0,500.13,3,1,1,32690.88,0
BANK13298,534,Spain,Male,74,4,9983.4,4,1,0,41729.23,1
BANK13299,763,Spain,Female,68,3,8023.99,1,1,1,29845.01,1
BANK13300,683,United Kingdom,Female,49,1,2204.64,3,0,1,75589.35,0
BANK13301,556,Germany,Male,52,0,5844.26,1,0,1,29529.59,0
BANK13302,671,United States,Female,48,1,1034.82,2,1,1,29633.34,0
BANK13303,547,Germany,Male,77,0,8393.76,1,1,1,47907.15,1
BANK13304,760,United States,Male,70,1,5355.07,2,1,1,26317.09,0
BANK13305,756,Spain,Female,72,0,2888.65,1,1,1,41873.31,0
BANK13306,703,United Kingdom,Male,49,0,9994.56,3,1,1,31778.27,0
BANK13307,686,United Kingdom,Female,79,1,749.67,2,1,0,28580.88,0
BANK13308,826,Spain,Male,54,10,9347.06,4,1,0,34371.05,0
BANK13309,649,Germany,Male,49,0,120.88,3,1,0,23590.03,1
BANK13310,531,France,Female,60,1,6995.89,3,0,1,22476.53,0
BANK13311,694,Spain,Male,73,1,4259.12,1,1,1,29017.99,1
BANK13312,850,United States,Male,54,1,5965.55,1,1,1,85964.77,0
BANK13313,548,Germany,Male,56,5,2658.07,5,1,1,27870.78,0
BANK13314,613,France,Female,55,1,9991.75,2,1,1,74406.52,0
BANK13315,691,United Kingdom,Female,47,4,1878.19,2,1,1,46983.73,0
BANK13316,644,United States,Female,75,0,1607.61,1,1,1,32999.79,0
BANK13317,551,United Kingdom,Male,49,6,1795.89,1,1,1,29052.49,1
BANK13318,762,United States,Female,62,0,7444.16,5,1,1,37913.74,0
BANK13319,850,France,Female,19,0,3418.87,3,0,1,77958.96,0
BANK13320,669,United States,Male,68,0,3851.06,2,1,1,21186.55,0
BANK13321,559,France,Male,28,0,8908.71,5,1,1,31867.43,1
BANK13322,495,Spain,Female,76,2,8959.76,3,1,1,52206.08,0
BANK13323,675,Spain,Female,37,1,882.12,3,1,1,34486.31,0
BANK13324,760,United States,Male,54,3,3989.96,2,1,1,38319.84,0
BANK13325,697,Germany,Female,26,0,673.48,2,1,1,14938.54,0
BANK13326,649,United Kingdom,Female,55,2,10144.82,1,1,1,39415.46,0
BANK13327,591,United States,Male,66,1,9070.2,3,1,1,43635.56,0
BANK13328,540,United States,Female,36,2,9463.94,1,0,0,34782.81,1
BANK13329,733,United Kingdom,Female,72,0,6101.5,4,0,0,32278.22,1
BANK13330,741,United States,Female,57,0,3145.02,1,0,1,59786.16,0
BANK13331,495,United Kingdom,Female,24,1,2593.63,1,0,0,46052.74,1
BANK13332,808,France,Male,22,5,2514.49,5,1,0,42488.44,0
BANK13333,707,Germany,Male,64,3,342.53,2,0,1,84856.23,0
BANK13334,789,Spain,Male,59,0,14866.95,1,1,0,31967.29,0
BANK13335,515,Spain,Female,41,0,2991.69,5,1,0,36504.66,0
BANK13336,513,Germany,Male,65,0,13304.51,2,1,1,72644.83,0
BANK13337,635,United Kingdom,Male,58,1,10570.48,1,0,1,31026.2,0
BANK13338,700,Germany,Female,24,2,8819.08,2,1,0,78027.54,0
BANK13339,829,United Kingdom,Female,28,0,4437.41,3,1,1,35044.95,1
BANK13340,720,Germany,Female,26,1,535.45,2,1,0,58222.93,0
BANK13341,625,United States,Male,66,2,1957.16,5,0,0,49617.4,0
BANK13342,547,United States,Male,47,1,4626.48,1,0,1,26078.03,0
BANK13343,773,Germany,Female,58,0,67.74,1,0,1,42769.94,1
BANK13344,553,France,Male,20,2,217.83,1,1,1,43717.25,0
BANK13345,812,Germany,Female,39,1,5660.79,1,1,1,44780.8,0
BANK13346,621,Spain,Male,57,5,10955.35,2,1,1,86419.22,0
BANK13347,809,United States,Female,68,4,9660.74,4,0,0,46925.06,0
BANK13348,717,Germany,Male,37,0,920.49,2,0,0,34614.41,0
BANK13349,636,Spain,Female,49,0,12108.73,1,1,1,23707.38,1
BANK13350,598,United States,Female,65,1,5958.61,4,1,1,37597.18,0
BANK13351,615,France,Male,24,1,6299.65,2,1,1,29533.68,0
BANK13352,692,France,Female,77,8,1812.32,2,1,1,25900.68,0
BANK13353,657,Spain,Female,24,1,6293.85,1,1,1,34913.95,0
BANK13354,590,Germany,Female,37,6,6185.45,1,1,1,20516.46,0
BANK13355,633,United States,Female,42,2,4515.21,1,1,1,16157.75,0
BANK13356,657,France,Female,62,6,2210.3,1,1,0,40498.6,0
BANK13357,437,Spain,Female,52,3,8330.42,2,0,1,95290.99,0
BANK13358,695,United Kingdom,Female,61,3,13864.38,1,1,1,52901.87,1
BANK13359,552,Germany,Female,41,2,10196.81,1,0,0,25682.25,0
BANK13360,534,United Kingdom,Male,57,5,1391.82,2,1,0,51517.59,1
BANK13361,481,Germany,Male,30,0,2950.01,4,0,0,107222.79,1
BANK13362,470,United States,Male,69,7,2095.9,3,1,0,29899.61,0
BANK13363,514,Spain,Female,65,3,6146.1,1,0,1,21820.22,1
