review_id,restaurant_id,user_id,rating,review_text,review_date,useful_count,service_rating,food_rating,ambiance_rating,value_rating,review_length,sentiment,overall_satisfaction
REV101512,REST1057,USER6533,4.3,Food was good but the wait was too long.,2023-06-03,3,5,1,3,2,40,Positive,3.3200000000000003
REV101513,REST1093,USER7197,4.5,Cozy atmosphere and friendly staff. Perfect for date night.,2023-05-18,2,3,1,2,2,59,Positive,2.9000000000000004
REV101514,REST1027,USER5662,4.1,Food was good but the wait was too long.,2023-03-13,3,5,1,1,5,40,Positive,3.04
REV101515,REST1090,USER6471,4.6,Cozy atmosphere and friendly staff. Perfect for date night.,2023-12-30,2,3,4,1,4,59,Very Positive,3.74
REV101516,REST1050,USER6166,3.4,Average experience. Food was okay but nothing special.,2023-01-21,3,3,5,1,3,54,Neutral,3.5600000000000005
REV101517,REST1034,USER6356,2.4,Cozy atmosphere and friendly staff. Perfect for date night.,2023-01-17,0,3,3,1,3,59,Neutral,2.56
REV101518,REST1041,USER7724,5.0,Disappointing. Service was slow and food was cold.,2023-05-17,1,2,4,5,2,50,Very Positive,4.1
REV101519,REST1030,USER7253,3.5,Cozy atmosphere and friendly staff. Perfect for date night.,2023-09-11,0,4,3,1,4,59,Neutral,3.1999999999999997
REV101520,REST1174,USER6637,4.8,Amazing flavors and generous portions. Highly recommended!,2023-09-14,2,2,2,2,5,58,Very Positive,3.12
REV101521,REST1185,USER5449,5.0,Cozy atmosphere and friendly staff. Perfect for date night.,2023-02-25,1,1,1,3,3,59,Very Positive,2.8
REV101522,REST1005,USER6409,4.7,Amazing flavors and generous portions. Highly recommended!,2023-09-14,1,3,1,5,2,58,Very Positive,3.2800000000000002
REV101523,REST1003,USER7778,3.0,Disappointing. Service was slow and food was cold.,2023-06-25,3,2,1,1,4,50,Neutral,2.0000000000000004
REV101524,REST1109,USER6779,5.0,Not worth the hype. There are better options nearby.,2023-09-03,4,3,4,1,3,52,Very Positive,3.9000000000000004
REV101525,REST1074,USER5338,5.0,Best Vegetarian in town! The Stir Fry was incredible.,2023-08-08,5,1,5,4,5,53,Very Positive,4.1000000000000005
REV101526,REST1063,USER7987,5.0,Not worth the hype. There are better options nearby.,2023-09-19,3,1,4,2,5,52,Very Positive,3.6000000000000005
REV101527,REST1047,USER5471,5.0,Disappointing. Service was slow and food was cold.,2023-05-15,1,2,1,4,2,50,Very Positive,3.0999999999999996
REV101528,REST1179,USER5812,3.9,Disappointing. Service was slow and food was cold.,2023-08-31,2,2,5,5,5,50,Positive,3.96
REV101529,REST1180,USER5772,4.6,Average experience. Food was okay but nothing special.,2023-10-30,7,4,3,2,1,54,Very Positive,3.74
REV101530,REST1161,USER5493,4.1,Amazing flavors and generous portions. Highly recommended!,2023-03-09,4,2,2,5,4,58,Positive,3.1399999999999997
REV101531,REST1102,USER5787,4.3,Great food and excellent service! Will definitely come back.,2023-03-16,1,3,1,1,1,60,Positive,2.72
REV101532,REST1109,USER5372,5.0,Great food and excellent service! Will definitely come back.,2023-01-27,2,5,1,2,2,60,Very Positive,3.5
REV101533,REST1097,USER7867,4.2,Cozy atmosphere and friendly staff. Perfect for date night.,2023-11-21,1,2,3,3,5,59,Positive,3.2800000000000002
REV101534,REST1059,USER6745,3.9,Disappointing. Service was slow and food was cold.,2023-09-03,3,3,2,1,2,50,Positive,2.8600000000000003
REV101535,REST1015,USER7637,4.4,Absolutely loved everything! From appetizers to dessert.,2023-01-27,1,5,4,1,4,56,Positive,4.06
REV101536,REST1077,USER6489,5.0,Average experience. Food was okay but nothing special.,2023-05-24,3,3,1,3,2,54,Very Positive,3.2
REV101537,REST1089,USER6310,4.6,Cozy atmosphere and friendly staff. Perfect for date night.,2023-01-25,0,1,4,1,3,59,Very Positive,3.3400000000000003
REV101538,REST1046,USER5213,4.0,Great food and excellent service! Will definitely come back.,2023-12-05,0,4,4,3,2,60,Positive,3.8999999999999995
REV101539,REST1190,USER6168,3.3,Overpriced for what you get. Won't be returning.,2023-08-30,2,2,2,1,2,48,Neutral,2.42
REV101540,REST1071,USER6764,4.4,Not worth the hype. There are better options nearby.,2023-04-05,3,5,4,1,1,52,Positive,4.06
REV101541,REST1064,USER6369,5.0,Food was good but the wait was too long.,2023-06-05,0,5,2,1,1,40,Very Positive,3.7
REV101542,REST1028,USER7797,3.7,Average experience. Food was okay but nothing special.,2023-10-10,3,1,3,4,3,54,Positive,2.98
REV101543,REST1197,USER6476,4.2,Amazing flavors and generous portions. Highly recommended!,2023-07-05,8,1,3,2,1,58,Positive,2.9800000000000004
REV101544,REST1190,USER5975,4.5,Not worth the hype. There are better options nearby.,2023-11-29,3,2,5,3,1,52,Positive,4.0
REV101545,REST1070,USER5357,5.0,Disappointing. Service was slow and food was cold.,2023-02-24,3,1,1,1,5,50,Very Positive,2.6
REV101546,REST1033,USER5168,3.5,Not worth the hype. There are better options nearby.,2023-10-28,2,4,5,3,4,52,Neutral,4.0
REV101547,REST1167,USER7886,5.0,Disappointing. Service was slow and food was cold.,2023-08-17,4,5,5,2,3,50,Very Positive,4.7
REV101548,REST1025,USER6234,5.0,Average experience. Food was okay but nothing special.,2023-08-31,3,5,3,5,3,54,Very Positive,4.4
REV101549,REST1194,USER5179,5.0,Disappointing. Service was slow and food was cold.,2023-03-07,4,5,3,2,4,50,Very Positive,4.1
REV101550,REST1049,USER7295,3.2,Cozy atmosphere and friendly staff. Perfect for date night.,2023-06-27,7,2,4,2,3,59,Neutral,3.0800000000000005
REV101551,REST1093,USER6786,4.6,Food was good but the wait was too long.,2023-02-04,3,4,5,2,3,40,Very Positive,4.34
REV101552,REST1123,USER5683,3.0,Cozy atmosphere and friendly staff. Perfect for date night.,2023-11-03,1,5,1,3,5,59,Neutral,2.8
REV101553,REST1070,USER5186,5.0,Amazing flavors and generous portions. Highly recommended!,2023-10-17,5,4,3,5,2,58,Very Positive,4.2
REV101554,REST1015,USER7027,3.9,Disappointing. Service was slow and food was cold.,2023-12-17,5,3,4,5,5,50,Positive,3.86
REV101555,REST1136,USER5677,5.0,Absolutely loved everything! From appetizers to dessert.,2023-08-13,3,1,1,4,1,56,Very Positive,2.9
REV101556,REST1192,USER7303,4.4,Absolutely loved everything! From appetizers to dessert.,2023-07-19,3,3,3,5,1,56,Positive,3.7600000000000002
REV101557,REST1102,USER5847,2.7,Not worth the hype. There are better options nearby.,2023-04-05,1,3,5,2,2,52,Neutral,3.3800000000000003
REV101558,REST1000,USER7425,5.0,Amazing flavors and generous portions. Highly recommended!,2023-12-23,3,3,4,5,2,58,Very Positive,4.300000000000001
REV101559,REST1002,USER7063,4.3,Absolutely loved everything! From appetizers to dessert.,2023-12-29,4,1,5,2,3,56,Positive,3.62
REV101560,REST1184,USER6242,5.0,Absolutely loved everything! From appetizers to dessert.,2023-04-23,4,2,5,1,3,56,Very Positive,4.0
REV101561,REST1075,USER5700,3.6,Best Indian in town! The Butter Chicken was incredible.,2023-04-25,4,5,3,5,2,55,Positive,3.84
REV101562,REST1011,USER6195,3.3,Absolutely loved everything! From appetizers to dessert.,2023-01-21,4,5,2,4,2,56,Neutral,3.32
REV101563,REST1163,USER5544,3.6,Amazing flavors and generous portions. Highly recommended!,2023-05-19,2,1,2,3,5,58,Positive,2.54
REV101564,REST1013,USER7189,4.8,Disappointing. Service was slow and food was cold.,2023-03-01,3,4,4,4,2,50,Very Positive,4.32
REV101565,REST1000,USER6329,3.6,Overpriced for what you get. Won't be returning.,2023-02-12,3,5,2,5,2,48,Positive,3.54
REV101566,REST1180,USER7957,4.0,Absolutely loved everything! From appetizers to dessert.,2023-03-10,2,1,4,3,2,56,Positive,3.3
REV101567,REST1104,USER6329,5.0,Not worth the hype. There are better options nearby.,2023-01-30,1,2,3,5,2,52,Very Positive,3.8
REV101568,REST1160,USER5898,3.5,Great food and excellent service! Will definitely come back.,2023-05-24,5,5,4,4,3,60,Neutral,4.0
REV101569,REST1045,USER7201,4.9,Best American in town! The Burger was incredible.,2023-12-03,3,2,1,4,1,49,Very Positive,3.06
REV101570,REST1199,USER7959,5.0,Not worth the hype. There are better options nearby.,2023-12-19,0,1,4,3,5,52,Very Positive,3.7
REV101571,REST1097,USER6811,4.6,Best Indian in town! The Biryani was incredible.,2023-04-23,2,5,4,2,3,48,Very Positive,4.24
REV101572,REST1083,USER7382,5.0,Best Vegetarian in town! The Veggie Burger was incredible.,2023-11-19,2,1,4,4,2,58,Very Positive,3.8000000000000003
REV101573,REST1192,USER6827,4.7,Cozy atmosphere and friendly staff. Perfect for date night.,2023-04-29,2,2,4,5,5,59,Very Positive,3.98
REV101574,REST1186,USER5607,2.7,Cozy atmosphere and friendly staff. Perfect for date night.,2023-09-03,0,4,5,2,5,59,Neutral,3.58
REV101575,REST1023,USER6881,5.0,Food was good but the wait was too long.,2023-04-05,3,5,5,2,5,40,Very Positive,4.7
REV101576,REST1045,USER7987,3.4,Disappointing. Service was slow and food was cold.,2023-04-03,6,2,1,5,5,50,Neutral,2.56
REV101577,REST1165,USER6270,5.0,Best Indian in town! The Butter Chicken was incredible.,2023-03-25,7,2,4,4,1,55,Very Positive,4.0
REV101578,REST1045,USER5284,4.9,Cozy atmosphere and friendly staff. Perfect for date night.,2023-03-15,1,3,4,5,5,59,Very Positive,4.26
REV101579,REST1018,USER6863,4.8,Cozy atmosphere and friendly staff. Perfect for date night.,2023-11-27,4,5,4,4,3,59,Very Positive,4.5200000000000005
REV101580,REST1103,USER7976,2.7,Average experience. Food was okay but nothing special.,2023-01-07,0,3,3,4,5,54,Neutral,2.98
REV101581,REST1154,USER6572,3.4,Average experience. Food was okay but nothing special.,2023-01-11,4,3,2,3,3,54,Neutral,2.8600000000000003
REV101582,REST1028,USER5541,3.9,Great food and excellent service! Will definitely come back.,2023-05-08,4,4,1,5,4,60,Positive,3.16
REV101583,REST1197,USER5584,3.0,Average experience. Food was okay but nothing special.,2023-11-18,6,5,2,3,1,54,Neutral,3.1000000000000005
REV101584,REST1153,USER5435,4.0,Great food and excellent service! Will definitely come back.,2023-10-05,1,2,2,3,4,60,Positive,2.9000000000000004
REV101585,REST1188,USER5828,2.7,Overpriced for what you get. Won't be returning.,2023-03-13,5,1,5,5,4,48,Neutral,3.2800000000000002
REV101586,REST1122,USER5668,2.7,Not worth the hype. There are better options nearby.,2023-06-07,3,5,4,5,2,52,Neutral,3.7800000000000002
REV101587,REST1084,USER5998,4.0,Food was good but the wait was too long.,2023-01-29,2,2,5,5,3,40,Positive,4.0
REV101588,REST1139,USER5086,4.3,Best Indian in town! The Butter Chicken was incredible.,2023-01-23,2,3,2,3,4,55,Positive,3.2199999999999998
REV101589,REST1026,USER5420,4.5,Absolutely loved everything! From appetizers to dessert.,2023-09-19,1,4,1,5,4,56,Positive,3.4000000000000004
REV101590,REST1106,USER5918,4.9,Amazing flavors and generous portions. Highly recommended!,2023-01-13,2,1,1,5,2,58,Very Positive,2.9600000000000004
REV101591,REST1058,USER5603,4.6,Cozy atmosphere and friendly staff. Perfect for date night.,2023-06-30,6,4,4,5,1,59,Very Positive,4.34
REV101592,REST1167,USER7803,5.0,Best Seafood in town! The Fish Tacos was incredible.,2023-07-16,1,5,2,4,2,52,Very Positive,4.0
REV101593,REST1175,USER5694,4.7,Average experience. Food was okay but nothing special.,2023-02-26,2,3,5,3,5,54,Very Positive,4.28
REV101594,REST1057,USER6463,3.3,Average experience. Food was okay but nothing special.,2023-02-09,3,4,5,2,5,54,Neutral,3.8200000000000003
REV101595,REST1157,USER6476,4.0,Overpriced for what you get. Won't be returning.,2023-02-13,2,1,5,2,1,48,Positive,3.5000000000000004
REV101596,REST1011,USER5729,5.0,Not worth the hype. There are better options nearby.,2023-08-08,3,3,3,1,2,52,Very Positive,3.6
REV101597,REST1135,USER7782,3.7,Overpriced for what you get. Won't be returning.,2023-08-06,2,1,4,4,5,48,Positive,3.2800000000000002
REV101598,REST1038,USER6426,4.9,Best Mediterranean in town! The Shawarma was incredible.,2023-02-23,5,1,3,1,1,56,Very Positive,3.1600000000000006
REV101599,REST1069,USER6087,4.9,Food was good but the wait was too long.,2023-12-31,4,3,4,4,3,40,Very Positive,4.16
REV101600,REST1019,USER7686,3.6,Great food and excellent service! Will definitely come back.,2023-03-17,6,2,3,3,5,60,Positive,3.04
REV101601,REST1081,USER6829,4.3,Amazing flavors and generous portions. Highly recommended!,2023-09-02,2,2,3,2,4,58,Positive,3.22
REV101602,REST1017,USER7976,4.9,Average experience. Food was okay but nothing special.,2023-05-23,1,5,4,2,3,54,Very Positive,4.36
REV101603,REST1037,USER5522,5.0,Average experience. Food was okay but nothing special.,2023-04-04,4,2,3,1,3,54,Very Positive,3.4
REV101604,REST1196,USER6307,4.2,Cozy atmosphere and friendly staff. Perfect for date night.,2023-09-11,3,5,4,1,2,59,Positive,3.98
REV101605,REST1108,USER7464,4.7,Food was good but the wait was too long.,2023-11-22,4,1,4,1,5,40,Very Positive,3.3800000000000003
REV101606,REST1085,USER6569,5.0,Amazing flavors and generous portions. Highly recommended!,2023-08-03,1,3,2,2,4,58,Very Positive,3.4000000000000004
REV101607,REST1140,USER7181,5.0,Food was good but the wait was too long.,2023-10-02,4,3,2,1,4,40,Very Positive,3.3000000000000003
REV101608,REST1058,USER7379,3.9,Cozy atmosphere and friendly staff. Perfect for date night.,2023-08-04,4,2,5,1,4,59,Positive,3.56
REV101609,REST1134,USER7879,4.1,Not worth the hype. There are better options nearby.,2023-02-14,1,3,4,4,3,52,Positive,3.84
REV101610,REST1060,USER5832,4.3,Overpriced for what you get. Won't be returning.,2023-01-09,3,5,4,5,5,48,Positive,4.42
REV101611,REST1092,USER5547,2.9,Absolutely loved everything! From appetizers to dessert.,2023-02-26,5,5,3,5,2,56,Neutral,3.5599999999999996
REV101612,REST1015,USER5570,4.5,Overpriced for what you get. Won't be returning.,2023-05-31,2,4,5,3,3,48,Positive,4.3999999999999995
REV101613,REST1117,USER5993,4.8,Amazing flavors and generous portions. Highly recommended!,2023-04-18,0,4,2,4,2,58,Very Positive,3.72
REV101614,REST1057,USER5480,4.4,Great food and excellent service! Will definitely come back.,2023-12-23,3,5,4,5,5,60,Positive,4.46
REV101615,REST1180,USER5107,5.0,Amazing flavors and generous portions. Highly recommended!,2023-12-23,3,3,3,2,3,58,Very Positive,3.7
REV101616,REST1108,USER7872,4.8,Overpriced for what you get. Won't be returning.,2023-02-24,7,4,5,2,1,48,Very Positive,4.42
REV101617,REST1169,USER6953,4.1,Not worth the hype. There are better options nearby.,2023-11-01,3,3,2,4,2,52,Positive,3.2399999999999998
REV101618,REST1040,USER6496,4.8,Great food and excellent service! Will definitely come back.,2023-03-14,2,1,1,2,4,60,Very Positive,2.62
REV101619,REST1020,USER5051,3.5,Disappointing. Service was slow and food was cold.,2023-10-19,2,4,4,5,5,50,Neutral,3.9000000000000004
REV101620,REST1106,USER6924,2.6,Amazing flavors and generous portions. Highly recommended!,2023-03-13,3,3,3,5,4,58,Neutral,3.04
REV101621,REST1191,USER6925,4.9,Absolutely loved everything! From appetizers to dessert.,2023-07-30,2,3,4,5,1,56,Very Positive,4.26
REV101622,REST1184,USER7641,5.0,Overpriced for what you get. Won't be returning.,2023-12-22,4,5,3,5,1,48,Very Positive,4.4
REV101623,REST1003,USER5638,3.4,Best Mexican in town! The Tacos was incredible.,2023-01-31,1,3,1,1,4,47,Neutral,2.3600000000000003
REV101624,REST1164,USER7061,4.9,Great food and excellent service! Will definitely come back.,2023-03-24,0,5,5,5,4,60,Very Positive,4.96
REV101625,REST1002,USER7784,3.9,Cozy atmosphere and friendly staff. Perfect for date night.,2023-08-21,4,4,4,4,5,59,Positive,3.9599999999999995
REV101626,REST1141,USER7905,3.7,Best Mexican in town! The Burrito was incredible.,2023-04-27,6,4,1,1,2,49,Positive,2.68
REV101627,REST1108,USER5376,4.3,Amazing flavors and generous portions. Highly recommended!,2023-09-25,2,3,1,4,2,58,Positive,3.02
REV101628,REST1096,USER6640,3.6,Amazing flavors and generous portions. Highly recommended!,2023-11-13,2,5,3,1,1,58,Positive,3.44
REV101629,REST1014,USER5752,4.7,Disappointing. Service was slow and food was cold.,2023-10-14,2,5,1,1,3,50,Very Positive,3.2800000000000002
REV101630,REST1154,USER6955,5.0,Average experience. Food was okay but nothing special.,2023-06-10,4,3,1,3,3,54,Very Positive,3.2
REV101631,REST1167,USER5675,3.3,Cozy atmosphere and friendly staff. Perfect for date night.,2023-01-28,3,5,4,3,2,59,Neutral,3.8200000000000003
REV101632,REST1095,USER6105,4.0,Cozy atmosphere and friendly staff. Perfect for date night.,2023-02-25,1,4,4,1,3,59,Positive,3.6999999999999997
REV101633,REST1026,USER7470,5.0,Average experience. Food was okay but nothing special.,2023-06-21,4,5,2,1,1,54,Very Positive,3.7
REV101634,REST1007,USER5666,4.5,Disappointing. Service was slow and food was cold.,2023-10-05,2,1,4,5,2,50,Positive,3.7
REV101635,REST1027,USER7445,4.9,Average experience. Food was okay but nothing special.,2023-01-06,2,1,5,1,5,54,Very Positive,3.7600000000000002
REV101636,REST1193,USER7259,4.3,Best American in town! The Steak was incredible.,2023-04-14,5,3,4,3,3,48,Positive,3.8200000000000003
REV101637,REST1163,USER6102,5.0,Great food and excellent service! Will definitely come back.,2023-02-13,3,2,2,5,4,60,Very Positive,3.5
REV101638,REST1145,USER7309,3.4,Not worth the hype. There are better options nearby.,2023-09-05,2,4,2,4,2,52,Neutral,3.1599999999999997
REV101639,REST1011,USER5381,3.8,Great food and excellent service! Will definitely come back.,2023-06-08,2,2,5,5,1,60,Positive,3.92
REV101640,REST1002,USER6630,5.0,Overpriced for what you get. Won't be returning.,2023-09-14,4,3,4,4,4,48,Very Positive,4.2
REV101641,REST1049,USER7972,4.8,Overpriced for what you get. Won't be returning.,2023-07-02,2,1,4,2,1,48,Very Positive,3.5200000000000005
REV101642,REST1033,USER6668,3.4,Average experience. Food was okay but nothing special.,2023-09-15,4,2,3,3,5,54,Neutral,2.96
REV101643,REST1025,USER5097,3.6,Absolutely loved everything! From appetizers to dessert.,2023-10-28,3,4,1,3,4,56,Positive,2.84
REV101644,REST1097,USER6188,4.0,Food was good but the wait was too long.,2023-03-24,2,2,5,2,5,40,Positive,3.7
REV101645,REST1038,USER7563,4.6,Food was good but the wait was too long.,2023-02-17,0,3,3,2,4,40,Very Positive,3.54
REV101646,REST1183,USER7791,4.1,Disappointing. Service was slow and food was cold.,2023-12-01,2,5,1,3,1,50,Positive,3.24
REV101647,REST1036,USER6832,5.0,Amazing flavors and generous portions. Highly recommended!,2023-03-09,0,5,1,1,2,58,Very Positive,3.4
REV101648,REST1086,USER7553,3.5,Best American in town! The BBQ Ribs was incredible.,2023-08-09,1,4,4,5,5,51,Neutral,3.9000000000000004
REV101649,REST1010,USER5855,4.4,Cozy atmosphere and friendly staff. Perfect for date night.,2023-11-09,3,2,5,5,2,59,Positive,4.16
REV101650,REST1155,USER7322,3.9,Average experience. Food was okay but nothing special.,2023-11-18,1,4,5,3,3,54,Positive,4.16
REV101651,REST1127,USER5584,5.0,Average experience. Food was okay but nothing special.,2023-06-08,2,1,2,3,5,54,Very Positive,3.1000000000000005
REV101652,REST1140,USER5385,3.4,Average experience. Food was okay but nothing special.,2023-08-21,4,3,2,2,5,54,Neutral,2.7600000000000002
REV101653,REST1080,USER5661,5.0,Amazing flavors and generous portions. Highly recommended!,2023-02-04,3,1,3,3,1,58,Very Positive,3.4000000000000004
REV101654,REST1071,USER6447,4.9,Not worth the hype. There are better options nearby.,2023-02-15,2,2,2,2,2,52,Very Positive,3.16
REV101655,REST1018,USER6056,5.0,Amazing flavors and generous portions. Highly recommended!,2023-08-31,2,1,4,1,3,58,Very Positive,3.5000000000000004
REV101656,REST1065,USER5507,5.0,Food was good but the wait was too long.,2023-10-19,2,1,3,1,2,40,Very Positive,3.2
REV101657,REST1124,USER6174,3.9,Great food and excellent service! Will definitely come back.,2023-07-25,5,3,5,2,4,60,Positive,3.8600000000000003
REV101658,REST1104,USER6805,5.0,Not worth the hype. There are better options nearby.,2023-07-07,1,4,4,4,5,52,Very Positive,4.4
REV101659,REST1131,USER6530,3.8,Not worth the hype. There are better options nearby.,2023-02-12,1,1,3,5,3,52,Positive,3.12
REV101660,REST1174,USER6076,3.2,Cozy atmosphere and friendly staff. Perfect for date night.,2023-12-16,1,3,5,4,4,59,Neutral,3.7800000000000002
REV101661,REST1010,USER6002,4.5,Not worth the hype. There are better options nearby.,2023-12-25,5,1,4,1,5,52,Positive,3.3000000000000003
REV101662,REST1143,USER5431,4.4,Great food and excellent service! Will definitely come back.,2023-05-29,1,4,1,5,4,60,Positive,3.3600000000000003
REV101663,REST1096,USER5298,4.5,Amazing flavors and generous portions. Highly recommended!,2023-04-25,3,4,3,5,2,58,Positive,4.0
REV101664,REST1099,USER6429,4.3,Food was good but the wait was too long.,2023-08-27,4,3,5,1,1,40,Positive,3.92
REV101665,REST1119,USER5446,3.7,Absolutely loved everything! From appetizers to dessert.,2023-02-13,4,1,1,2,5,56,Positive,2.18
REV101666,REST1046,USER6774,3.9,Average experience. Food was okay but nothing special.,2023-04-13,4,5,1,5,2,54,Positive,3.3600000000000003
REV101667,REST1102,USER6299,4.5,Overpriced for what you get. Won't be returning.,2023-06-25,3,1,5,5,1,48,Positive,4.0
REV101668,REST1154,USER7876,3.8,Food was good but the wait was too long.,2023-09-01,1,2,1,3,4,40,Positive,2.5200000000000005
REV101669,REST1029,USER5156,4.0,Best Vegetarian in town! The Stir Fry was incredible.,2023-10-07,4,3,1,1,2,53,Positive,2.6
REV101670,REST1039,USER7622,2.2,Food was good but the wait was too long.,2023-04-20,3,4,3,5,4,40,Neutral,3.08
REV101671,REST1081,USER7462,4.4,Not worth the hype. There are better options nearby.,2023-07-14,3,2,3,5,1,52,Positive,3.56
REV101672,REST1015,USER6939,3.9,Overpriced for what you get. Won't be returning.,2023-04-20,1,1,2,1,2,48,Positive,2.4600000000000004
REV101673,REST1013,USER7800,5.0,Disappointing. Service was slow and food was cold.,2023-08-05,0,1,4,5,5,50,Very Positive,3.9000000000000004
REV101674,REST1069,USER5342,5.0,Best Mediterranean in town! The Falafel was incredible.,2023-03-14,1,5,5,2,1,55,Very Positive,4.7
REV101675,REST1017,USER5334,5.0,Best Chinese in town! The Hot Pot was incredible.,2023-06-02,4,1,2,2,2,49,Very Positive,3.0000000000000004
REV101676,REST1182,USER7149,5.0,Food was good but the wait was too long.,2023-04-20,4,5,4,5,2,40,Very Positive,4.7
REV101677,REST1171,USER5220,3.1,Best Mediterranean in town! The Falafel was incredible.,2023-02-17,1,4,1,3,4,55,Neutral,2.6400000000000006
REV101678,REST1109,USER5673,4.6,Overpriced for what you get. Won't be returning.,2023-04-12,5,2,5,5,5,48,Very Positive,4.24
REV101679,REST1089,USER6947,3.9,Cozy atmosphere and friendly staff. Perfect for date night.,2023-10-02,4,1,3,3,4,59,Positive,2.96
REV101680,REST1176,USER6452,4.4,Amazing flavors and generous portions. Highly recommended!,2023-12-21,4,4,3,5,2,58,Positive,3.96
REV101681,REST1146,USER7297,4.3,Cozy atmosphere and friendly staff. Perfect for date night.,2023-11-02,2,2,4,2,1,59,Positive,3.52
REV101682,REST1050,USER6326,4.1,Average experience. Food was okay but nothing special.,2023-12-07,2,3,3,3,5,54,Positive,3.4400000000000004
REV101683,REST1187,USER5616,4.2,Overpriced for what you get. Won't be returning.,2023-08-23,2,3,5,2,4,48,Positive,3.9800000000000004
REV101684,REST1037,USER5465,4.4,Food was good but the wait was too long.,2023-12-12,4,4,5,5,5,40,Positive,4.5600000000000005
REV101685,REST1104,USER6845,4.4,Best BBQ in town! The Brisket was incredible.,2023-03-06,4,3,4,3,4,45,Positive,3.8600000000000003
REV101686,REST1162,USER5149,4.0,Food was good but the wait was too long.,2023-04-22,5,4,4,2,4,40,Positive,3.8
REV101687,REST1190,USER7852,5.0,Disappointing. Service was slow and food was cold.,2023-10-07,3,4,2,2,2,50,Very Positive,3.6000000000000005
REV101688,REST1198,USER5885,4.5,Amazing flavors and generous portions. Highly recommended!,2023-06-28,1,4,5,1,3,58,Positive,4.199999999999999
REV101689,REST1053,USER6516,3.9,Disappointing. Service was slow and food was cold.,2023-07-06,1,5,2,5,3,50,Positive,3.66
REV101690,REST1004,USER7056,3.7,Best Mexican in town! The Burrito was incredible.,2023-03-05,3,1,4,3,1,49,Positive,3.1800000000000006
REV101691,REST1179,USER6695,4.1,Food was good but the wait was too long.,2023-07-30,1,2,3,4,5,40,Positive,3.34
REV101692,REST1090,USER7142,5.0,Overpriced for what you get. Won't be returning.,2023-06-21,1,1,5,5,3,48,Very Positive,4.2
REV101693,REST1029,USER6754,4.3,Amazing flavors and generous portions. Highly recommended!,2023-07-11,7,3,1,2,4,58,Positive,2.8200000000000003
REV101694,REST1045,USER7223,4.0,Absolutely loved everything! From appetizers to dessert.,2023-08-12,5,4,3,2,5,56,Positive,3.5
REV101695,REST1097,USER7597,5.0,Best Indian in town! The Samosa was incredible.,2023-05-26,5,1,2,3,5,47,Very Positive,3.1000000000000005
REV101696,REST1179,USER5358,4.2,Not worth the hype. There are better options nearby.,2023-02-23,4,3,3,4,2,52,Positive,3.58
REV101697,REST1022,USER5424,5.0,Great food and excellent service! Will definitely come back.,2023-09-12,4,4,4,4,5,60,Very Positive,4.4
REV101698,REST1191,USER7594,4.7,Not worth the hype. There are better options nearby.,2023-08-16,5,3,5,2,1,52,Very Positive,4.18
REV101699,REST1128,USER7734,5.0,Not worth the hype. There are better options nearby.,2023-05-29,4,3,4,4,1,52,Very Positive,4.2
REV101700,REST1107,USER6862,3.5,Disappointing. Service was slow and food was cold.,2023-10-10,1,2,5,1,5,50,Neutral,3.4000000000000004
REV101701,REST1097,USER6923,3.7,Average experience. Food was okay but nothing special.,2023-03-05,1,3,5,4,2,54,Positive,3.9800000000000004
REV101702,REST1089,USER7641,3.8,Food was good but the wait was too long.,2023-12-27,1,3,4,1,2,40,Positive,3.42
REV101703,REST1189,USER6534,4.1,Cozy atmosphere and friendly staff. Perfect for date night.,2023-04-25,4,1,5,5,4,59,Positive,3.84
REV101704,REST1129,USER7697,4.2,Best American in town! The BBQ Ribs was incredible.,2023-05-16,4,4,4,3,3,51,Positive,3.9799999999999995
REV101705,REST1078,USER5017,4.9,Cozy atmosphere and friendly staff. Perfect for date night.,2023-08-01,3,4,2,1,4,59,Very Positive,3.4600000000000004
REV101706,REST1008,USER5628,5.0,Great food and excellent service! Will definitely come back.,2023-07-11,6,1,1,1,5,60,Very Positive,2.6
REV101707,REST1132,USER6372,5.0,Not worth the hype. There are better options nearby.,2023-03-29,1,2,3,1,3,52,Very Positive,3.4
REV101708,REST1146,USER7276,5.0,Cozy atmosphere and friendly staff. Perfect for date night.,2023-07-20,7,3,1,4,3,59,Very Positive,3.3
REV101709,REST1049,USER5211,3.1,Not worth the hype. There are better options nearby.,2023-10-23,1,3,3,5,4,52,Neutral,3.24
REV101710,REST1109,USER7982,5.0,Amazing flavors and generous portions. Highly recommended!,2023-03-30,1,4,2,2,5,58,Very Positive,3.6000000000000005
REV101711,REST1103,USER6791,5.0,Overpriced for what you get. Won't be returning.,2023-04-29,5,1,1,1,5,48,Very Positive,2.6
REV101712,REST1025,USER7586,2.7,Amazing flavors and generous portions. Highly recommended!,2023-10-23,2,3,2,2,4,58,Neutral,2.4800000000000004
REV101713,REST1100,USER6320,4.8,Best Thai in town! The Green Curry was incredible.,2023-04-15,3,5,5,3,2,50,Very Positive,4.72
REV101714,REST1023,USER6791,4.2,Average experience. Food was okay but nothing special.,2023-01-06,3,1,2,4,5,54,Positive,2.8800000000000003
REV101715,REST1160,USER5113,4.0,Not worth the hype. There are better options nearby.,2023-11-13,0,1,5,2,3,52,Positive,3.5000000000000004
