user_id,join_date,location,review_count,helpfulness_score,user_tenure_days,user_activity
USER5494,2021-03-20,City 15,16,2.71,1715,Active
USER5495,2022-06-27,City 1,17,3.29,1251,Active
USER5496,2022-06-29,City 2,9,3.28,1249,Active
USER5497,2021-04-28,City 3,11,2.7,1676,Active
USER5498,2022-01-12,City 4,5,2.41,1417,Casual
USER5499,2020-07-22,City 5,20,3.19,1956,Active
USER5500,2023-11-05,City 6,24,2.17,755,Super Reviewer
USER5501,2022-01-22,City 7,14,3.57,1407,Active
USER5502,2023-01-20,City 8,15,2.94,1044,Active
USER5503,2023-08-13,City 9,12,3.15,839,Active
USER5504,2022-01-04,City 10,21,1.59,1425,Super Reviewer
USER5505,2020-05-04,City 11,18,2.84,2035,Active
USER5506,2022-03-26,City 12,15,4.3,1344,Active
USER5507,2021-07-19,City 13,16,2.68,1594,Active
USER5508,2021-01-23,City 14,13,3.69,1771,Active
USER5509,2020-09-07,City 15,11,3.49,1909,Active
USER5510,2022-07-20,City 1,15,0.9,1228,Active
USER5511,2020-07-06,City 2,13,2.68,1972,Active
USER5512,2023-09-19,City 3,18,3.81,802,Active
USER5513,2021-03-10,City 4,15,2.22,1725,Active
USER5514,2023-08-07,City 5,14,3.8,845,Active
USER5515,2023-08-02,City 6,10,4.16,850,Active
USER5516,2023-05-07,City 7,15,3.41,937,Active
USER5517,2020-02-13,City 8,27,2.6,2116,Super Reviewer
USER5518,2020-04-13,City 9,13,2.58,2056,Active
USER5519,2021-11-14,City 10,12,3.46,1476,Active
USER5520,2021-05-13,City 11,11,2.75,1661,Active
USER5521,2020-09-14,City 12,14,3.78,1902,Active
USER5522,2023-03-02,City 13,13,3.84,1003,Active
USER5523,2021-02-24,City 14,19,2.62,1739,Active
USER5524,2020-05-20,City 15,13,2.3,2019,Active
USER5525,2023-02-09,City 1,18,2.34,1024,Active
USER5526,2021-02-28,City 2,16,4.05,1735,Active
USER5527,2023-04-15,City 3,8,3.65,959,Active
USER5528,2021-03-18,City 4,17,3.09,1717,Active
USER5529,2021-04-22,City 5,18,3.23,1682,Active
USER5530,2021-11-03,City 6,24,3.18,1487,Super Reviewer
USER5531,2020-10-29,City 7,12,3.55,1857,Active
USER5532,2023-05-05,City 8,12,3.59,939,Active
USER5533,2020-01-06,City 9,18,4.46,2154,Active
USER5534,2021-07-21,City 10,15,2.7,1592,Active
USER5535,2020-10-23,City 11,19,2.24,1863,Active
USER5536,2020-09-23,City 12,18,1.57,1893,Active
USER5537,2023-01-11,City 13,22,3.91,1053,Super Reviewer
USER5538,2021-05-28,City 14,12,3.82,1646,Active
USER5539,2020-12-23,City 15,11,3.73,1802,Active
USER5540,2020-08-13,City 1,18,2.71,1934,Active
USER5541,2023-09-15,City 2,23,3.56,806,Super Reviewer
USER5542,2020-02-22,City 3,14,2.95,2107,Active
USER5543,2020-09-26,City 4,14,2.67,1890,Active
USER5544,2020-01-31,City 5,19,3.3,2129,Active
USER5545,2022-01-03,City 6,14,3.59,1426,Active
USER5546,2021-05-02,City 7,17,3.1,1672,Active
USER5547,2023-04-20,City 8,7,2.57,954,Active
USER5548,2021-10-25,City 9,11,1.27,1496,Active
USER5549,2020-02-02,City 10,16,2.75,2127,Active
USER5550,2020-12-22,City 11,10,2.26,1803,Active
USER5551,2021-06-27,City 12,17,3.27,1616,Active
USER5552,2020-04-17,City 13,12,3.49,2052,Active
USER5553,2020-09-16,City 14,16,2.32,1900,Active
USER5554,2022-05-12,City 15,21,1.49,1297,Super Reviewer
USER5555,2022-12-13,City 1,17,2.12,1082,Active
USER5556,2020-08-20,City 2,15,2.33,1927,Active
USER5557,2020-05-10,City 3,13,3.79,2029,Active
USER5558,2022-09-02,City 4,16,1.72,1184,Active
USER5559,2022-07-07,City 5,18,3.19,1241,Active
USER5560,2022-01-11,City 6,8,2.53,1418,Active
USER5561,2022-11-17,City 7,12,2.71,1108,Active
USER5562,2023-04-30,City 8,17,0.77,944,Active
USER5563,2020-08-11,City 9,7,3.53,1936,Active
USER5564,2022-07-14,City 10,23,1.94,1234,Super Reviewer
USER5565,2022-10-28,City 11,17,3.49,1128,Active
USER5566,2021-03-29,City 12,11,3.94,1706,Active
USER5567,2023-06-13,City 13,18,3.02,900,Active
USER5568,2020-03-29,City 14,12,4.72,2071,Active
USER5569,2023-09-11,City 15,8,4.11,810,Active
USER5570,2022-12-03,City 1,9,3.14,1092,Active
USER5571,2021-09-09,City 2,18,2.72,1542,Active
USER5572,2022-07-27,City 3,14,3.11,1221,Active
USER5573,2023-08-10,City 4,14,1.94,842,Active
USER5574,2020-03-04,City 5,11,3.26,2096,Active
USER5575,2020-05-04,City 6,12,4.56,2035,Active
USER5576,2022-09-07,City 7,16,2.02,1179,Active
USER5577,2022-04-02,City 8,12,2.56,1337,Active
USER5578,2022-05-23,City 9,16,3.75,1286,Active
USER5579,2023-11-06,City 10,17,2.38,754,Active
USER5580,2020-08-09,City 11,12,3.74,1938,Active
USER5581,2022-10-01,City 12,17,3.37,1155,Active
USER5582,2023-12-29,City 13,13,3.11,701,Active
USER5583,2022-06-27,City 14,16,2.57,1251,Active
USER5584,2020-05-30,City 15,23,4.42,2009,Super Reviewer
USER5585,2020-06-14,City 1,11,0.97,1994,Active
USER5586,2021-10-21,City 2,17,2.79,1500,Active
USER5587,2023-05-30,City 3,14,2.99,914,Active
USER5588,2020-10-30,City 4,16,1.47,1856,Active
USER5589,2020-05-14,City 5,14,4.5,2025,Active
USER5590,2020-09-15,City 6,11,2.79,1901,Active
USER5591,2021-07-17,City 7,29,2.2,1596,Super Reviewer
USER5592,2023-07-02,City 8,9,4.85,881,Active
USER5593,2023-07-20,City 9,21,3.77,863,Super Reviewer
USER5594,2023-04-13,City 10,12,3.09,961,Active
USER5595,2023-01-28,City 11,18,3.35,1036,Active
USER5596,2023-12-29,City 12,16,3.54,701,Active
USER5597,2021-10-27,City 13,17,2.7,1494,Active
USER5598,2022-02-19,City 14,18,3.54,1379,Active
USER5599,2023-05-08,City 15,18,3.52,936,Active
USER5600,2022-12-22,City 1,12,3.0,1073,Active
USER5601,2021-08-26,City 2,12,3.41,1556,Active
USER5602,2022-07-18,City 3,7,3.85,1230,Active
USER5603,2022-11-01,City 4,18,2.8,1124,Active
USER5604,2023-05-24,City 5,17,3.33,920,Active
USER5605,2022-05-31,City 6,22,4.14,1278,Super Reviewer
USER5606,2020-07-22,City 7,11,3.39,1956,Active
USER5607,2023-12-08,City 8,18,3.59,722,Active
USER5608,2020-08-22,City 9,15,4.38,1925,Active
USER5609,2023-09-02,City 10,16,3.17,819,Active
USER5610,2023-08-26,City 11,12,3.07,826,Active
USER5611,2023-02-03,City 12,21,3.04,1030,Super Reviewer
USER5612,2021-03-16,City 13,19,2.95,1719,Active
USER5613,2022-05-30,City 14,16,3.47,1279,Active
USER5614,2022-07-13,City 15,17,3.35,1235,Active
USER5615,2021-04-12,City 1,14,2.57,1692,Active
USER5616,2022-04-27,City 2,22,4.59,1312,Super Reviewer
USER5617,2021-11-25,City 3,19,3.37,1465,Active
USER5618,2022-07-17,City 4,14,4.11,1231,Active
USER5619,2022-03-27,City 5,13,2.81,1343,Active
USER5620,2022-05-01,City 6,7,0.91,1308,Active
USER5621,2020-07-13,City 7,22,3.29,1965,Super Reviewer
USER5622,2021-10-02,City 8,18,1.77,1519,Active
USER5623,2022-05-24,City 9,17,4.33,1285,Active
USER5624,2021-10-02,City 10,10,2.61,1519,Active
USER5625,2023-09-24,City 11,8,4.34,797,Active
USER5626,2021-06-06,City 12,19,4.57,1637,Active
USER5627,2022-02-05,City 13,9,2.55,1393,Active
USER5628,2020-11-08,City 14,13,2.71,1847,Active
USER5629,2023-11-07,City 15,15,2.53,753,Active
USER5630,2022-08-29,City 1,13,4.57,1188,Active
USER5631,2020-05-17,City 2,13,1.25,2022,Active
USER5632,2020-07-05,City 3,24,2.45,1973,Super Reviewer
USER5633,2020-06-23,City 4,13,2.84,1985,Active
USER5634,2020-07-09,City 5,9,1.75,1969,Active
USER5635,2022-06-03,City 6,16,4.31,1275,Active
USER5636,2020-07-16,City 7,17,1.53,1962,Active
USER5637,2022-02-02,City 8,14,3.79,1396,Active
USER5638,2020-09-23,City 9,10,1.51,1893,Active
USER5639,2023-02-13,City 10,11,2.63,1020,Active
USER5640,2020-05-02,City 11,12,4.52,2037,Active
USER5641,2023-04-16,City 12,10,4.26,958,Active
USER5642,2023-02-24,City 13,18,2.4,1009,Active
USER5643,2023-02-24,City 14,15,4.19,1009,Active
USER5644,2021-11-06,City 15,8,4.25,1484,Active
USER5645,2023-10-04,City 1,11,2.39,787,Active
USER5646,2020-09-07,City 2,12,3.62,1909,Active
USER5647,2022-04-21,City 3,9,2.01,1318,Active
USER5648,2021-12-25,City 4,15,3.44,1435,Active
USER5649,2023-09-24,City 5,12,3.48,797,Active
USER5650,2022-05-16,City 6,14,2.9,1293,Active
USER5651,2020-04-15,City 7,16,3.38,2054,Active
USER5652,2021-08-12,City 8,14,2.63,1570,Active
USER5653,2023-05-14,City 9,15,1.49,930,Active
USER5654,2021-10-01,City 10,17,1.02,1520,Active
USER5655,2021-12-21,City 11,15,3.51,1439,Active
USER5656,2020-07-31,City 12,20,2.5,1947,Active
USER5657,2023-03-29,City 13,15,0.83,976,Active
USER5658,2022-11-05,City 14,16,3.25,1120,Active
USER5659,2021-03-11,City 15,13,4.94,1724,Active
USER5660,2020-11-12,City 1,17,2.86,1843,Active
USER5661,2023-09-06,City 2,14,3.95,815,Active
USER5662,2022-09-14,City 3,11,3.89,1172,Active
USER5663,2021-04-04,City 4,14,4.3,1700,Active
USER5664,2020-08-09,City 5,19,2.23,1938,Active
USER5665,2021-12-18,City 6,15,3.16,1442,Active
USER5666,2023-02-13,City 7,16,2.96,1020,Active
USER5667,2022-01-22,City 8,12,1.01,1407,Active
USER5668,2020-08-23,City 9,18,4.2,1924,Active
USER5669,2021-07-24,City 10,20,2.87,1589,Active
USER5670,2023-03-21,City 11,13,1.31,984,Active
USER5671,2021-04-08,City 12,14,3.3,1696,Active
USER5672,2022-05-28,City 13,15,2.23,1281,Active
USER5673,2023-02-22,City 14,14,2.94,1011,Active
USER5674,2023-06-27,City 15,21,3.22,886,Super Reviewer
USER5675,2023-06-10,City 1,14,2.22,903,Active
USER5676,2023-10-14,City 2,26,3.57,777,Super Reviewer
USER5677,2023-08-09,City 3,17,3.37,843,Active
USER5678,2023-02-14,City 4,13,2.42,1019,Active
USER5679,2020-02-23,City 5,16,4.47,2106,Active
USER5680,2023-06-01,City 6,11,2.63,912,Active
USER5681,2023-09-09,City 7,13,1.6,812,Active
USER5682,2023-11-21,City 8,13,4.34,739,Active
USER5683,2021-07-01,City 9,18,2.67,1612,Active
USER5684,2020-02-29,City 10,17,3.89,2100,Active
USER5685,2021-01-04,City 11,11,3.52,1790,Active
USER5686,2021-07-13,City 12,15,2.43,1600,Active
USER5687,2023-12-10,City 13,15,4.28,720,Active
USER5688,2021-09-24,City 14,18,4.74,1527,Active
USER5689,2021-11-26,City 15,18,2.29,1464,Active
USER5690,2021-12-19,City 1,19,4.63,1441,Active
USER5691,2020-01-13,City 2,10,3.53,2147,Active
USER5692,2021-01-06,City 3,16,3.09,1788,Active
USER5693,2020-10-20,City 4,11,1.83,1866,Active
USER5694,2023-03-05,City 5,21,1.22,1000,Super Reviewer
USER5695,2023-09-08,City 6,16,4.08,813,Active
USER5696,2022-03-31,City 7,21,4.4,1339,Super Reviewer
USER5697,2020-05-22,City 8,16,3.04,2017,Active
USER5698,2020-10-17,City 9,15,4.21,1869,Active
USER5699,2023-07-20,City 10,12,0.97,863,Active
USER5700,2020-03-03,City 11,13,2.18,2097,Active
USER5701,2020-07-06,City 12,11,4.26,1972,Active
USER5702,2022-12-22,City 13,21,3.06,1073,Super Reviewer
USER5703,2021-03-16,City 14,11,3.51,1719,Active
USER5704,2022-02-09,City 15,17,2.78,1389,Active
USER5705,2022-05-09,City 1,19,3.39,1300,Active
USER5706,2022-07-18,City 2,19,3.28,1230,Active
USER5707,2021-11-29,City 3,17,3.83,1461,Active
USER5708,2020-11-18,City 4,23,1.85,1837,Super Reviewer
USER5709,2022-01-27,City 5,13,1.64,1402,Active
USER5710,2021-09-30,City 6,11,1.67,1521,Active
USER5711,2021-10-26,City 7,11,4.14,1495,Active
USER5712,2023-03-08,City 8,12,1.3,997,Active
USER5713,2023-05-06,City 9,18,2.71,938,Active
USER5714,2020-06-22,City 10,9,2.31,1986,Active
USER5715,2020-04-17,City 11,13,4.01,2052,Active
USER5716,2020-11-14,City 12,12,2.99,1841,Active
USER5717,2020-11-18,City 13,13,3.76,1837,Active
USER5718,2023-06-19,City 14,21,1.02,894,Super Reviewer
USER5719,2020-04-11,City 15,12,2.05,2058,Active
USER5720,2023-10-12,City 1,8,3.83,779,Active
USER5721,2020-06-16,City 2,12,2.82,1992,Active
USER5722,2021-07-11,City 3,14,2.55,1602,Active
USER5723,2022-06-26,City 4,19,2.91,1252,Active
USER5724,2023-09-17,City 5,13,3.19,804,Active
USER5725,2022-05-18,City 6,12,2.84,1291,Active
USER5726,2022-09-21,City 7,18,1.56,1165,Active
USER5727,2023-05-28,City 8,18,3.57,916,Active
USER5728,2022-06-24,City 9,19,3.97,1254,Active
USER5729,2022-04-28,City 10,16,2.09,1311,Active
USER5730,2021-07-13,City 11,20,2.56,1600,Active
USER5731,2021-03-17,City 12,18,3.37,1718,Active
USER5732,2022-11-15,City 13,17,4.39,1110,Active
USER5733,2020-08-21,City 14,12,2.82,1926,Active
USER5734,2021-12-07,City 15,13,2.99,1453,Active
USER5735,2022-05-30,City 1,16,2.96,1279,Active
USER5736,2020-08-15,City 2,14,2.96,1932,Active
USER5737,2021-08-03,City 3,17,3.1,1579,Active
USER5738,2023-10-20,City 4,23,3.19,771,Super Reviewer
USER5739,2023-10-21,City 5,15,2.59,770,Active
USER5740,2023-04-29,City 6,17,4.87,945,Active
USER5741,2022-09-23,City 7,12,3.23,1163,Active
USER5742,2022-12-15,City 8,17,4.63,1080,Active
USER5743,2023-09-28,City 9,11,2.35,793,Active
USER5744,2021-09-23,City 10,14,3.61,1528,Active
USER5745,2020-04-03,City 11,19,3.31,2066,Active
USER5746,2021-03-27,City 12,16,3.6,1708,Active
USER5747,2022-03-20,City 13,19,2.48,1350,Active
USER5748,2023-05-12,City 14,25,3.81,932,Super Reviewer
USER5749,2020-04-22,City 15,15,1.76,2047,Active
USER5750,2020-01-16,City 1,10,3.17,2144,Active
USER5751,2021-02-22,City 2,16,2.38,1741,Active
USER5752,2021-09-09,City 3,13,2.27,1542,Active
USER5753,2021-03-08,City 4,17,1.78,1727,Active
USER5754,2020-10-08,City 5,11,3.3,1878,Active
USER5755,2021-06-07,City 6,12,3.28,1636,Active
USER5756,2021-08-15,City 7,21,4.01,1567,Super Reviewer
USER5757,2021-11-02,City 8,20,3.94,1488,Active
USER5758,2020-09-02,City 9,13,1.57,1914,Active
USER5759,2020-01-16,City 10,8,4.26,2144,Active
USER5760,2022-10-15,City 11,8,4.39,1141,Active
USER5761,2022-05-31,City 12,12,4.16,1278,Active
USER5762,2020-12-25,City 13,12,1.8,1800,Active
USER5763,2020-09-21,City 14,11,1.87,1895,Active
USER5764,2022-02-17,City 15,26,4.07,1381,Super Reviewer
USER5765,2022-12-26,City 1,12,2.11,1069,Active
USER5766,2023-12-12,City 2,13,1.78,718,Active
USER5767,2021-04-16,City 3,12,4.18,1688,Active
USER5768,2022-10-21,City 4,12,2.84,1135,Active
USER5769,2023-02-18,City 5,17,2.78,1015,Active
USER5770,2023-09-30,City 6,10,2.25,791,Active
USER5771,2021-12-26,City 7,20,4.62,1434,Active
USER5772,2020-05-27,City 8,8,1.85,2012,Active
USER5773,2022-03-24,City 9,13,2.65,1346,Active
USER5774,2020-03-27,City 10,19,3.02,2073,Active
USER5775,2022-06-12,City 11,16,2.93,1266,Active
USER5776,2020-02-08,City 12,10,3.59,2121,Active
USER5777,2022-07-30,City 13,12,2.5,1218,Active
USER5778,2020-06-08,City 14,8,0.86,2000,Active
USER5779,2021-10-03,City 15,13,3.67,1518,Active
USER5780,2023-03-25,City 1,7,4.39,980,Active
USER5781,2022-05-29,City 2,14,4.69,1280,Active
USER5782,2023-03-20,City 3,16,3.04,985,Active
USER5783,2022-04-08,City 4,13,4.53,1331,Active
USER5784,2023-12-24,City 5,21,2.75,706,Super Reviewer
USER5785,2023-08-04,City 6,11,3.85,848,Active
USER5786,2022-05-05,City 7,18,4.22,1304,Active
USER5787,2021-08-15,City 8,15,3.48,1567,Active
USER5788,2020-08-23,City 9,13,2.07,1924,Active
USER5789,2022-04-09,City 10,14,1.14,1330,Active
USER5790,2020-02-12,City 11,14,3.32,2117,Active
USER5791,2021-10-27,City 12,10,2.02,1494,Active
USER5792,2020-12-17,City 13,24,3.36,1808,Super Reviewer
USER5793,2023-06-19,City 14,16,3.25,894,Active
USER5794,2022-07-31,City 15,15,3.85,1217,Active
USER5795,2023-11-13,City 1,12,3.29,747,Active
USER5796,2022-01-11,City 2,13,3.87,1418,Active
USER5797,2020-06-29,City 3,10,4.04,1979,Active
USER5798,2022-06-13,City 4,11,1.62,1265,Active
USER5799,2020-08-04,City 5,11,0.97,1943,Active
USER5800,2021-05-13,City 6,19,1.08,1661,Active
USER5801,2022-06-11,City 7,16,2.59,1267,Active
USER5802,2023-04-21,City 8,13,1.61,953,Active
USER5803,2022-03-31,City 9,13,3.09,1339,Active
USER5804,2022-12-09,City 10,16,4.6,1086,Active
USER5805,2020-06-10,City 11,19,4.08,1998,Active
USER5806,2022-03-21,City 12,17,2.25,1349,Active
USER5807,2021-09-27,City 13,12,3.33,1524,Active
USER5808,2021-11-26,City 14,19,1.91,1464,Active
USER5809,2021-03-29,City 15,18,3.96,1706,Active
USER5810,2021-11-13,City 1,14,2.58,1477,Active
USER5811,2020-12-10,City 2,9,4.86,1815,Active
USER5812,2020-06-05,City 3,22,2.15,2003,Super Reviewer
USER5813,2022-11-11,City 4,12,3.19,1114,Active
USER5814,2023-07-20,City 5,12,1.85,863,Active
USER5815,2020-08-21,City 6,15,3.18,1926,Active
USER5816,2022-12-22,City 7,18,3.51,1073,Active
USER5817,2022-11-10,City 8,15,4.53,1115,Active
USER5818,2021-02-01,City 9,18,3.12,1762,Active
USER5819,2021-12-16,City 10,19,3.36,1444,Active
USER5820,2021-12-20,City 11,13,2.57,1440,Active
USER5821,2023-08-14,City 12,16,3.93,838,Active
USER5822,2020-10-29,City 13,15,3.88,1857,Active
USER5823,2021-04-28,City 14,6,1.73,1676,Active
USER5824,2020-07-29,City 15,16,1.93,1949,Active
USER5825,2020-10-26,City 1,19,3.9,1860,Active
USER5826,2021-06-08,City 2,12,3.65,1635,Active
USER5827,2021-02-08,City 3,18,3.49,1755,Active
USER5828,2020-12-21,City 4,16,3.7,1804,Active
USER5829,2023-05-18,City 5,11,2.96,926,Active
USER5830,2020-11-09,City 6,19,3.1,1846,Active
USER5831,2023-09-04,City 7,18,1.22,817,Active
USER5832,2020-06-03,City 8,18,3.3,2005,Active
USER5833,2020-12-28,City 9,17,2.86,1797,Active
USER5834,2023-07-10,City 10,22,4.36,873,Super Reviewer
USER5835,2022-10-08,City 11,8,3.74,1148,Active
USER5836,2022-08-08,City 12,19,1.1,1209,Active
USER5837,2023-02-28,City 13,18,4.23,1005,Active
USER5838,2023-04-01,City 14,13,3.97,973,Active
USER5839,2022-07-08,City 15,22,3.51,1240,Super Reviewer
USER5840,2023-10-26,City 1,16,3.6,765,Active
USER5841,2023-03-02,City 2,13,2.4,1003,Active
USER5842,2023-08-09,City 3,18,2.61,843,Active
USER5843,2023-07-25,City 4,17,2.52,858,Active
USER5844,2023-07-03,City 5,13,3.39,880,Active
USER5845,2021-10-23,City 6,14,2.32,1498,Active
USER5846,2023-07-08,City 7,13,3.41,875,Active
USER5847,2021-10-09,City 8,22,4.02,1512,Super Reviewer
USER5848,2020-11-05,City 9,7,4.44,1850,Active
USER5849,2022-06-19,City 10,10,2.91,1259,Active
USER5850,2020-05-19,City 11,14,3.72,2020,Active
USER5851,2022-08-18,City 12,12,3.92,1199,Active
USER5852,2022-06-24,City 13,17,4.25,1254,Active
USER5853,2023-07-17,City 14,18,1.19,866,Active
USER5854,2021-09-12,City 15,18,1.27,1539,Active
USER5855,2021-07-16,City 1,17,3.96,1597,Active
USER5856,2023-04-26,City 2,14,1.8,948,Active
USER5857,2020-04-25,City 3,13,3.09,2044,Active
USER5858,2021-12-21,City 4,12,2.91,1439,Active
USER5859,2022-11-05,City 5,11,1.69,1120,Active
USER5860,2020-05-31,City 6,14,3.83,2008,Active
USER5861,2021-09-27,City 7,10,4.47,1524,Active
USER5862,2022-08-03,City 8,15,2.38,1214,Active
USER5863,2022-07-14,City 9,15,2.4,1234,Active
USER5864,2020-03-18,City 10,16,2.31,2082,Active
USER5865,2020-04-26,City 11,10,4.23,2043,Active
USER5866,2022-01-25,City 12,15,1.38,1404,Active
USER5867,2021-08-10,City 13,13,4.24,1572,Active
USER5868,2020-06-06,City 14,19,3.01,2002,Active
USER5869,2023-08-13,City 15,14,2.52,839,Active
USER5870,2020-07-03,City 1,19,4.71,1975,Active
USER5871,2023-06-13,City 2,16,2.74,900,Active
USER5872,2023-05-01,City 3,11,2.62,943,Active
USER5873,2022-11-04,City 4,16,2.64,1121,Active
USER5874,2022-02-26,City 5,15,1.64,1372,Active
USER5875,2022-08-05,City 6,11,4.3,1212,Active
USER5876,2023-04-03,City 7,14,2.18,971,Active
USER5877,2023-02-09,City 8,6,2.3,1024,Active
USER5878,2020-03-25,City 9,17,3.97,2075,Active
USER5879,2022-07-10,City 10,11,2.99,1238,Active
USER5880,2023-03-16,City 11,12,4.27,989,Active
USER5881,2023-08-27,City 12,13,1.96,825,Active
USER5882,2021-01-20,City 13,19,2.98,1774,Active
USER5883,2021-10-20,City 14,13,4.05,1501,Active
USER5884,2023-05-24,City 15,19,2.21,920,Active
USER5885,2022-09-01,City 1,11,2.77,1185,Active
USER5886,2022-10-23,City 2,15,3.42,1133,Active
USER5887,2020-11-04,City 3,19,1.23,1851,Active
USER5888,2020-05-06,City 4,14,3.74,2033,Active
USER5889,2022-07-11,City 5,19,2.39,1237,Active
USER5890,2020-07-30,City 6,14,4.04,1948,Active
USER5891,2021-12-04,City 7,22,1.37,1456,Super Reviewer
USER5892,2020-06-21,City 8,22,4.41,1987,Super Reviewer
USER5893,2022-10-30,City 9,15,4.75,1126,Active
USER5894,2023-08-16,City 10,15,3.17,836,Active
USER5895,2020-12-19,City 11,10,3.58,1806,Active
USER5896,2020-03-21,City 12,18,2.32,2079,Active
USER5897,2021-05-22,City 13,14,1.38,1652,Active
USER5898,2023-12-20,City 14,17,2.45,710,Active
USER5899,2022-06-15,City 15,13,0.89,1263,Active
USER5900,2022-06-18,City 1,14,2.51,1260,Active
USER5901,2022-12-09,City 2,19,2.13,1086,Active
USER5902,2022-12-06,City 3,13,4.21,1089,Active
USER5903,2023-06-02,City 4,9,1.41,911,Active
USER5904,2020-11-21,City 5,14,3.8,1834,Active
USER5905,2022-01-15,City 6,17,3.95,1414,Active
USER5906,2022-02-02,City 7,14,1.88,1396,Active
USER5907,2021-08-02,City 8,11,3.99,1580,Active
USER5908,2022-03-04,City 9,16,4.11,1366,Active
USER5909,2022-04-17,City 10,15,2.85,1322,Active
USER5910,2021-11-23,City 11,24,1.74,1467,Super Reviewer
USER5911,2023-10-22,City 12,21,2.92,769,Super Reviewer
USER5912,2023-05-09,City 13,16,2.31,935,Active
USER5913,2020-04-17,City 14,18,3.32,2052,Active
USER5914,2023-07-16,City 15,17,2.98,867,Active
USER5915,2023-08-18,City 1,15,2.78,834,Active
USER5916,2021-11-16,City 2,14,2.52,1474,Active
USER5917,2020-05-14,City 3,21,3.29,2025,Super Reviewer
USER5918,2021-11-06,City 4,20,4.24,1484,Active
USER5919,2020-07-12,City 5,15,2.42,1966,Active
USER5920,2023-02-16,City 6,16,3.08,1017,Active
USER5921,2023-10-21,City 7,26,3.13,770,Super Reviewer
USER5922,2022-03-02,City 8,18,2.12,1368,Active
USER5923,2021-08-04,City 9,17,3.93,1578,Active
USER5924,2021-05-31,City 10,23,4.02,1643,Super Reviewer
USER5925,2023-09-06,City 11,19,3.82,815,Active
USER5926,2023-05-19,City 12,16,1.88,925,Active
USER5927,2020-11-03,City 13,17,2.25,1852,Active
USER5928,2021-11-13,City 14,23,4.62,1477,Super Reviewer
USER5929,2020-06-15,City 15,16,1.23,1993,Active
USER5930,2023-04-08,City 1,13,3.33,966,Active
USER5931,2023-09-21,City 2,14,1.52,800,Active
USER5932,2020-10-16,City 3,11,3.42,1870,Active
USER5933,2021-12-17,City 4,8,3.65,1443,Active
USER5934,2021-09-27,City 5,9,1.64,1524,Active
USER5935,2023-09-05,City 6,17,2.49,816,Active
USER5936,2023-12-01,City 7,10,1.2,729,Active
USER5937,2023-09-18,City 8,28,0.5,803,Super Reviewer
USER5938,2022-03-13,City 9,12,4.18,1357,Active
USER5939,2020-09-21,City 10,22,2.27,1895,Super Reviewer
USER5940,2023-05-03,City 11,6,4.62,941,Active
USER5941,2023-12-22,City 12,16,3.33,708,Active
USER5942,2020-06-22,City 13,13,3.95,1986,Active
USER5943,2021-09-26,City 14,16,4.55,1525,Active
USER5944,2023-02-18,City 15,12,2.6,1015,Active
USER5945,2022-02-10,City 1,13,3.62,1388,Active
USER5946,2023-08-10,City 2,11,3.73,842,Active
USER5947,2021-11-03,City 3,9,2.4,1487,Active
USER5948,2020-09-18,City 4,13,2.45,1898,Active
USER5949,2023-10-04,City 5,8,0.56,787,Active
USER5950,2023-12-10,City 6,18,3.52,720,Active
USER5951,2023-11-04,City 7,15,3.21,756,Active
USER5952,2022-12-14,City 8,13,3.43,1081,Active
USER5953,2020-07-10,City 9,15,3.21,1968,Active
USER5954,2023-08-16,City 10,16,3.25,836,Active
USER5955,2023-10-05,City 11,18,2.11,786,Active
USER5956,2022-05-17,City 12,10,4.26,1292,Active
USER5957,2022-11-07,City 13,13,3.81,1118,Active
USER5958,2022-01-11,City 14,17,4.86,1418,Active
USER5959,2020-02-07,City 15,17,4.06,2122,Active
USER5960,2022-01-12,City 1,17,2.89,1417,Active
USER5961,2021-09-24,City 2,12,3.95,1527,Active
USER5962,2021-01-04,City 3,14,1.98,1790,Active
USER5963,2021-03-14,City 4,17,2.28,1721,Active
USER5964,2021-11-30,City 5,17,0.89,1460,Active
USER5965,2022-09-22,City 6,14,1.61,1164,Active
USER5966,2021-01-28,City 7,18,3.97,1766,Active
USER5967,2021-04-08,City 8,17,3.17,1696,Active
USER5968,2020-10-08,City 9,17,2.42,1878,Active
USER5969,2020-11-13,City 10,20,4.5,1842,Active
USER5970,2020-06-07,City 11,15,2.08,2001,Active
USER5971,2021-08-28,City 12,14,2.81,1554,Active
USER5972,2020-07-26,City 13,13,0.7,1952,Active
USER5973,2022-11-05,City 14,20,3.48,1120,Active
USER5974,2023-01-10,City 15,22,3.85,1054,Super Reviewer
USER5975,2022-12-14,City 1,19,1.87,1081,Active
USER5976,2020-03-18,City 2,18,4.23,2082,Active
USER5977,2023-09-17,City 3,19,3.04,804,Active
USER5978,2021-11-20,City 4,12,3.01,1470,Active
USER5979,2023-06-19,City 5,18,4.02,894,Active
USER5980,2020-09-25,City 6,20,1.7,1891,Active
USER5981,2023-05-08,City 7,13,3.15,936,Active
USER5982,2022-02-10,City 8,16,1.68,1388,Active
USER5983,2020-11-11,City 9,17,1.79,1844,Active
USER5984,2020-11-28,City 10,14,2.21,1827,Active
USER5985,2021-01-05,City 11,18,3.33,1789,Active
USER5986,2023-11-19,City 12,17,2.48,741,Active
USER5987,2023-07-03,City 13,16,3.79,880,Active
